country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2448.3,2448.3,2448.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2120.4,2120.4,2120.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2060.7,2060.7,2060.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1522.6,1522.6,1522.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,990.2,990.2,990.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,729.0,729.0,729.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,603.0,603.0,603.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,597.9,597.9,597.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,3.6,3.6,3.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,55.4,55.4,55.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,76.6,76.6,76.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,174.5,174.5,174.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,755.6,755.6,755.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,796.7,796.7,796.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,842.9,842.9,842.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,888.3,888.3,888.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1886.8,1886.8,1886.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,2564.4,2564.4,2564.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,2453.0,2453.0,2453.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2295.7,2295.7,2295.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,256.8,256.8,256.8
Benin,Benin,Capacity: MW,Battery,2027,9.0,9.0,9.0
Benin,Benin,Capacity: MW,Battery,2028,13.0,13.0,13.0
Benin,Benin,Capacity: MW,Battery,2029,17.0,17.0,17.0
Benin,Benin,Capacity: MW,Battery,2030,21.0,21.0,21.0
Benin,Benin,Capacity: MW,Battery,2031,25.0,25.0,25.0
Benin,Benin,Capacity: MW,Battery,2032,29.0,29.0,29.0
Benin,Benin,Capacity: MW,Battery,2033,33.0,33.0,33.0
Benin,Benin,Capacity: MW,Battery,2034,37.0,37.0,37.0
Benin,Benin,Capacity: MW,Battery,2035,41.0,41.0,41.0
Benin,Benin,Capacity: MW,Battery,2040,61.0,61.0,61.0
Benin,Benin,Capacity: MW,Battery,2045,81.0,81.0,81.0
Benin,Benin,Capacity: MW,Battery,2050,101.0,101.0,101.0
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2031,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2032,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2033,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2034,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2035,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2040,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2045,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,42.0,42.0,42.0
