country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2398.0,2398.0,2398.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2181.0,2181.0,2181.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2087.2,2087.2,2087.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1293.9,1293.9,1293.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1743.2,1743.2,1743.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2879.4,2879.4,2879.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2617.9,2617.9,2617.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2421.6,2421.6,2421.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,1355.3,1355.3,1355.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,1313.5,1313.5,1313.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,878.1,878.1,878.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,486.4,486.4,486.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,6.2,6.2,6.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,20.8,20.8,20.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,137.3,137.3,137.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,35.6,35.6,35.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,342.3,342.3,342.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,539.4,539.4,539.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1551.0,1551.0,1551.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1598.3,1598.3,1598.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1902.2,1902.2,1902.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2391.3,2391.3,2391.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,2971.2,2971.2,2971.2
Benin,Benin,Capacity: MW,Battery,2027,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2028,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2029,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2030,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2031,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2032,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2033,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2034,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2035,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2040,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2045,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2050,255.0,255.0,255.0
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2031,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2032,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2033,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2034,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2035,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2040,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2045,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2031,542.0,542.0,542.0
Benin,Benin,Capacity: MW,Gas,2032,661.3,661.3,661.3
Benin,Benin,Capacity: MW,Gas,2033,690.5,690.5,690.5
Benin,Benin,Capacity: MW,Gas,2034,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2035,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2040,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2045,748.9,748.9,748.9
Benin,Benin,Capacity: MW,Gas,2050,839.1,839.1,839.1
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2031,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2032,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2033,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2034,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2035,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2040,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2045,762.0,762.0,762.0
Benin,Benin,Capacity: MW,PV,2050,1000.0,1000.0,1000.0
Benin,Benin,Capacity: MW,Reservoir,2050,0.5,0.5,0.5
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
Benin,Benin,Demand: GWh,,2028,2624.1,2624.1,2624.1
Benin,Benin,Demand: GWh,,2029,2814.9,2814.9,2814.9
Benin,Benin,Demand: GWh,,2030,3049.1,3049.1,3049.1
Benin,Benin,Demand: GWh,,2031,3226.9,3226.9,3226.9
Benin,Benin,Demand: GWh,,2032,3413.4,3413.4,3413.4
Benin,Benin,Demand: GWh,,2033,3578.3,3578.3,3578.3
Benin,Benin,Demand: GWh,,2034,3738.7,3738.7,3738.7
Benin,Benin,Demand: GWh,,2035,3907.9,3907.9,3907.9
Benin,Benin,Demand: GWh,,2040,4740.7,4740.7,4740.7
Benin,Benin,Demand: GWh,,2045,5635.7,5635.7,5635.7
Benin,Benin,Demand: GWh,,2050,6583.5,6583.5,6583.5
Benin,Benin,Emissions: MtCO2,,2026,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2027,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2028,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2029,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2030,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2031,1.5,1.5,1.5
Benin,Benin,Emissions: MtCO2,,2032,1.9,1.9,1.9
Benin,Benin,Emissions: MtCO2,,2033,1.9,1.9,1.9
Benin,Benin,Emissions: MtCO2,,2034,2.0,2.0,2.0
Benin,Benin,Emissions: MtCO2,,2035,2.0,2.0,2.0
Benin,Benin,Emissions: MtCO2,,2040,2.0,2.0,2.0
Benin,Benin,Emissions: MtCO2,,2045,2.1,2.1,2.1
Benin,Benin,Emissions: MtCO2,,2050,2.1,2.1,2.1
Benin,Benin,Energy: GWh,Battery,2045,1.4,1.4,1.4
Benin,Benin,Energy: GWh,Battery,2050,125.5,125.5,125.5
Benin,Benin,Energy: GWh,Diesel,2026,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2027,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2028,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2029,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2045,10.9,10.9,10.9
Benin,Benin,Energy: GWh,Gas,2027,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2028,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2029,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2030,2174.2,2174.2,2174.2
Benin,Benin,Energy: GWh,Gas,2031,4035.7,4035.7,4035.7
Benin,Benin,Energy: GWh,Gas,2032,4923.8,4923.8,4923.8
Benin,Benin,Energy: GWh,Gas,2033,5141.2,5141.2,5141.2
Benin,Benin,Energy: GWh,Gas,2034,5358.7,5358.7,5358.7
Benin,Benin,Energy: GWh,Gas,2035,5358.7,5358.7,5358.7
Benin,Benin,Energy: GWh,Gas,2040,5358.7,5358.7,5358.7
Benin,Benin,Energy: GWh,Gas,2045,5576.2,5576.2,5576.2
Benin,Benin,Energy: GWh,Gas,2050,5576.2,5576.2,5576.2
Benin,Benin,Energy: GWh,PV,2026,114.9,114.9,114.9
Benin,Benin,Energy: GWh,PV,2027,181.0,181.0,181.0
Benin,Benin,Energy: GWh,PV,2028,478.2,478.2,478.2
Benin,Benin,Energy: GWh,PV,2029,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2030,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2031,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2032,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2033,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2034,676.3,676.3,676.3
