country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2508.2,2508.2,2508.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2096.8,2096.8,2096.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2112.9,2112.9,2112.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1534.1,1534.1,1534.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,2831.1,2831.1,2831.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2807.7,2807.7,2807.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2789.5,2789.5,2789.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2030.9,2030.9,2030.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2146.5,2146.5,2146.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,2303.5,2303.5,2303.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,2090.9,2090.9,2090.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,2080.4,2080.4,2080.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,2137.8,2137.8,2137.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,61.5,61.5,61.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,86.9,86.9,86.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,176.2,176.2,176.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,104.4,104.4,104.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,190.5,190.5,190.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,197.3,197.3,197.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,835.0,835.0,835.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,908.8,908.8,908.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,886.0,886.0,886.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1370.1,1370.1,1370.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,1502.4,1502.4,1502.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,732.2,732.2,732.2
Benin,Benin,Capacity: MW,Battery,2027,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2028,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2029,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2030,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2031,107.8,107.8,107.8
Benin,Benin,Capacity: MW,Battery,2032,125.0,125.0,125.0
Benin,Benin,Capacity: MW,Battery,2033,288.1,288.1,288.1
Benin,Benin,Capacity: MW,Battery,2034,431.5,431.5,431.5
Benin,Benin,Capacity: MW,Battery,2035,431.5,431.5,431.5
Benin,Benin,Capacity: MW,Battery,2040,1036.5,1036.5,1036.5
Benin,Benin,Capacity: MW,Battery,2045,1700.5,1700.5,1700.5
Benin,Benin,Capacity: MW,Battery,2050,2638.4,2638.4,2638.4
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2031,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2032,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2033,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2034,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2035,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2040,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2045,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2050,292.0,292.0,292.0
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,762.0,762.0,762.0
Benin,Benin,Capacity: MW,PV,2031,1012.0,1012.0,1012.0
Benin,Benin,Capacity: MW,PV,2032,1262.0,1262.0,1262.0
Benin,Benin,Capacity: MW,PV,2033,1512.0,1512.0,1512.0
Benin,Benin,Capacity: MW,PV,2034,1762.0,1762.0,1762.0
Benin,Benin,Capacity: MW,PV,2035,2012.0,2012.0,2012.0
Benin,Benin,Capacity: MW,PV,2040,3262.0,3262.0,3262.0
Benin,Benin,Capacity: MW,PV,2045,4500.0,4500.0,4500.0
Benin,Benin,Capacity: MW,PV,2050,5725.0,5725.0,5725.0
Benin,Benin,Capacity: MW,Reservoir,2030,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2031,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2032,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2033,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2034,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2035,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2040,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2045,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2050,707.9,707.9,707.9
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
Benin,Benin,Demand: GWh,,2028,2624.1,2624.1,2624.1
Benin,Benin,Demand: GWh,,2029,2814.9,2814.9,2814.9
Benin,Benin,Demand: GWh,,2030,3049.1,3049.1,3049.1
Benin,Benin,Demand: GWh,,2031,3226.9,3226.9,3226.9
Benin,Benin,Demand: GWh,,2032,3413.4,3413.4,3413.4
Benin,Benin,Demand: GWh,,2033,3578.3,3578.3,3578.3
Benin,Benin,Demand: GWh,,2034,3738.7,3738.7,3738.7
Benin,Benin,Demand: GWh,,2035,3907.9,3907.9,3907.9
Benin,Benin,Demand: GWh,,2040,4740.7,4740.7,4740.7
Benin,Benin,Demand: GWh,,2045,5635.7,5635.7,5635.7
Benin,Benin,Demand: GWh,,2050,6583.5,6583.5,6583.5
Benin,Benin,Emissions: MtCO2,,2026,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2027,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2028,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2029,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2030,0.8,0.8,0.8
