country,zone,attribute,resolution,year,baseline
Armenia,Armenia,Capacity: MW,Gas,2025,945.6
Armenia,Armenia,Capacity: MW,Gas,2026,945.6
Armenia,Armenia,Capacity: MW,Gas,2027,945.6
Armenia,Armenia,Capacity: MW,Gas,2028,945.6
Armenia,Armenia,Capacity: MW,Gas,2029,945.6
Armenia,Armenia,Capacity: MW,Gas,2030,945.6
Armenia,Armenia,Capacity: MW,Nuclear,2025,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2026,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2027,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2028,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2029,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2030,407.5
Armenia,Armenia,Capacity: MW,Onshore Wind,2025,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2026,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2027,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2028,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2029,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2030,4.0
Armenia,Armenia,Capacity: MW,PV,2025,452.0
Armenia,Armenia,Capacity: MW,PV,2026,452.0
Armenia,Armenia,Capacity: MW,PV,2027,887.0
Armenia,Armenia,Capacity: MW,PV,2028,887.0
Armenia,Armenia,Capacity: MW,PV,2029,887.0
Armenia,Armenia,Capacity: MW,PV,2030,887.0
Armenia,Armenia,Capacity: MW,ROR,2025,430.0
Armenia,Armenia,Capacity: MW,ROR,2026,430.0
Armenia,Armenia,Capacity: MW,ROR,2027,430.0
Armenia,Armenia,Capacity: MW,ROR,2028,430.0
Armenia,Armenia,Capacity: MW,ROR,2029,430.0
Armenia,Armenia,Capacity: MW,ROR,2030,430.0
Armenia,Armenia,Capacity: MW,Reservoir,2025,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2026,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2027,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2028,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2029,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2030,965.6
Armenia,Armenia,Demand: GWh,,2025,6721.0
Armenia,Armenia,Demand: GWh,,2026,6792.0
Armenia,Armenia,Demand: GWh,,2027,6862.0
Armenia,Armenia,Demand: GWh,,2028,6933.0
Armenia,Armenia,Demand: GWh,,2029,7004.0
Armenia,Armenia,Demand: GWh,,2030,7075.0
Armenia,Armenia,Energy: GWh,Nuclear,2025,0.1
Armenia,Armenia,Energy: GWh,Nuclear,2026,0.6
Armenia,Armenia,Energy: GWh,Nuclear,2027,3.9
Armenia,Armenia,Energy: GWh,Nuclear,2028,9.9
Armenia,Armenia,Energy: GWh,Nuclear,2029,16.9
Armenia,Armenia,Energy: GWh,Nuclear,2030,24.5
Armenia,Armenia,Energy: GWh,Onshore Wind,2025,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2026,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2027,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2028,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2029,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2030,5.4
Armenia,Armenia,Energy: GWh,PV,2025,804.5
Armenia,Armenia,Energy: GWh,PV,2026,804.5
Armenia,Armenia,Energy: GWh,PV,2027,1578.7
Armenia,Armenia,Energy: GWh,PV,2028,1578.7
Armenia,Armenia,Energy: GWh,PV,2029,1578.7
Armenia,Armenia,Energy: GWh,PV,2030,1578.7
Armenia,Armenia,Energy: GWh,ROR,2025,1389.2
Armenia,Armenia,Energy: GWh,ROR,2026,1448.9
Armenia,Armenia,Energy: GWh,ROR,2027,1329.5
Armenia,Armenia,Energy: GWh,ROR,2028,1408.5
Armenia,Armenia,Energy: GWh,ROR,2029,1416.5
Armenia,Armenia,Energy: GWh,ROR,2030,1434.6
Armenia,Armenia,Energy: GWh,Reservoir,2025,4521.9
Armenia,Armenia,Energy: GWh,Reservoir,2026,4533.3
Armenia,Armenia,Energy: GWh,Reservoir,2027,4014.5
Armenia,Armenia,Energy: GWh,Reservoir,2028,4008.7
Armenia,Armenia,Energy: GWh,Reservoir,2029,4072.9
Armenia,Armenia,Energy: GWh,Reservoir,2030,4126.9
Armenia,Armenia,Fixed O&M: $/MWh,,,24.1
Armenia,Armenia,Fixed O&M: $m,,2025,161.9
Armenia,Armenia,Fixed O&M: $m,,2026,161.9
Armenia,Armenia,Fixed O&M: $m,,2027,168.4
Armenia,Armenia,Fixed O&M: $m,,2028,168.4
Armenia,Armenia,Fixed O&M: $m,,2029,168.4
Armenia,Armenia,Fixed O&M: $m,,2030,168.4
Armenia,Armenia,Fuel costs: $/MWh,,,0.0
Armenia,Armenia,Fuel costs: $m,,2027,0.0
Armenia,Armenia,Fuel costs: $m,,2028,0.1
Armenia,Armenia,Fuel costs: $m,,2029,0.2
Armenia,Armenia,Fuel costs: $m,,2030,0.3
Armenia,Armenia,Generation: GWh,,2025,6721.0
Armenia,Armenia,Generation: GWh,,2026,6792.7
Armenia,Armenia,Generation: GWh,,2027,6932.0
Armenia,Armenia,Generation: GWh,,2028,7011.2
Armenia,Armenia,Generation: GWh,,2029,7090.5
Armenia,Armenia,Generation: GWh,,2030,7170.0
Armenia,Armenia,Investment costs: $/MWh,,,2.4
Armenia,Armenia,Investment costs: $m,,2027,25.8
Armenia,Armenia,Investment costs: $m,,2028,25.8
Armenia,Armenia,Investment costs: $m,,2029,25.8
Armenia,Armenia,Investment costs: $m,,2030,25.8
Armenia,Armenia,New Capacity: MW,PV,2027,435.0
Armenia,Armenia,Price: $/MWh,,2025,0.5
Armenia,Armenia,Price: $/MWh,,2026,0.6
Armenia,Armenia,Price: $/MWh,,2027,0.7
Armenia,Armenia,Price: $/MWh,,2028,1.0
Armenia,Armenia,Price: $/MWh,,2029,1.0
Armenia,Armenia,Price: $/MWh,,2030,1.1
Armenia,Armenia,Spinning Reserve: GWh,,2025,442.3
Armenia,Armenia,Spinning Reserve: GWh,,2026,446.4
Armenia,Armenia,Spinning Reserve: GWh,,2027,1118.5
Armenia,Armenia,Spinning Reserve: GWh,,2028,1089.1
Armenia,Armenia,Spinning Reserve: GWh,,2029,1092.7
Armenia,Armenia,Spinning Reserve: GWh,,2030,1082.8
Armenia,Armenia,Surplus generation: GWh,,2026,0.7
Armenia,Armenia,Surplus generation: GWh,,2027,70.0
Armenia,Armenia,Surplus generation: GWh,,2028,78.2
Armenia,Armenia,Surplus generation: GWh,,2029,86.5
Armenia,Armenia,Surplus generation: GWh,,2030,95.0
Armenia,Armenia,Total Demand: GWh,,2025,6721.0
Armenia,Armenia,Total Demand: GWh,,2026,6792.0
Armenia,Armenia,Total Demand: GWh,,2027,6862.0
Armenia,Armenia,Total Demand: GWh,,2028,6933.0
Armenia,Armenia,Total Demand: GWh,,2029,7004.0
Armenia,Armenia,Total Demand: GWh,,2030,7075.0
Armenia,Armenia,Variable O&M: $/MWh,,,0.4
Armenia,Armenia,Variable O&M: $m,,2025,3.0
Armenia,Armenia,Variable O&M: $m,,2026,3.0
Armenia,Armenia,Variable O&M: $m,,2027,2.7
Armenia,Armenia,Variable O&M: $m,,2028,2.7
Armenia,Armenia,Variable O&M: $m,,2029,2.8
Armenia,Armenia,Variable O&M: $m,,2030,2.9
System,System,Export revenues with external zones: $/MWh,,,1.2
System,System,Export revenues with external zones: $m,,,2649.2
System,System,Export revenues with internal zones: $/MWh,,,-21.7
System,System,Export revenues with internal zones: $m,,,-48398.5
System,System,Fixed O&M: $/MWh,,,7.7
System,System,Fixed O&M: $m,,,17128.5
System,System,Fuel costs: $/MWh,,,11.7
System,System,Fuel costs: $m,,,26237.2
System,System,Import costs with external zones: $/MWh,,,0.1
System,System,Import costs with external zones: $m,,,133.0
System,System,Import costs with internal zones: $/MWh,,,22.4
System,System,Import costs with internal zones: $m,,,49965.6
System,System,Investment costs: $/MWh,,,6.3
System,System,Investment costs: $m,,,14136.6
System,System,NPV of system cost: $/MWh,,,26.2
System,System,NPV of system cost: $m,,,58448.0
System,System,Spinning reserve costs: $/MWh,,,0.2
System,System,Spinning reserve costs: $m,,,492.8
System,System,Trade shared benefits: $/MWh,,,-0.7
System,System,Trade shared benefits: $m,,,-1567.0
System,System,Unmet country spinning reserve costs: $/MWh,,,0.0
System,System,Unmet country spinning reserve costs: $m,,,77.5
System,System,Variable O&M: $/MWh,,,1.3
System,System,Variable O&M: $m,,,2891.5
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2025,10947.0
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2026,8787.0
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2027,7261.5
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2028,11619.6
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2029,13389.1
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2030,14547.5
