Variable,country,zone,generator,fuel,year,ArTur,baseline
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2026,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2027,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2028,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2029,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2030,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2031,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2032,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2033,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2035,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2036,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2037,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2038,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2039,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2040,55.0,55.0
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2025,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2026,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2027,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2028,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2029,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2030,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2031,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2032,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2033,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2035,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2036,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2037,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2038,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2039,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2040,561.4,561.4
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2025,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2026,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2027,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2028,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2029,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2030,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2031,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2032,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2033,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2035,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2036,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2037,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2038,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2039,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallHydro,ROR,2040,430.0,430.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2025,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2026,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2027,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2028,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2029,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2030,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2031,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2032,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2033,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2035,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2036,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2037,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2038,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2039,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallPV_Exist,PV,2040,197.0,197.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2027,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2028,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2029,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2030,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2031,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2032,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2033,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2035,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2036,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2037,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2038,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2039,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_SmallSolar_Com,PV,2040,435.0,435.0
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2025,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2026,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2027,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2028,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2029,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2030,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2031,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2032,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2033,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2035,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2036,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2037,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2038,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Vorotan,Reservoir,2039,404.2,404.2
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2025,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2026,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2027,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2028,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2029,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2030,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2031,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2032,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2033,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2035,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2036,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2037,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2038,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2039,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Wind_Exist,Onshore Wind,2040,4.0,4.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2025,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2026,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2027,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2028,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2029,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2030,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2031,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2032,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2033,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2035,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2036,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2037,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2038,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2039,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT1,Gas,2040,228.6,228.6
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2025,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2026,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2027,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2028,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2029,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2030,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2031,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2032,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2033,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2035,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2036,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2037,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2038,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2039,250.0,250.0
Capacity: MW,Armenia,Armenia,Armenia_Yerevan_CCGT2,Gas,2040,250.0,250.0
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2025,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2026,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2027,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2028,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2029,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2030,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2031,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2032,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2033,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2035,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2036,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2037,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2038,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2039,833.2,833.2
Capacity: MW,Turkiye,CenterAna,ANKARA_NG,Gas,2040,833.2,833.2
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2025,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2026,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2027,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2028,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2029,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2030,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2031,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2032,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2033,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2035,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2036,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2037,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2038,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2039,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_SEKER_KONYA,Coal,2040,23.56,23.56
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2025,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2026,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2027,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2028,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2029,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2030,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2031,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2032,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2033,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2035,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2036,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2037,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2038,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2039,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CUMRA_TERMIK_KONYA,Coal,2040,37.0,37.0
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2025,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2026,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2027,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2028,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2029,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2030,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2031,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2032,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2033,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2035,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2036,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2037,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2038,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2039,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Dam,Reservoir,2040,1079.86,1079.86
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2025,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2026,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2027,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2028,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2029,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2030,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2031,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2032,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2033,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2035,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2036,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2037,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2038,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2039,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_Liquids,Diesel,2040,88.63,88.63
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2025,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2026,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2027,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2028,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2029,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2030,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2031,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2032,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2033,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2035,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2036,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2037,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2038,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2039,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_NG,Gas,2040,250.2,250.2
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2025,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2026,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2027,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2028,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2029,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2030,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2031,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2032,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2033,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2035,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2036,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2037,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2038,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2039,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_AGG_ROR,ROR,2040,492.66,492.66
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2025,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2026,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2027,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2028,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2029,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2030,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2031,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2032,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2033,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2035,431.51,431.51
Capacity: MW,Turkiye,CenterAna,CenterAna_Agg_Biomass,Biomass,2036,431.51,431.51
