country,zone,attribute,resolution,year,ArTur,baseline
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2027,8681.2,8681.2
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2028,8673.3,8673.3
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2029,8707.8,8707.8
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2030,8684.0,8684.0
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2031,8522.2,8522.2
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2032,8413.2,8413.2
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2033,8360.0,8360.0
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2035,8314.1,8314.1
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2036,8156.7,8156.7
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2037,7961.6,7961.6
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2038,7353.9,7353.9
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2039,7341.6,7341.6
Armenia,Armenia,Annual Energy Exchanges: GWh,EastAna,2040,5717.2,5717.2
Armenia,Armenia,Capacity: MW,Gas,2025,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2026,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2027,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2028,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2029,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2030,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2031,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2032,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2033,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2035,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2036,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2037,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2038,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2039,945.6,945.6
Armenia,Armenia,Capacity: MW,Gas,2040,945.6,945.6
Armenia,Armenia,Capacity: MW,Nuclear,2025,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2026,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2027,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2028,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2029,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2030,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2031,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2032,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2033,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2035,407.5,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2036,407.5,407.5
Armenia,Armenia,Capacity: MW,Onshore Wind,2025,4.0,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2026,4.0,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2027,4.0,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2028,4.0,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2029,4.0,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2030,4.0,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2031,4.0,4.0
