country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2487.9,2487.9,2487.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2130.7,2130.7,2130.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2094.9,2094.9,2094.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1529.7,1529.7,1529.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1882.1,1882.1,1882.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2609.4,2609.4,2609.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2545.7,2545.7,2545.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2295.7,2295.7,2295.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,1703.4,1703.4,1703.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,1640.2,1640.2,1640.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,1135.2,1135.2,1135.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,695.1,695.1,695.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,52.8,52.8,52.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,85.3,85.3,85.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,180.8,180.8,180.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,70.1,70.1,70.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,94.1,94.1,94.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,313.1,313.1,313.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,588.0,588.0,588.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1388.8,1388.8,1388.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1540.1,1540.1,1540.1
