country,zone,attribute,resolution,year,baseline
Armenia,Armenia,Capacity: MW,Gas,2025,945.6
Armenia,Armenia,Capacity: MW,Gas,2030,945.6
Armenia,Armenia,Capacity: MW,Nuclear,2025,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2030,407.5
Armenia,Armenia,Capacity: MW,Onshore Wind,2025,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2030,4.0
Armenia,Armenia,Capacity: MW,PV,2025,452.0
Armenia,Armenia,Capacity: MW,PV,2030,452.0
Armenia,Armenia,Capacity: MW,ROR,2025,430.0
Armenia,Armenia,Capacity: MW,ROR,2030,430.0
Armenia,Armenia,Capacity: MW,Reservoir,2025,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2030,965.6
Armenia,Armenia,Demand: GWh,,2025,6721.0
Armenia,Armenia,Demand: GWh,,2030,7075.0
Armenia,Armenia,Energy: GWh,Nuclear,2025,0.1
Armenia,Armenia,Energy: GWh,Nuclear,2030,28.5
Armenia,Armenia,Energy: GWh,Onshore Wind,2025,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2030,5.4
Armenia,Armenia,Energy: GWh,PV,2025,804.5
Armenia,Armenia,Energy: GWh,PV,2030,804.5
Armenia,Armenia,Energy: GWh,ROR,2025,1442.2
Armenia,Armenia,Energy: GWh,ROR,2030,1649.9
Armenia,Armenia,Energy: GWh,Reservoir,2025,4468.9
Armenia,Armenia,Energy: GWh,Reservoir,2030,4594.3
Armenia,Armenia,Fixed O&M: $/MWh,,,23.1
Armenia,Armenia,Fixed O&M: $m,,2025,161.9
Armenia,Armenia,Fixed O&M: $m,,2030,161.9
Armenia,Armenia,Fuel costs: $/MWh,,,0.0
Armenia,Armenia,Fuel costs: $m,,2030,0.3
Armenia,Armenia,Generation: GWh,,2025,6721.0
Armenia,Armenia,Generation: GWh,,2030,7082.6
Armenia,Armenia,Price: $/MWh,,2025,0.5
Armenia,Armenia,Price: $/MWh,,2030,1.2
Armenia,Armenia,Spinning Reserve: GWh,,2025,499.5
Armenia,Armenia,Spinning Reserve: GWh,,2030,578.4
Armenia,Armenia,Surplus generation: GWh,,2030,7.6
Armenia,Armenia,Total Demand: GWh,,2025,6721.0
Armenia,Armenia,Total Demand: GWh,,2030,7075.0
Armenia,Armenia,Variable O&M: $/MWh,,,0.5
Armenia,Armenia,Variable O&M: $m,,2025,3.0
Armenia,Armenia,Variable O&M: $m,,2030,3.2
System,System,Export revenues with external zones: $/MWh,,,1.1
System,System,Export revenues with external zones: $m,,,2543.7
System,System,Export revenues with internal zones: $/MWh,,,-16.4
System,System,Export revenues with internal zones: $m,,,-38544.0
System,System,Fixed O&M: $/MWh,,,7.1
System,System,Fixed O&M: $m,,,16653.3
System,System,Fuel costs: $/MWh,,,9.8
System,System,Fuel costs: $m,,,23112.4
System,System,Import costs with external zones: $/MWh,,,0.1
System,System,Import costs with external zones: $m,,,275.7
System,System,Import costs with internal zones: $/MWh,,,17.4
System,System,Import costs with internal zones: $m,,,40864.6
System,System,Investment costs: $/MWh,,,7.4
System,System,Investment costs: $m,,,17407.2
System,System,NPV of system cost: $/MWh,,,24.7
System,System,NPV of system cost: $m,,,58193.2
System,System,Spinning reserve costs: $/MWh,,,0.3
System,System,Spinning reserve costs: $m,,,628.3
System,System,Trade shared benefits: $/MWh,,,-1.0
System,System,Trade shared benefits: $m,,,-2320.7
System,System,Variable O&M: $/MWh,,,1.1
System,System,Variable O&M: $m,,,2659.9
Turkiye,CenterAna,Annual Energy Exchanges: GWh,EastMed,2030,78.0
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2025,5120.0
Turkiye,CenterAna,Annual Energy Exchanges: GWh,NorthWest,2030,6353.5
Turkiye,CenterAna,Annual Energy Exchanges: GWh,SouthEast,2030,154.0
Turkiye,CenterAna,Annual Energy Exchanges: GWh,WestMed,2025,2185.5
Turkiye,CenterAna,Annual Energy Exchanges: GWh,WestMed,2030,1236.6
Turkiye,CenterAna,Capacity: MW,Biomass,2025,431.5
Turkiye,CenterAna,Capacity: MW,Biomass,2030,431.5
Turkiye,CenterAna,Capacity: MW,Coal,2025,1011.0
Turkiye,CenterAna,Capacity: MW,Coal,2030,1011.0
Turkiye,CenterAna,Capacity: MW,Diesel,2025,88.6
Turkiye,CenterAna,Capacity: MW,Diesel,2030,88.6
Turkiye,CenterAna,Capacity: MW,Gas,2025,3259.8
Turkiye,CenterAna,Capacity: MW,Gas,2030,3259.8
Turkiye,CenterAna,Capacity: MW,Geothermal,2030,20.0
Turkiye,CenterAna,Capacity: MW,Onshore Wind,2025,1185.6
Turkiye,CenterAna,Capacity: MW,Onshore Wind,2030,1185.6
Turkiye,CenterAna,Capacity: MW,PV,2025,5574.4
Turkiye,CenterAna,Capacity: MW,PV,2030,5574.4
Turkiye,CenterAna,Capacity: MW,ROR,2025,492.7
Turkiye,CenterAna,Capacity: MW,ROR,2030,518.7
Turkiye,CenterAna,Capacity: MW,Reservoir,2025,1079.9
Turkiye,CenterAna,Capacity: MW,Reservoir,2030,1079.9
