country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2482.0,2482.0,2482.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2121.3,2121.3,2121.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2064.3,2064.3,2064.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1515.8,1515.8,1515.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1066.1,1066.1,1066.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,826.5,826.5,826.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,475.7,475.7,475.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,393.4,393.4,393.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,321.5,321.5,321.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,310.9,310.9,310.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,261.2,261.2,261.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,380.7,380.7,380.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,398.6,398.6,398.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,60.2,60.2,60.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,80.4,80.4,80.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,156.0,156.0,156.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,681.4,681.4,681.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,788.8,788.8,788.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,851.0,851.0,851.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,913.6,913.6,913.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,949.0,949.0,949.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1029.2,1029.2,1029.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1342.1,1342.1,1342.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,1545.6,1545.6,1545.6
