country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2448.2,2448.2,2448.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2129.5,2129.5,2129.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2058.3,2058.3,2058.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1517.8,1517.8,1517.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,901.1,901.1,901.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,654.1,654.1,654.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,597.3,597.3,597.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,580.6,580.6,580.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,48.3,48.3,48.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,53.9,53.9,53.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,81.0,81.0,81.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,180.1,180.1,180.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,752.8,752.8,752.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,792.4,792.4,792.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,837.0,837.0,837.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,895.8,895.8,895.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1804.4,1804.4,1804.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,2569.9,2569.9,2569.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,2449.0,2449.0,2449.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2213.4,2213.4,2213.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,232.4,232.4,232.4
Benin,Benin,Capacity: MW,Battery,2027,9.0,9.0,9.0
Benin,Benin,Capacity: MW,Battery,2028,13.0,13.0,13.0
Benin,Benin,Capacity: MW,Battery,2029,17.0,17.0,17.0
Benin,Benin,Capacity: MW,Battery,2030,21.0,21.0,21.0
Benin,Benin,Capacity: MW,Battery,2031,25.0,25.0,25.0
Benin,Benin,Capacity: MW,Battery,2032,29.0,29.0,29.0
Benin,Benin,Capacity: MW,Battery,2033,33.0,33.0,33.0
Benin,Benin,Capacity: MW,Battery,2034,37.0,37.0,37.0
Benin,Benin,Capacity: MW,Battery,2035,41.0,41.0,41.0
Benin,Benin,Capacity: MW,Battery,2040,61.0,61.0,61.0
Benin,Benin,Capacity: MW,Battery,2045,81.0,81.0,81.0
Benin,Benin,Capacity: MW,Battery,2050,101.0,101.0,101.0
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2031,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2032,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2033,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2034,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2035,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2040,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2031,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2032,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2033,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2034,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2035,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2040,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2045,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2050,42.0,42.0,42.0
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,532.0,532.0,532.0
Benin,Benin,Capacity: MW,PV,2031,552.0,552.0,552.0
Benin,Benin,Capacity: MW,PV,2032,572.0,572.0,572.0
Benin,Benin,Capacity: MW,PV,2033,592.0,592.0,592.0
Benin,Benin,Capacity: MW,PV,2034,612.0,612.0,612.0
Benin,Benin,Capacity: MW,PV,2035,632.0,632.0,632.0
Benin,Benin,Capacity: MW,PV,2040,732.0,732.0,732.0
Benin,Benin,Capacity: MW,PV,2045,820.0,820.0,820.0
Benin,Benin,Capacity: MW,PV,2050,895.0,895.0,895.0
Benin,Benin,Capacity: MW,Reservoir,2030,396.8,396.8,396.8
Benin,Benin,Capacity: MW,Reservoir,2031,406.2,406.2,406.2
Benin,Benin,Capacity: MW,Reservoir,2032,432.7,432.7,432.7
Benin,Benin,Capacity: MW,Reservoir,2033,462.7,462.7,462.7
Benin,Benin,Capacity: MW,Reservoir,2034,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2035,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2040,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2045,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2050,707.9,707.9,707.9
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
Benin,Benin,Demand: GWh,,2028,2624.1,2624.1,2624.1
Benin,Benin,Demand: GWh,,2029,2814.9,2814.9,2814.9
Benin,Benin,Demand: GWh,,2030,3049.1,3049.1,3049.1
Benin,Benin,Demand: GWh,,2031,3226.9,3226.9,3226.9
Benin,Benin,Demand: GWh,,2032,3413.4,3413.4,3413.4
Benin,Benin,Demand: GWh,,2033,3578.3,3578.3,3578.3
Benin,Benin,Demand: GWh,,2034,3738.7,3738.7,3738.7
Benin,Benin,Demand: GWh,,2035,3907.9,3907.9,3907.9
Benin,Benin,Demand: GWh,,2040,4740.7,4740.7,4740.7
Benin,Benin,Demand: GWh,,2045,5635.7,5635.7,5635.7
Benin,Benin,Demand: GWh,,2050,6583.5,6583.5,6583.5
Benin,Benin,Emissions: MtCO2,,2026,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2027,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2028,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2029,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2030,0.6,0.6,0.6
Benin,Benin,Emissions: MtCO2,,2031,0.2,0.2,0.2
Benin,Benin,Emissions: MtCO2,,2032,0.2,0.2,0.2
Benin,Benin,Emissions: MtCO2,,2033,0.2,0.2,0.2
Benin,Benin,Emissions: MtCO2,,2034,0.2,0.2,0.2
Benin,Benin,Emissions: MtCO2,,2035,0.7,0.7,0.7
Benin,Benin,Emissions: MtCO2,,2040,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2045,0.1,0.1,0.1
Benin,Benin,Emissions: MtCO2,,2050,0.1,0.1,0.1
Benin,Benin,Energy: GWh,Battery,2027,1.6,1.6,1.6
Benin,Benin,Energy: GWh,Battery,2028,2.4,2.4,2.4
Benin,Benin,Energy: GWh,Battery,2029,3.1,3.1,3.1
Benin,Benin,Energy: GWh,Battery,2030,4.6,4.6,4.6
Benin,Benin,Energy: GWh,Battery,2031,5.9,5.9,5.9
Benin,Benin,Energy: GWh,Battery,2032,6.5,6.5,6.5
Benin,Benin,Energy: GWh,Battery,2033,9.1,9.1,9.1
Benin,Benin,Energy: GWh,Battery,2034,34.7,34.7,34.7
Benin,Benin,Energy: GWh,Battery,2035,59.0,59.0,59.0
Benin,Benin,Energy: GWh,Battery,2040,61.2,61.2,61.2
Benin,Benin,Energy: GWh,Battery,2045,57.8,57.8,57.8
Benin,Benin,Energy: GWh,Battery,2050,48.7,48.7,48.7
Benin,Benin,Energy: GWh,Diesel,2026,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2027,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2028,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2029,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2030,632.8,632.8,632.8
Benin,Benin,Energy: GWh,Diesel,2031,69.6,69.6,69.6
Benin,Benin,Energy: GWh,Diesel,2032,75.4,75.4,75.4
Benin,Benin,Energy: GWh,Diesel,2033,77.6,77.6,77.6
Benin,Benin,Energy: GWh,Diesel,2034,91.5,91.5,91.5
Benin,Benin,Energy: GWh,Diesel,2035,816.4,816.4,816.4
Benin,Benin,Energy: GWh,Diesel,2040,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Gas,2027,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2028,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2029,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2030,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2031,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2032,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2033,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2034,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2035,312.7,312.7,312.7
