z,g,y,value
Gambia,Brikama G1,2025,4.113551259579704
Gambia,Brikama G1,2030,3.967429908906009
Gambia,Brikama II,2025,5.856191536581553
Gambia,Brikama II,2030,5.557240364734669
Gambia,Brikama III G1,2025,6.213668973967678
Gambia,Brikama III G1,2030,5.878102947159475
Gambia,Brikama III G2,2025,6.213668973967666
Gambia,Brikama III G2,2030,5.878102947159509
Gambia,Karpower 1,2025,14.907284719545352
Gambia,Karpower 1,2030,13.799149285060608
Gambia,Karpower 2,2025,14.907284719545352
Gambia,Karpower 2,2030,13.799149285060608
Gambia,Farafenni,2025,6.307200000000281
Gambia,Farafenni,2030,6.307200000000281
Gambia,Basse,2025,7.095600000001242
Gambia,Basse,2030,7.095600000001242
Gambia,Jambur BESS,2025,0.28361803274859554
Gambia,Jambur BESS,2030,2.7489248812350504
Gambia,Import Guinea,2025,8.352542987553848
Gambia,Import Guinea,2030,10.29133147359754
Gambia,Import Senegal,2025,8.067681934397573
Gambia,Import Senegal,2030,20.670139816975862
Gambia,Import Senegal MV,2025,2.2295249490677898
Gambia,Import Senegal MV,2030,2.194164961045669
Gambia,New ICE,2030,14.980689129138051
Gambia,New CCGT,2030,13.603643807047954
Gambia,New BESS,2030,0.008762364310906079
Gambia,New OMVG Import,2030,4.501990618032996
Gambia,BESS Project,2030,19.523303223693524
