z,uni,y,value
South_Africa,Generation costs: $m,2025,261.11863749930956
South_Africa,Generation costs: $m,2026,719.2492218262145
South_Africa,Generation costs: $m,2027,1175.6586970921635
South_Africa,Generation costs: $m,2028,1618.3120097968147
South_Africa,Generation costs: $m,2029,1882.8256093438986
South_Africa,Generation costs: $m,2030,2036.8874467276626
South_Africa,Generation costs: $m,2031,2163.4442167407233
South_Africa,Generation costs: $m,2032,2252.0160447701232
South_Africa,Generation costs: $m,2033,2458.5520542595705
South_Africa,Generation costs: $m,2034,2543.9965734525063
South_Africa,Generation costs: $m,2035,2572.367131533194
South_Africa,Generation costs: $m,2036,2582.1976650302136
South_Africa,Generation costs: $m,2037,2514.9066707920647
South_Africa,Generation costs: $m,2038,2487.425783559561
South_Africa,Generation costs: $m,2039,2579.215642028136
South_Africa,Generation costs: $m,2040,2691.0847145273588
South_Africa,Fixed O&M: $m,2025,2366.448
South_Africa,Fixed O&M: $m,2026,2419.157415226679
South_Africa,Fixed O&M: $m,2027,2396.8861052950515
South_Africa,Fixed O&M: $m,2028,2403.565986367301
South_Africa,Fixed O&M: $m,2029,2372.970354483434
South_Africa,Fixed O&M: $m,2030,2321.2486269041437
South_Africa,Fixed O&M: $m,2031,2166.867439051967
South_Africa,Fixed O&M: $m,2032,2004.5214507155283
South_Africa,Fixed O&M: $m,2033,1790.4076258280274
South_Africa,Fixed O&M: $m,2034,1666.3354132944048
South_Africa,Fixed O&M: $m,2035,1594.1821902337424
South_Africa,Fixed O&M: $m,2036,1523.665706715083
South_Africa,Fixed O&M: $m,2037,1456.0244820240587
South_Africa,Fixed O&M: $m,2038,1391.1589490707745
South_Africa,Fixed O&M: $m,2039,1291.4889376320316
South_Africa,Fixed O&M: $m,2040,1210.1786854033649
South_Africa,Variable O&M: $m,2025,669.9673002178477
South_Africa,Variable O&M: $m,2026,626.4992587501378
South_Africa,Variable O&M: $m,2027,555.1358485679659
South_Africa,Variable O&M: $m,2028,493.1307692715893
South_Africa,Variable O&M: $m,2029,438.36223514764566
South_Africa,Variable O&M: $m,2030,404.53413526990704
South_Africa,Variable O&M: $m,2031,368.90967324701575
South_Africa,Variable O&M: $m,2032,303.12816331317345
South_Africa,Variable O&M: $m,2033,268.35014122537723
South_Africa,Variable O&M: $m,2034,244.40491070921146
South_Africa,Variable O&M: $m,2035,230.91501838412532
South_Africa,Variable O&M: $m,2036,219.43674099058487
South_Africa,Variable O&M: $m,2037,206.5141377086146
South_Africa,Variable O&M: $m,2038,192.23199649329413
South_Africa,Variable O&M: $m,2039,173.37288023003197
South_Africa,Variable O&M: $m,2040,160.94839585010425
South_Africa,Fuel costs: $m,2025,12217.610417289556
South_Africa,Fuel costs: $m,2026,10708.325981558852
South_Africa,Fuel costs: $m,2027,8988.826773088678
South_Africa,Fuel costs: $m,2028,7583.230754742506
South_Africa,Fuel costs: $m,2029,6417.108175405125
South_Africa,Fuel costs: $m,2030,5675.110998116697
South_Africa,Fuel costs: $m,2031,4950.386654156885
South_Africa,Fuel costs: $m,2032,3872.7941537627757
South_Africa,Fuel costs: $m,2033,3269.908414387048
South_Africa,Fuel costs: $m,2034,2857.6181285554962
South_Africa,Fuel costs: $m,2035,2602.80471979475
South_Africa,Fuel costs: $m,2036,2388.4621816338226
South_Africa,Fuel costs: $m,2037,2165.864778493897
South_Africa,Fuel costs: $m,2038,1937.1281619232957
South_Africa,Fuel costs: $m,2039,1787.9393216966992
South_Africa,Fuel costs: $m,2040,1769.9381992733033
South_Africa,Transmission costs: $m,2034,4.699001492364146
South_Africa,Transmission costs: $m,2035,6.898113323815622
South_Africa,Transmission costs: $m,2036,8.519019545063864
South_Africa,Transmission costs: $m,2037,15.183358219969563
South_Africa,Transmission costs: $m,2038,36.0510988782863
South_Africa,Transmission costs: $m,2039,49.29512138274194
South_Africa,Transmission costs: $m,2040,46.933899971182804
South_Africa,Unmet country spinning reserve costs: $m,2034,0.33358491643257726
South_Africa,Unmet country spinning reserve costs: $m,2035,0.2964957501983392
South_Africa,Unmet country spinning reserve costs: $m,2036,0.12108402305682285
South_Africa,Unmet country spinning reserve costs: $m,2037,0.6082810199869007
South_Africa,Unmet country spinning reserve costs: $m,2038,0.34775424238590924
South_Africa,Unmet country spinning reserve costs: $m,2039,0.822362135745718
South_Africa,Unmet country spinning reserve costs: $m,2040,0.7616644073547801
South_Africa,Unmet country planning reserve costs: $m,2035,1.5062935048980115
South_Africa,Unmet country planning reserve costs: $m,2036,9.592996490863591
South_Africa,Unmet country planning reserve costs: $m,2037,9.260785657572905
South_Africa,Unmet country planning reserve costs: $m,2039,17.379721579599437
South_Africa,Unmet country planning reserve costs: $m,2040,28.945553959720662
South_Africa,Unmet system planning reserve costs: $m,2034,19.048342222400183
South_Africa,Unmet system planning reserve costs: $m,2035,4.697438133475286
