z,uni,y,value
South_Africa,Generation,2025,3558561600.0
South_Africa,Generation,2026,6456940800.0
South_Africa,Generation,2027,7319442400.0
South_Africa,Generation,2028,7638865600.0
South_Africa,Generation,2029,5566953600.0
South_Africa,Generation,2030,4244800000.0
South_Africa,Generation,2031,4178614400.0
South_Africa,Generation,2032,3863401600.0
South_Africa,Generation,2033,6757147000.0
South_Africa,Generation,2034,4719937262.013483
South_Africa,Generation,2035,3779924092.732494
South_Africa,Generation,2036,3604616999.9999995
South_Africa,Generation,2037,1787840127.1825519
South_Africa,Generation,2038,2948165374.398052
South_Africa,Generation,2039,6709778809.852164
South_Africa,Generation,2040,7947742434.05221
South_Africa,StorageEnergy,2028,297160000.0
South_Africa,StorageEnergy,2029,282720000.0
South_Africa,StorageEnergy,2030,268280000.0
South_Africa,StorageEnergy,2031,263340000.0
South_Africa,StorageEnergy,2032,258780000.0
South_Africa,StorageEnergy,2033,254220000.0
South_Africa,StorageEnergy,2034,249280000.0
South_Africa,StorageEnergy,2035,244720000.0
South_Africa,StorageEnergy,2036,239780000.0
South_Africa,StorageEnergy,2037,235220000.0
South_Africa,StorageEnergy,2038,230660000.0
South_Africa,StorageEnergy,2039,225720000.0
South_Africa,StorageEnergy,2040,221160000.0
South_Africa,Transmission,2034,128514999.99999999
South_Africa,Transmission,2035,71464016.25819552
South_Africa,Transmission,2036,61808891.85835318
South_Africa,Transmission,2037,232788813.94611365
South_Africa,Transmission,2038,750196410.123666
South_Africa,Transmission,2039,559413681.1865801
South_Africa,Transmission,2040,16646005.699638799
Lesotho,Generation,2026,50400000.0
Lesotho,Generation,2027,47220000.0
Lesotho,Generation,2028,44040000.0
Lesotho,Generation,2029,21727793.23198833
Lesotho,Generation,2030,12382558.908148605
Lesotho,Generation,2031,4098672.7447333173
Lesotho,Generation,2032,4080123.4979635
Lesotho,Generation,2033,8615679.527713627
Lesotho,Generation,2034,29728477.898456328
Lesotho,Generation,2035,3199525.989549137
Lesotho,Generation,2036,78839.69001604475
Lesotho,Generation,2037,81796149.96597661
Lesotho,Generation,2039,110801742.97016448
Lesotho,Generation,2040,117123482.74199222
Lesotho,StorageEnergy,2027,13243000.000000007
Lesotho,StorageEnergy,2029,3527636.831588745
Lesotho,StorageEnergy,2030,12032211.050176302
Lesotho,StorageEnergy,2031,8412434.964803996
Lesotho,StorageEnergy,2032,8114440.864334743
Lesotho,StorageEnergy,2033,12711000.0
Lesotho,StorageEnergy,2034,36251366.74081787
Lesotho,StorageEnergy,2035,6440000.0
Lesotho,StorageEnergy,2036,6310000.0
Lesotho,StorageEnergy,2037,6190000.0
Lesotho,StorageEnergy,2038,4476186.199062448
Lesotho,StorageEnergy,2039,11958697.103303928
