z,y,value
South_Africa,2025,254.6555261935926
South_Africa,2026,242.07172718854284
South_Africa,2027,224.19741405853088
South_Africa,2028,208.30912252448778
South_Africa,2029,194.06396958844033
South_Africa,2030,189.1137562636604
South_Africa,2031,181.63400150461496
South_Africa,2032,155.72821422516307
South_Africa,2033,144.3768129105055
South_Africa,2034,137.17597943409672
South_Africa,2035,137.41527090118257
South_Africa,2036,138.66327796134811
South_Africa,2037,138.26758700773573
South_Africa,2038,136.4407183101433
South_Africa,2039,127.7320659418687
South_Africa,2040,119.01532264192346
Eswatini,2034,1.38385801191456e-05
Eswatini,2035,1.38385801191456e-05
Eswatini,2036,1.38385801191456e-05
Eswatini,2037,0.00033212592285949434
Eswatini,2038,1.38385801191456e-05
Eswatini,2039,0.0005310555120722124
Eswatini,2040,0.0005310555120722124
Mozambique,2025,0.5028244206121546
Mozambique,2026,0.44312500847877834
Mozambique,2033,0.0001395854069148864
Mozambique,2038,0.0002651574106244741
Mozambique,2040,4.7402069630946216e-05
Zimbabwe,2025,11.920555578811118
Zimbabwe,2026,11.441428949360219
Zimbabwe,2027,11.543881266216122
Zimbabwe,2028,11.604925712798568
Zimbabwe,2029,11.174596400874185
Zimbabwe,2030,11.980330290205957
Zimbabwe,2031,11.980330290205957
Zimbabwe,2032,9.838479511677962
Zimbabwe,2033,10.031324294077958
Zimbabwe,2034,10.031324294077958
Zimbabwe,2035,10.031324294077958
Zimbabwe,2036,10.040222400554864
Zimbabwe,2037,10.089297012573148
Zimbabwe,2038,7.086303294862354
Zimbabwe,2039,7.104482012208973
Zimbabwe,2040,7.179256057728267
Botswana,2025,5.009313639575223
Botswana,2026,5.009313639575223
Botswana,2027,5.009313639575223
Botswana,2028,5.009313639575223
Botswana,2029,4.127948641453843
Botswana,2030,4.127948641453843
Botswana,2031,4.127948641453843
Botswana,2032,4.127948641453843
Botswana,2033,4.127948641453843
Botswana,2034,4.127948641453843
Botswana,2035,4.118149597280805
Botswana,2036,4.085175846989199
Botswana,2037,3.966763158181255
Botswana,2038,3.913571134742075
Botswana,2039,3.774848963022182
Botswana,2040,3.7683650135039892
Namibia,2025,0.1325774150064
Namibia,2027,0.018481063754105617
Namibia,2028,0.0016171999556135947
Namibia,2029,0.0007149246616619735
Namibia,2034,0.0031187492249999996
Namibia,2035,0.0030408829499999996
Namibia,2036,0.11207631009976018
Namibia,2037,0.1163568042
Namibia,2038,0.013942161449999997
Namibia,2039,0.017893560502190358
Namibia,2040,0.028121869701888944
Zambia,2025,2.1237121377373143
Zambia,2026,2.1237121377373143
Zambia,2027,2.8942610261710287
Zambia,2028,3.044870870024348
Zambia,2029,4.524216421193703
Zambia,2030,2.3887739216116066
Zambia,2031,2.1237121377373143
Zambia,2032,2.1237121377373143
Zambia,2033,2.1237121377373143
Zambia,2034,2.1237121377373143
Zambia,2035,2.1237121377373143
Zambia,2036,2.1237121377373143
Zambia,2037,2.1237121377373143
Zambia,2038,2.1237121377373143
Zambia,2039,2.1237121377373143
Zambia,2040,2.1237121377373143
Angola,2027,0.08798461457915664
Angola,2028,0.38287962080410815
Angola,2029,0.3462932738973073
Angola,2030,0.005880627921715548
Angola,2031,0.006035372042836967
Angola,2037,0.052947194489088
Angola,2038,0.03212273501538978
Angola,2039,0.0002254728842471659
Angola,2040,0.00044424334343975914
Tanzania,2025,2.531065027968759
Tanzania,2026,3.3323234578755287
Tanzania,2027,3.83725845687969
Tanzania,2028,4.239675974598084
Tanzania,2029,4.4539282124878286
Tanzania,2030,5.663828357932471
Tanzania,2031,5.173590321446736
Tanzania,2032,2.902529450993601
Tanzania,2033,3.389155974304082
Tanzania,2034,4.7196314565206485
Tanzania,2035,4.649008896733002
Tanzania,2036,4.883983148221264
Tanzania,2037,4.812454232355108
Tanzania,2038,5.025746616655051
Tanzania,2039,5.796259454718014
Tanzania,2040,6.0106149059716545
DRC,2025,0.4787941571277001
DRC,2026,0.6728100726526067
DRC,2027,0.9630326173702058
DRC,2028,1.1417686755754213
DRC,2029,1.3386556242891354
DRC,2030,0.4715510996248669
DRC,2031,0.37135475633036014
DRC,2032,0.7486370535826657
DRC,2036,8.719534145103724e-05
