country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2436.3,2436.3,2436.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2132.7,2132.7,2132.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2049.2,2049.2,2049.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1522.8,1522.8,1522.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,2705.0,2705.0,2705.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2943.9,2943.9,2943.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2107.3,2107.3,2107.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2159.5,2159.5,2159.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2282.6,2282.6,2282.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,2325.4,2325.4,2325.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,2606.5,2606.5,2606.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,1963.4,1963.4,1963.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,1334.2,1334.2,1334.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,54.9,54.9,54.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,85.7,85.7,85.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,159.3,159.3,159.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,198.5,198.5,198.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,131.7,131.7,131.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,1017.5,1017.5,1017.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,1120.7,1120.7,1120.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1263.4,1263.4,1263.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1384.9,1384.9,1384.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1170.1,1170.1,1170.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,1312.1,1312.1,1312.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,766.8,766.8,766.8
Benin,Benin,Capacity: MW,Battery,2027,15.6,15.6,15.6
Benin,Benin,Capacity: MW,Battery,2028,22.1,22.1,22.1
Benin,Benin,Capacity: MW,Battery,2029,36.6,36.6,36.6
Benin,Benin,Capacity: MW,Battery,2030,98.4,98.4,98.4
Benin,Benin,Capacity: MW,Battery,2031,200.7,200.7,200.7
Benin,Benin,Capacity: MW,Battery,2032,411.4,411.4,411.4
Benin,Benin,Capacity: MW,Battery,2033,541.1,541.1,541.1
Benin,Benin,Capacity: MW,Battery,2034,828.9,828.9,828.9
Benin,Benin,Capacity: MW,Battery,2035,965.9,965.9,965.9
Benin,Benin,Capacity: MW,Battery,2040,1520.7,1520.7,1520.7
Benin,Benin,Capacity: MW,Battery,2045,1520.7,1520.7,1520.7
Benin,Benin,Capacity: MW,Battery,2050,1716.8,1716.8,1716.8
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2031,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2032,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2033,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2034,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2035,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2040,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2045,273.3,273.3,273.3
Benin,Benin,Capacity: MW,Gas,2050,273.3,273.3,273.3
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,912.0,912.0,912.0
Benin,Benin,Capacity: MW,PV,2031,1312.0,1312.0,1312.0
Benin,Benin,Capacity: MW,PV,2032,1712.0,1712.0,1712.0
Benin,Benin,Capacity: MW,PV,2033,2112.0,2112.0,2112.0
Benin,Benin,Capacity: MW,PV,2034,2512.0,2512.0,2512.0
Benin,Benin,Capacity: MW,PV,2035,2912.0,2912.0,2912.0
Benin,Benin,Capacity: MW,PV,2040,4724.6,4724.6,4724.6
Benin,Benin,Capacity: MW,PV,2045,4712.6,4712.6,4712.6
Benin,Benin,Capacity: MW,PV,2050,4736.6,4736.6,4736.6
Benin,Benin,Capacity: MW,Reservoir,2030,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2031,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2032,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2033,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2034,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2035,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2040,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2045,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2050,463.5,463.5,463.5
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
Benin,Benin,Demand: GWh,,2028,2624.1,2624.1,2624.1
Benin,Benin,Demand: GWh,,2029,2814.9,2814.9,2814.9
Benin,Benin,Demand: GWh,,2030,3049.1,3049.1,3049.1
Benin,Benin,Demand: GWh,,2031,3226.9,3226.9,3226.9
Benin,Benin,Demand: GWh,,2032,3413.4,3413.4,3413.4
Benin,Benin,Demand: GWh,,2033,3578.3,3578.3,3578.3
Benin,Benin,Demand: GWh,,2034,3738.7,3738.7,3738.7
Benin,Benin,Demand: GWh,,2035,3907.9,3907.9,3907.9
Benin,Benin,Demand: GWh,,2040,4740.7,4740.7,4740.7
Benin,Benin,Demand: GWh,,2045,5635.7,5635.7,5635.7
Benin,Benin,Demand: GWh,,2050,6583.5,6583.5,6583.5
Benin,Benin,Emissions: MtCO2,,2026,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2027,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2028,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2029,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2030,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2031,0.7,0.7,0.7
Benin,Benin,Emissions: MtCO2,,2032,0.6,0.6,0.6
Benin,Benin,Emissions: MtCO2,,2033,0.6,0.6,0.6
Benin,Benin,Emissions: MtCO2,,2034,0.6,0.6,0.6
Benin,Benin,Emissions: MtCO2,,2035,0.5,0.5,0.5
Benin,Benin,Emissions: MtCO2,,2040,0.1,0.1,0.1
Benin,Benin,Energy: GWh,Battery,2027,2.8,2.8,2.8
Benin,Benin,Energy: GWh,Battery,2028,4.0,4.0,4.0
Benin,Benin,Energy: GWh,Battery,2029,6.7,6.7,6.7
Benin,Benin,Energy: GWh,Battery,2030,28.2,28.2,28.2
Benin,Benin,Energy: GWh,Battery,2031,271.1,271.1,271.1
Benin,Benin,Energy: GWh,Battery,2032,348.6,348.6,348.6
Benin,Benin,Energy: GWh,Battery,2033,404.3,404.3,404.3
Benin,Benin,Energy: GWh,Battery,2034,898.9,898.9,898.9
Benin,Benin,Energy: GWh,Battery,2035,1261.7,1261.7,1261.7
Benin,Benin,Energy: GWh,Battery,2040,2439.6,2439.6,2439.6
Benin,Benin,Energy: GWh,Battery,2045,2591.1,2591.1,2591.1
Benin,Benin,Energy: GWh,Battery,2050,2905.2,2905.2,2905.2
Benin,Benin,Energy: GWh,Diesel,2026,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2027,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2028,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2029,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Gas,2027,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2028,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2029,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2030,2035.2,2035.2,2035.2
Benin,Benin,Energy: GWh,Gas,2031,1971.3,1971.3,1971.3
Benin,Benin,Energy: GWh,Gas,2032,1601.3,1601.3,1601.3
Benin,Benin,Energy: GWh,Gas,2033,1581.9,1581.9,1581.9
Benin,Benin,Energy: GWh,Gas,2034,1505.2,1505.2,1505.2
Benin,Benin,Energy: GWh,Gas,2035,1444.0,1444.0,1444.0
Benin,Benin,Energy: GWh,Gas,2040,207.0,207.0,207.0
Benin,Benin,Energy: GWh,PV,2026,114.9,114.9,114.9
Benin,Benin,Energy: GWh,PV,2027,181.0,181.0,181.0
Benin,Benin,Energy: GWh,PV,2028,478.2,478.2,478.2
Benin,Benin,Energy: GWh,PV,2029,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2030,1204.7,1204.7,1204.7
Benin,Benin,Energy: GWh,PV,2031,1725.9,1725.9,1725.9
Benin,Benin,Energy: GWh,PV,2032,2258.4,2258.4,2258.4
Benin,Benin,Energy: GWh,PV,2033,2771.6,2771.6,2771.6
Benin,Benin,Energy: GWh,PV,2034,3286.1,3286.1,3286.1
Benin,Benin,Energy: GWh,PV,2035,3749.5,3749.5,3749.5
Benin,Benin,Energy: GWh,PV,2040,5771.0,5771.0,5771.0
Benin,Benin,Energy: GWh,PV,2045,5764.6,5764.6,5764.6
Benin,Benin,Energy: GWh,PV,2050,5663.9,5663.9,5663.9
Benin,Benin,Energy: GWh,Reservoir,2030,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2031,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2032,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2033,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2034,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2035,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2040,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2045,1626.7,1626.7,1626.7
Benin,Benin,Energy: GWh,Reservoir,2050,1628.8,1628.8,1628.8
Benin,Benin,Export revenues with internal zones: $/MWh,,,-427.3,-427.3,-427.3
Benin,Benin,Exports exchange: GWh,,2026,2436.3,2436.3,2436.3
Benin,Benin,Exports exchange: GWh,,2027,2187.6,2187.6,2187.6
Benin,Benin,Exports exchange: GWh,,2028,2134.9,2134.9,2134.9
Benin,Benin,Exports exchange: GWh,,2029,1682.1,1682.1,1682.1
Benin,Benin,Exports exchange: GWh,,2030,2903.6,2903.6,2903.6
Benin,Benin,Exports exchange: GWh,,2031,3075.6,3075.6,3075.6
Benin,Benin,Exports exchange: GWh,,2032,3124.7,3124.7,3124.7
Benin,Benin,Exports exchange: GWh,,2033,3280.3,3280.3,3280.3
Benin,Benin,Exports exchange: GWh,,2034,3546.1,3546.1,3546.1
Benin,Benin,Exports exchange: GWh,,2035,3710.3,3710.3,3710.3
Benin,Benin,Exports exchange: GWh,,2040,3776.6,3776.6,3776.6
