country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2493.4,2493.4,2493.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2133.3,2133.3,2133.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2082.2,2082.2,2082.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1561.9,1561.9,1561.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,2830.8,2830.8,2830.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2745.2,2745.2,2745.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2844.2,2844.2,2844.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2670.4,2670.4,2670.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2704.9,2704.9,2704.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,2776.2,2776.2,2776.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,2122.6,2122.6,2122.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,2112.4,2112.4,2112.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,2132.4,2132.4,2132.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,48.2,48.2,48.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,88.0,88.0,88.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,177.9,177.9,177.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,102.4,102.4,102.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,178.8,178.8,178.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,126.8,126.8,126.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,282.8,282.8,282.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,292.7,292.7,292.7
