c,z,y,uni,value
AFG,NEPS_AFG,2017,Demand: GWh,3911.3029465936265
AFG,NEPS_AFG,2017,Imports exchange: GWh,989.0364850980956
AFG,NEPS_AFG,2017,Net interchange Ratio: GWh,0.2528662439608398
AFG,NEPS_AFG,2017,Net interchange: GWh,989.0364850980956
AFG,NEPS_AFG,2017,Total Demand: GWh,3911.3029465936265
AFG,NEPS_AFG,2017,Total production: GWh,1327.7155581625514
AFG,NEPS_AFG,2017,Unmet demand: GWh,1598.0736309700903
AFG,NEPS_AFG,2018,Demand: GWh,4221.63506029756
AFG,NEPS_AFG,2018,Imports exchange: GWh,842.055941026818
AFG,NEPS_AFG,2018,Net interchange Ratio: GWh,0.1994620399441789
AFG,NEPS_AFG,2018,Net interchange: GWh,842.055941026818
AFG,NEPS_AFG,2018,Total Demand: GWh,4221.63506029756
AFG,NEPS_AFG,2018,Total production: GWh,1327.7155581625516
AFG,NEPS_AFG,2018,Unmet demand: GWh,2055.0745660953594
AFG,NEPS_AFG,2019,Demand: GWh,4484.438832263199
AFG,NEPS_AFG,2019,Imports exchange: GWh,919.0737369283688
AFG,NEPS_AFG,2019,Net interchange Ratio: GWh,0.2049473236910073
AFG,NEPS_AFG,2019,Net interchange: GWh,919.0737369283688
AFG,NEPS_AFG,2019,Total Demand: GWh,4484.438832263199
AFG,NEPS_AFG,2019,Total production: GWh,1327.7155581625514
AFG,NEPS_AFG,2019,Unmet demand: GWh,2241.603999847236
AFG,NEPS_AFG,2020,Demand: GWh,4892.623414252067
AFG,NEPS_AFG,2020,Exports exchange: GWh,521.8861221007382
AFG,NEPS_AFG,2020,Imports exchange: GWh,1095.0415173908991
AFG,NEPS_AFG,2020,Net interchange Ratio: GWh,0.1171468447010608
AFG,NEPS_AFG,2020,Net interchange: GWh,573.1553952901609
AFG,NEPS_AFG,2020,Total Demand: GWh,4892.623414252067
AFG,NEPS_AFG,2020,Total production: GWh,4316.935470489805
AFG,NEPS_AFG,2020,Unmet demand: GWh,4.288632084373671
AFG,NEPS_AFG,2021,Demand: GWh,5130.265122944275
AFG,NEPS_AFG,2021,Exports exchange: GWh,114.16611310047544
AFG,NEPS_AFG,2021,Imports exchange: GWh,1283.087058764495
AFG,NEPS_AFG,2021,Net interchange Ratio: GWh,0.2278480580732974
AFG,NEPS_AFG,2021,Net interchange: GWh,1168.9209456640194
AFG,NEPS_AFG,2021,Total Demand: GWh,5130.265122944275
AFG,NEPS_AFG,2021,Total production: GWh,3962.401205781867
AFG,NEPS_AFG,2022,Demand: GWh,5555.224413782416
AFG,NEPS_AFG,2022,Exports exchange: GWh,3511.414219313827
AFG,NEPS_AFG,2022,Imports exchange: GWh,1221.4966255798015
AFG,NEPS_AFG,2022,Net interchange Ratio: GWh,-0.4122097368474942
AFG,NEPS_AFG,2022,Net interchange: GWh,-2289.917593734025
AFG,NEPS_AFG,2022,Total Demand: GWh,5555.224413782416
AFG,NEPS_AFG,2022,Total production: GWh,7845.142008737936
AFG,NEPS_AFG,2023,Demand: GWh,5840.394464213122
AFG,NEPS_AFG,2023,Exports exchange: GWh,4738.057685969196
AFG,NEPS_AFG,2023,Imports exchange: GWh,2003.5790802012195
AFG,NEPS_AFG,2023,Net interchange Ratio: GWh,-0.4682010132232385
AFG,NEPS_AFG,2023,Net interchange: GWh,-2734.478605767977
AFG,NEPS_AFG,2023,Total Demand: GWh,5840.394464213122
AFG,NEPS_AFG,2023,Total production: GWh,8574.906585422324
AFG,NEPS_AFG,2024,Demand: GWh,6178.684425998523
AFG,NEPS_AFG,2024,Exports exchange: GWh,4563.1205762485215
AFG,NEPS_AFG,2024,Imports exchange: GWh,2167.2754872058053
AFG,NEPS_AFG,2024,Net interchange Ratio: GWh,-0.3877597436375833
AFG,NEPS_AFG,2024,Net interchange: GWh,-2395.845089042716
AFG,NEPS_AFG,2024,Total Demand: GWh,6178.684425998523
AFG,NEPS_AFG,2024,Total production: GWh,8574.906585422324
AFG,NEPS_AFG,2025,Demand: GWh,6662.355197807363
AFG,NEPS_AFG,2025,Exports exchange: GWh,4351.247389835777
AFG,NEPS_AFG,2025,Imports exchange: GWh,2439.5530182678085
AFG,NEPS_AFG,2025,Net interchange Ratio: GWh,-0.2869397254888365
AFG,NEPS_AFG,2025,Net interchange: GWh,-1911.694371567968
AFG,NEPS_AFG,2025,Total Demand: GWh,6662.355197807363
AFG,NEPS_AFG,2025,Total production: GWh,8574.906585422324
AFG,NEPS_AFG,2026,Demand: GWh,6995.053589976495
AFG,NEPS_AFG,2026,Exports exchange: GWh,4260.013616247318
AFG,NEPS_AFG,2026,Imports exchange: GWh,2681.681021283045
AFG,NEPS_AFG,2026,Net interchange Ratio: GWh,-0.2256355258272691
AFG,NEPS_AFG,2026,Net interchange: GWh,-1578.3325949642726
AFG,NEPS_AFG,2026,Total Demand: GWh,6995.053589976495
AFG,NEPS_AFG,2026,Total production: GWh,8574.906585422323
AFG,NEPS_AFG,2027,Demand: GWh,7411.625526389891
AFG,NEPS_AFG,2027,Exports exchange: GWh,3975.111173798221
AFG,NEPS_AFG,2027,Imports exchange: GWh,2781.9268303476683
AFG,NEPS_AFG,2027,Net interchange Ratio: GWh,-0.1609882122622211
AFG,NEPS_AFG,2027,Net interchange: GWh,-1193.184343450553
AFG,NEPS_AFG,2027,Total Demand: GWh,7411.625526389891
AFG,NEPS_AFG,2027,Total production: GWh,8607.200259876094
AFG,NEPS_AFG,2028,Demand: GWh,7940.028855129275
AFG,NEPS_AFG,2028,Exports exchange: GWh,3654.13166061916
AFG,NEPS_AFG,2028,Imports exchange: GWh,2828.1836568160084
AFG,NEPS_AFG,2028,Net interchange Ratio: GWh,-0.1040233000248591
AFG,NEPS_AFG,2028,Net interchange: GWh,-825.9480038031516
AFG,NEPS_AFG,2028,Total Demand: GWh,7940.028855129275
AFG,NEPS_AFG,2028,Total production: GWh,8769.158707860694
AFG,NEPS_AFG,2029,Demand: GWh,8384.558639624158
AFG,NEPS_AFG,2029,Exports exchange: GWh,3574.056579262011
AFG,NEPS_AFG,2029,Imports exchange: GWh,2882.008073259621
AFG,NEPS_AFG,2029,Net interchange Ratio: GWh,-0.0825384538110179
AFG,NEPS_AFG,2029,Net interchange: GWh,-692.0485060023898
AFG,NEPS_AFG,2029,Total Demand: GWh,8384.558639624158
AFG,NEPS_AFG,2029,Total production: GWh,9080.467176215958
AFG,NEPS_AFG,2030,Demand: GWh,8720.052816601412
AFG,NEPS_AFG,2030,Exports exchange: GWh,3406.795688160864
AFG,NEPS_AFG,2030,Imports exchange: GWh,2763.081658117584
AFG,NEPS_AFG,2030,Net interchange Ratio: GWh,-0.0738199691655266
AFG,NEPS_AFG,2030,Net interchange: GWh,-643.7140300432802
AFG,NEPS_AFG,2030,Total Demand: GWh,8720.052816601412
AFG,NEPS_AFG,2030,Total production: GWh,9367.279975827096
AFG,NEPS_HERAT,2017,Demand: GWh,765.5231807572857
AFG,NEPS_HERAT,2017,Imports exchange: GWh,8.704e-09
AFG,NEPS_HERAT,2017,Net interchange Ratio: GWh,1.137000187426024e-11
AFG,NEPS_HERAT,2017,Net interchange: GWh,8.704e-09
AFG,NEPS_HERAT,2017,Total Demand: GWh,765.5231807572857
AFG,NEPS_HERAT,2017,Total production: GWh,14.919140690874002
AFG,NEPS_HERAT,2017,Unmet demand: GWh,750.6040400577513
AFG,NEPS_HERAT,2018,Demand: GWh,894.3533185371499
AFG,NEPS_HERAT,2018,Imports exchange: GWh,8.670000000000001e-09
AFG,NEPS_HERAT,2018,Net interchange Ratio: GWh,9.694155341404778e-12
AFG,NEPS_HERAT,2018,Net interchange: GWh,8.670000000000001e-09
AFG,NEPS_HERAT,2018,Total Demand: GWh,894.3533185371499
AFG,NEPS_HERAT,2018,Total production: GWh,14.919140690874002
AFG,NEPS_HERAT,2018,Unmet demand: GWh,879.4341778376495
AFG,NEPS_HERAT,2019,Demand: GWh,1023.1834563169424
AFG,NEPS_HERAT,2019,Imports exchange: GWh,8.183e-09
AFG,NEPS_HERAT,2019,Net interchange Ratio: GWh,7.997588261889592e-12
AFG,NEPS_HERAT,2019,Net interchange: GWh,8.183e-09
AFG,NEPS_HERAT,2019,Total Demand: GWh,1023.1834563169424
AFG,NEPS_HERAT,2019,Total production: GWh,14.919140690874002
AFG,NEPS_HERAT,2019,Unmet demand: GWh,1008.2643156179262
AFG,NEPS_HERAT,2020,Demand: GWh,1248.56628690692
AFG,NEPS_HERAT,2020,Imports exchange: GWh,8.487e-09
AFG,NEPS_HERAT,2020,Net interchange Ratio: GWh,6.797396412988925e-12
AFG,NEPS_HERAT,2020,Net interchange: GWh,8.487e-09
AFG,NEPS_HERAT,2020,Total Demand: GWh,1248.56628690692
AFG,NEPS_HERAT,2020,Total production: GWh,1243.0593564537348
AFG,NEPS_HERAT,2020,Unmet demand: GWh,5.506930444741437
AFG,NEPS_HERAT,2021,Demand: GWh,1339.334380522595
AFG,NEPS_HERAT,2021,Exports exchange: GWh,3.672e-09
AFG,NEPS_HERAT,2021,Imports exchange: GWh,4.452999999999999e-09
AFG,NEPS_HERAT,2021,Net interchange Ratio: GWh,5.83125477369782e-13
AFG,NEPS_HERAT,2021,Net interchange: GWh,7.809999999999993e-10
AFG,NEPS_HERAT,2021,Total Demand: GWh,1339.334380522595
AFG,NEPS_HERAT,2021,Total production: GWh,1339.3343805218365
AFG,NEPS_HERAT,2022,Demand: GWh,1439.5267315286878
AFG,NEPS_HERAT,2022,Exports exchange: GWh,2e-11
AFG,NEPS_HERAT,2022,Imports exchange: GWh,8.74e-09
AFG,NEPS_HERAT,2022,Net interchange Ratio: GWh,6.0575464206488896e-12
AFG,NEPS_HERAT,2022,Net interchange: GWh,8.72e-09
AFG,NEPS_HERAT,2022,Total Demand: GWh,1439.5267315286878
AFG,NEPS_HERAT,2022,Total production: GWh,1439.526731520012
AFG,NEPS_HERAT,2023,Demand: GWh,1537.3581252785575
AFG,NEPS_HERAT,2023,Exports exchange: GWh,2e-11
AFG,NEPS_HERAT,2023,Imports exchange: GWh,8.74e-09
AFG,NEPS_HERAT,2023,Net interchange Ratio: GWh,5.672068112574617e-12
AFG,NEPS_HERAT,2023,Net interchange: GWh,8.72e-09
AFG,NEPS_HERAT,2023,Total Demand: GWh,1537.3581252785575
AFG,NEPS_HERAT,2023,Total production: GWh,1537.3581252698816
AFG,NEPS_HERAT,2024,Demand: GWh,1631.3936518859798
AFG,NEPS_HERAT,2024,Exports exchange: GWh,4.709e-09
AFG,NEPS_HERAT,2024,Imports exchange: GWh,4.051000000000001e-09
AFG,NEPS_HERAT,2024,Net interchange Ratio: GWh,-4.033361287383432e-13
AFG,NEPS_HERAT,2024,Net interchange: GWh,-6.579999999999992e-10
AFG,NEPS_HERAT,2024,Total Demand: GWh,1631.3936518859798
AFG,NEPS_HERAT,2024,Total production: GWh,1631.393651886658
AFG,NEPS_HERAT,2025,Demand: GWh,1731.8136519121288
