country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2479.4,2479.4,2479.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2139.0,2139.0,2139.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2111.6,2111.6,2111.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1543.0,1543.0,1543.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,2830.8,2830.8,2830.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2746.5,2746.5,2746.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2838.6,2838.6,2838.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2678.6,2678.6,2678.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2717.1,2717.1,2717.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,2775.3,2775.3,2775.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,2078.2,2078.2,2078.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,2133.3,2133.3,2133.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,2135.6,2135.6,2135.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,49.8,49.8,49.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,83.1,83.1,83.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,169.8,169.8,169.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,97.0,97.0,97.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,179.7,179.7,179.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,125.8,125.8,125.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,284.9,284.9,284.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,279.6,279.6,279.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,213.4,213.4,213.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1403.5,1403.5,1403.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,1374.8,1374.8,1374.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,766.0,766.0,766.0
Benin,Benin,Capacity: MW,Battery,2027,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2028,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2029,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2030,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2031,54.6,54.6,54.6
Benin,Benin,Capacity: MW,Battery,2032,68.9,68.9,68.9
Benin,Benin,Capacity: MW,Battery,2033,68.9,68.9,68.9
Benin,Benin,Capacity: MW,Battery,2034,172.5,172.5,172.5
Benin,Benin,Capacity: MW,Battery,2035,172.5,172.5,172.5
Benin,Benin,Capacity: MW,Battery,2040,1126.2,1126.2,1126.2
Benin,Benin,Capacity: MW,Battery,2045,1617.4,1617.4,1617.4
Benin,Benin,Capacity: MW,Battery,2050,2296.6,2296.6,2296.6
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2031,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2032,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2033,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2034,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2035,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2040,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2045,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2031,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2032,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2033,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2034,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2035,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2040,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2045,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2050,292.0,292.0,292.0
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,762.0,762.0,762.0
Benin,Benin,Capacity: MW,PV,2031,1012.0,1012.0,1012.0
Benin,Benin,Capacity: MW,PV,2032,1262.0,1262.0,1262.0
Benin,Benin,Capacity: MW,PV,2033,1512.0,1512.0,1512.0
Benin,Benin,Capacity: MW,PV,2034,1762.0,1762.0,1762.0
Benin,Benin,Capacity: MW,PV,2035,2012.0,2012.0,2012.0
Benin,Benin,Capacity: MW,PV,2040,3262.0,3262.0,3262.0
Benin,Benin,Capacity: MW,PV,2045,4512.0,4512.0,4512.0
Benin,Benin,Capacity: MW,PV,2050,5750.0,5750.0,5750.0
Benin,Benin,Capacity: MW,Reservoir,2030,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2031,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2032,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2033,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2034,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2035,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2040,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2045,463.0,463.0,463.0
Benin,Benin,Capacity: MW,Reservoir,2050,707.9,707.9,707.9
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
Benin,Benin,Demand: GWh,,2028,2624.1,2624.1,2624.1
Benin,Benin,Demand: GWh,,2029,2814.9,2814.9,2814.9
Benin,Benin,Demand: GWh,,2030,3049.1,3049.1,3049.1
Benin,Benin,Demand: GWh,,2031,3226.9,3226.9,3226.9
Benin,Benin,Demand: GWh,,2032,3413.4,3413.4,3413.4
Benin,Benin,Demand: GWh,,2033,3578.3,3578.3,3578.3
Benin,Benin,Demand: GWh,,2034,3738.7,3738.7,3738.7
Benin,Benin,Demand: GWh,,2035,3907.9,3907.9,3907.9
Benin,Benin,Demand: GWh,,2040,4740.7,4740.7,4740.7
Benin,Benin,Demand: GWh,,2045,5635.7,5635.7,5635.7
