z,uni,y,value
South_Africa,Generation,2025,3558561600.0
South_Africa,Generation,2026,6456940800.0
South_Africa,Generation,2027,7319442400.0
South_Africa,Generation,2028,7638865600.0
South_Africa,Generation,2029,5566953600.0
South_Africa,Generation,2030,4244800000.0
South_Africa,Generation,2031,4178614400.0
South_Africa,Generation,2032,3863401600.0
South_Africa,Generation,2033,5929893131.0636
South_Africa,Generation,2034,7445595547.738722
South_Africa,Generation,2035,3668127000.0
South_Africa,StorageEnergy,2029,68847503.19999991
South_Africa,StorageEnergy,2030,268280000.0
South_Africa,StorageEnergy,2031,263340000.0
South_Africa,StorageEnergy,2032,258780000.0
South_Africa,StorageEnergy,2033,254220000.00000006
South_Africa,StorageEnergy,2034,249280000.0
South_Africa,StorageEnergy,2035,244720000.0
South_Africa,Transmission,2033,64257499.99999999
South_Africa,Transmission,2034,64257499.99999999
South_Africa,Transmission,2035,1050000000.0
Lesotho,Generation,2026,50400000.0
Lesotho,Generation,2027,47220000.0
Lesotho,Generation,2028,44040000.0
Lesotho,Generation,2029,21991748.00548293
Lesotho,Generation,2030,17032634.940385237
Lesotho,Generation,2031,2488660.103858507
Lesotho,Generation,2032,5157736.004942942
Lesotho,Generation,2033,21188926.03764209
Lesotho,Generation,2034,7749372.099308635
Lesotho,Generation,2035,12525757.591614773
Lesotho,StorageEnergy,2027,13585760.000000007
Lesotho,StorageEnergy,2029,3484974.4162212494
Lesotho,StorageEnergy,2030,22656080.89189761
Lesotho,StorageEnergy,2031,6929999.999999999
Lesotho,StorageEnergy,2032,9240576.485360192
Lesotho,StorageEnergy,2033,26620176.774255592
Lesotho,StorageEnergy,2034,11720429.141040195
Lesotho,StorageEnergy,2035,16989273.93873456
Eswatini,Generation,2027,12592000.0
Eswatini,Generation,2028,11744000.0
Eswatini,Generation,2029,51756000.0
Eswatini,Generation,2030,45216000.0
Eswatini,Generation,2031,37080000.0
Eswatini,Generation,2032,36540000.0
Eswatini,Generation,2033,35940000.0
Eswatini,Generation,2034,35340000.0
Eswatini,Generation,2035,34800000.0
Eswatini,StorageEnergy,2027,202886.2222222221
Eswatini,StorageEnergy,2028,644341.9333333338
Eswatini,StorageEnergy,2029,2912251.6000000006
Eswatini,StorageEnergy,2030,2748305.0333333337
Eswatini,StorageEnergy,2031,3362851.8
Eswatini,StorageEnergy,2032,12939000.000000004
Eswatini,StorageEnergy,2033,12711000.0
Eswatini,StorageEnergy,2034,12464000.0
Eswatini,StorageEnergy,2035,12236000.0
Mozambique,Generation,2027,62960000.0
Mozambique,Generation,2028,58720000.0
Mozambique,Generation,2030,125600000.0
Mozambique,Generation,2031,123600000.0
Mozambique,Generation,2032,9538369767.849998
Mozambique,Generation,2033,119800000.0
