z,uni,y,value
South_Africa,Generation costs: $m,2025,261.1186374993095
South_Africa,Generation costs: $m,2026,719.2492218262146
South_Africa,Generation costs: $m,2027,1175.6586970921635
South_Africa,Generation costs: $m,2028,1595.9162783266797
South_Africa,Generation costs: $m,2029,1846.4912460162027
South_Africa,Generation costs: $m,2030,2002.6097454751198
South_Africa,Generation costs: $m,2031,2131.1067627288903
South_Africa,Generation costs: $m,2032,2221.5090126834884
South_Africa,Generation costs: $m,2033,2390.9501907443682
South_Africa,Generation costs: $m,2034,2600.891606101762
South_Africa,Generation costs: $m,2035,2621.3723678056563
South_Africa,Fixed O&M: $m,2025,2366.448
South_Africa,Fixed O&M: $m,2026,2419.157415226679
South_Africa,Fixed O&M: $m,2027,2396.8861052950515
South_Africa,Fixed O&M: $m,2028,2391.584834665386
South_Africa,Fixed O&M: $m,2029,2353.116889096674
South_Africa,Fixed O&M: $m,2030,2302.5189425770113
South_Africa,Fixed O&M: $m,2031,2149.1979255358046
South_Africa,Fixed O&M: $m,2032,1987.8520983417898
South_Africa,Fixed O&M: $m,2033,1778.0753358882948
South_Africa,Fixed O&M: $m,2034,1686.5742893882004
South_Africa,Fixed O&M: $m,2035,1612.0112790617927
South_Africa,Variable O&M: $m,2025,669.9673002178513
South_Africa,Variable O&M: $m,2026,626.4992491444231
South_Africa,Variable O&M: $m,2027,555.1362249955924
South_Africa,Variable O&M: $m,2028,484.0979157505988
South_Africa,Variable O&M: $m,2029,433.03769615569894
South_Africa,Variable O&M: $m,2030,405.06098521030043
South_Africa,Variable O&M: $m,2031,369.12588097721914
South_Africa,Variable O&M: $m,2032,303.2242163642123
South_Africa,Variable O&M: $m,2033,266.3729537676925
South_Africa,Variable O&M: $m,2034,239.03833960660063
South_Africa,Variable O&M: $m,2035,226.23957235359816
South_Africa,Fuel costs: $m,2025,12217.61041728965
South_Africa,Fuel costs: $m,2026,10708.325782574799
South_Africa,Fuel costs: $m,2027,8988.83395478452
South_Africa,Fuel costs: $m,2028,7402.976176319569
South_Africa,Fuel costs: $m,2029,6297.786724336321
South_Africa,Fuel costs: $m,2030,5672.722832667815
South_Africa,Fuel costs: $m,2031,4949.154351044153
South_Africa,Fuel costs: $m,2032,3873.4577761523556
South_Africa,Fuel costs: $m,2033,3241.8575205422126
South_Africa,Fuel costs: $m,2034,2793.2707127981666
South_Africa,Fuel costs: $m,2035,2547.0143686586625
South_Africa,Transmission costs: $m,2033,2.490470790952997
South_Africa,Transmission costs: $m,2034,4.699001492364146
South_Africa,Transmission costs: $m,2035,40.65191526555179
South_Africa,Unmet country spinning reserve costs: $m,2033,0.2396275227161688
South_Africa,Unmet country spinning reserve costs: $m,2034,0.06828184192145496
South_Africa,Unmet country spinning reserve costs: $m,2035,0.4560348292062622
South_Africa,Unmet country planning reserve costs: $m,2034,45.49605999570473
South_Africa,Unmet system planning reserve costs: $m,2033,8.655822104486695
South_Africa,Unmet system planning reserve costs: $m,2034,33.956611545352004
South_Africa,Unmet system planning reserve costs: $m,2035,20.20634935710103
South_Africa,Import costs with internal zones: $m,2025,19.23477257973605
South_Africa,Import costs with internal zones: $m,2026,18.13466625610855
South_Africa,Import costs with internal zones: $m,2027,52.160641688658835
South_Africa,Import costs with internal zones: $m,2028,81.75432167850119
South_Africa,Import costs with internal zones: $m,2029,70.53919196814739
South_Africa,Import costs with internal zones: $m,2030,14.678396939533355
South_Africa,Import costs with internal zones: $m,2031,31.766708820859424
South_Africa,Import costs with internal zones: $m,2032,170.1245273411705
South_Africa,Import costs with internal zones: $m,2033,252.08170036092548
South_Africa,Import costs with internal zones: $m,2034,277.5099672506756
South_Africa,Import costs with internal zones: $m,2035,266.52557067295487
South_Africa,Export revenues with internal zones: $m,2025,-502.51588601748546
South_Africa,Export revenues with internal zones: $m,2026,-512.8457578955749
South_Africa,Export revenues with internal zones: $m,2027,-625.813764055875
South_Africa,Export revenues with internal zones: $m,2028,-563.4814792774141
South_Africa,Export revenues with internal zones: $m,2029,-551.1971528870007
South_Africa,Export revenues with internal zones: $m,2030,-691.0053748402828
South_Africa,Export revenues with internal zones: $m,2031,-676.4478328844428
South_Africa,Export revenues with internal zones: $m,2032,-174.5476958303481
South_Africa,Export revenues with internal zones: $m,2033,-140.07329415699917
South_Africa,Export revenues with internal zones: $m,2034,-142.21230837922545
South_Africa,Export revenues with internal zones: $m,2035,-157.0361926623313
South_Africa,Trade shared benefits: $m,2025,-9.463626258186967
South_Africa,Trade shared benefits: $m,2026,-7.453290385260221
South_Africa,Trade shared benefits: $m,2027,-18.82428280025002
South_Africa,Trade shared benefits: $m,2028,-6.692398446481863
South_Africa,Trade shared benefits: $m,2029,-7.919772949306308
South_Africa,Trade shared benefits: $m,2030,-12.86824332718391
South_Africa,Trade shared benefits: $m,2031,-10.907945083314859
South_Africa,Trade shared benefits: $m,2032,-7.086876296093175
South_Africa,Trade shared benefits: $m,2033,-10.728382902736726
South_Africa,Trade shared benefits: $m,2034,-12.615244779250007
South_Africa,Trade shared benefits: $m,2035,-11.543417459212753
Lesotho,Generation costs: $m,2026,3.8294174750926353
Lesotho,Generation costs: $m,2027,8.082711716068928
Lesotho,Generation costs: $m,2028,10.603289319519073
Lesotho,Generation costs: $m,2029,11.653841402656385
Lesotho,Generation costs: $m,2030,13.53894193932379
Lesotho,Generation costs: $m,2031,13.352406669841514
Lesotho,Generation costs: $m,2032,13.424508551747419
Lesotho,Generation costs: $m,2033,15.234525717429387
Lesotho,Generation costs: $m,2034,15.364321484727006
Lesotho,Generation costs: $m,2035,15.909507685253438
Lesotho,Fixed O&M: $m,2025,3.38
Lesotho,Fixed O&M: $m,2026,4.3756428099194755
Lesotho,Fixed O&M: $m,2027,5.71253166655702
Lesotho,Fixed O&M: $m,2028,6.361676897207515
Lesotho,Fixed O&M: $m,2029,6.594839384741162
Lesotho,Fixed O&M: $m,2030,7.145949151229165
Lesotho,Fixed O&M: $m,2031,7.2992437275867115
Lesotho,Fixed O&M: $m,2032,7.469320101498786
Lesotho,Fixed O&M: $m,2033,7.922618476851643
Lesotho,Fixed O&M: $m,2034,8.046812749408863
Lesotho,Fixed O&M: $m,2035,8.222534172138525
Lesotho,Variable O&M: $m,2025,0.28214672640000027
Lesotho,Variable O&M: $m,2026,0.2740451264627032
Lesotho,Variable O&M: $m,2027,0.2585331381723618
Lesotho,Variable O&M: $m,2028,0.24203171624682793
Lesotho,Variable O&M: $m,2029,0.2248843222712585
Lesotho,Variable O&M: $m,2030,0.21254613908880218
Lesotho,Variable O&M: $m,2031,0.20009050551076618
Lesotho,Variable O&M: $m,2032,0.18800660723859441
Lesotho,Variable O&M: $m,2033,0.17631492203128324
Lesotho,Variable O&M: $m,2034,0.16568117126373139
Lesotho,Variable O&M: $m,2035,0.15511777261990375
Lesotho,Unmet demand costs: $m,2025,0.7137855931629229
