z,z2,y,value
South_Africa,Lesotho,2025,98.0
South_Africa,Lesotho,2026,98.0
South_Africa,Lesotho,2027,98.0
South_Africa,Lesotho,2028,98.0
South_Africa,Lesotho,2029,98.0
South_Africa,Lesotho,2030,98.0
South_Africa,Lesotho,2031,98.0
South_Africa,Lesotho,2032,98.0
South_Africa,Lesotho,2033,98.0
South_Africa,Lesotho,2034,98.0
South_Africa,Lesotho,2035,98.0
South_Africa,Eswatini,2025,852.0
South_Africa,Eswatini,2026,852.0
South_Africa,Eswatini,2027,852.0
South_Africa,Eswatini,2028,852.0
South_Africa,Eswatini,2029,852.0
South_Africa,Eswatini,2030,852.0
South_Africa,Eswatini,2031,852.0
South_Africa,Eswatini,2032,852.0
South_Africa,Eswatini,2033,852.0
South_Africa,Eswatini,2034,852.0
South_Africa,Eswatini,2035,852.0
South_Africa,Mozambique,2025,1100.0
South_Africa,Mozambique,2026,1100.0
South_Africa,Mozambique,2027,1100.0
South_Africa,Mozambique,2028,1100.0
South_Africa,Mozambique,2029,1100.0
South_Africa,Mozambique,2030,1100.0
South_Africa,Mozambique,2031,1100.0
South_Africa,Mozambique,2032,1100.0
South_Africa,Mozambique,2033,1100.0
South_Africa,Mozambique,2034,1100.0
South_Africa,Mozambique,2035,1100.0
South_Africa,Botswana,2025,649.0
South_Africa,Botswana,2026,649.0
South_Africa,Botswana,2027,649.0
South_Africa,Botswana,2028,649.0
South_Africa,Botswana,2029,649.0
South_Africa,Botswana,2030,649.0
South_Africa,Botswana,2031,649.0
South_Africa,Botswana,2032,649.0
South_Africa,Botswana,2033,949.0
South_Africa,Botswana,2034,1249.0
South_Africa,Botswana,2035,1249.0
South_Africa,Namibia,2025,464.0
South_Africa,Namibia,2026,464.0
South_Africa,Namibia,2027,464.0
South_Africa,Namibia,2028,464.0
South_Africa,Namibia,2029,464.0
South_Africa,Namibia,2030,464.0
South_Africa,Namibia,2031,464.0
South_Africa,Namibia,2032,464.0
South_Africa,Namibia,2033,464.0
South_Africa,Namibia,2034,464.0
South_Africa,Namibia,2035,464.0
South_Africa,DRC,2035,1500.0
South_Africa,Mozal,2025,1100.0
South_Africa,Mozal,2026,1100.0
South_Africa,Mozal,2027,1100.0
South_Africa,Mozal,2028,1100.0
South_Africa,Mozal,2029,1100.0
South_Africa,Mozal,2030,1100.0
South_Africa,Mozal,2031,1100.0
South_Africa,Mozal,2032,1100.0
South_Africa,Mozal,2033,1100.0
South_Africa,Mozal,2034,1100.0
South_Africa,Mozal,2035,1100.0
Lesotho,South_Africa,2025,98.0
Lesotho,South_Africa,2026,98.0
Lesotho,South_Africa,2027,98.0
Lesotho,South_Africa,2028,98.0
Lesotho,South_Africa,2029,98.0
Lesotho,South_Africa,2030,98.0
Lesotho,South_Africa,2031,98.0
Lesotho,South_Africa,2032,98.0
Lesotho,South_Africa,2033,98.0
Lesotho,South_Africa,2034,98.0
Lesotho,South_Africa,2035,98.0
Eswatini,South_Africa,2025,852.0
Eswatini,South_Africa,2026,852.0
Eswatini,South_Africa,2027,852.0
Eswatini,South_Africa,2028,852.0
Eswatini,South_Africa,2029,852.0
Eswatini,South_Africa,2030,852.0
Eswatini,South_Africa,2031,852.0
Eswatini,South_Africa,2032,852.0
Eswatini,South_Africa,2033,852.0
Eswatini,South_Africa,2034,852.0
Eswatini,South_Africa,2035,852.0
Eswatini,Mozambique,2025,168.0
Eswatini,Mozambique,2026,168.0
Eswatini,Mozambique,2027,168.0
Eswatini,Mozambique,2028,168.0
Eswatini,Mozambique,2029,168.0
Eswatini,Mozambique,2030,168.0
Eswatini,Mozambique,2031,168.0
Eswatini,Mozambique,2032,168.0
Eswatini,Mozambique,2033,168.0
Eswatini,Mozambique,2034,168.0
Eswatini,Mozambique,2035,168.0
Mozambique,South_Africa,2025,1100.0
Mozambique,South_Africa,2026,1100.0
Mozambique,South_Africa,2027,1100.0
Mozambique,South_Africa,2028,1100.0
Mozambique,South_Africa,2029,1100.0
Mozambique,South_Africa,2030,1100.0
Mozambique,South_Africa,2031,1100.0
Mozambique,South_Africa,2032,1100.0
Mozambique,South_Africa,2033,1100.0
Mozambique,South_Africa,2034,1100.0
Mozambique,South_Africa,2035,1100.0
Mozambique,Eswatini,2025,168.0
Mozambique,Eswatini,2026,168.0
Mozambique,Eswatini,2027,168.0
Mozambique,Eswatini,2028,168.0
Mozambique,Eswatini,2029,168.0
Mozambique,Eswatini,2030,168.0
Mozambique,Eswatini,2031,168.0
Mozambique,Eswatini,2032,168.0
Mozambique,Eswatini,2033,168.0
Mozambique,Eswatini,2034,168.0
Mozambique,Eswatini,2035,168.0
Mozambique,Zimbabwe,2025,452.0
Mozambique,Zimbabwe,2026,452.0
Mozambique,Zimbabwe,2027,452.0
Mozambique,Zimbabwe,2028,452.0
Mozambique,Zimbabwe,2029,452.0
Mozambique,Zimbabwe,2030,452.0
Mozambique,Zimbabwe,2031,452.0
Mozambique,Zimbabwe,2032,452.0
Mozambique,Zimbabwe,2033,452.0
Mozambique,Zimbabwe,2034,452.0
Mozambique,Zimbabwe,2035,452.0
Mozambique,Zambia,2031,600.0
Mozambique,Zambia,2032,600.0
Mozambique,Zambia,2033,600.0
Mozambique,Zambia,2034,600.0
Mozambique,Zambia,2035,600.0
Mozambique,Tanzania,2032,400.0
Mozambique,Tanzania,2033,400.0
Mozambique,Tanzania,2034,400.0
Mozambique,Tanzania,2035,400.0
Mozambique,Malawi,2026,600.0
Mozambique,Malawi,2027,600.0
Mozambique,Malawi,2028,600.0
Mozambique,Malawi,2029,600.0
Mozambique,Malawi,2030,600.0
Mozambique,Malawi,2031,600.0
Mozambique,Malawi,2032,600.0
Mozambique,Malawi,2033,600.0
