Scenario,gen,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
APS,Wind_NREL,0.84936746101794647,1,1,1,1,1,0.95566331832351936,0.9113266366470385,0.86698995497055764,0.822653273294077,0.81442674056113618,0.80620020782819535,0.79797367509525474,0.78974714236231369,0.78152060962937309,0.77329407689643248,0.76506754416349143,0.75684101143055071,0.74861447869761011,0.74038794596466906,0.73216141323172845,0.72393488049878785,0.71570834776584691,0.70748181503290619,0.69925528229996547,0.69102874956702465,0.68280221683408382,0.67457568410114321,0.66634915136820239,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156,0.65812261863526156
PD2050,Solar,0.79800000000000004,1,1,1,1,1,0.93609022556390975,0.87343358395989967,0.80952380952380953,0.74686716791979946,0.73558897243107757,0.72431077694235579,0.71303258145363402,0.70175438596491235,0.69047619047619047,0.67794486215538852,0.66666666666666663,0.65538847117794485,0.64411027568922308,0.63283208020050119,0.62155388471177941,0.61027568922305764,0.59899749373433575,0.58771929824561397,0.5764411027568922,0.56516290726817042,0.55263157894736836,0.54135338345864659,0.53007518796992481,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292,0.51879699248120292
PD2050,Rooftop PV,0.73599999999999999,1,1,1,1,1,0.91168478260869568,0.82201086956521741,0.73233695652173914,0.64266304347826086,0.63451086956521741,0.62635869565217395,0.61820652173913049,0.60869565217391308,0.60054347826086962,0.59239130434782605,0.58423913043478259,0.57608695652173914,0.56793478260869568,0.55978260869565211,0.55163043478260876,0.5434782608695653,0.53532608695652173,0.52717391304347827,0.51766304347826086,0.50951086956521741,0.50135869565217395,0.49320652173913043,0.48505434782608692,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346,0.47690217391304346
PD2050,Wind_Low_1,0.96299999999999997,1,1,1,1,1,0.98961578400830741,0.98026998961578404,0.97092419522326068,0.96157840083073731,0.95846313603322952,0.95534787123572174,0.95223260643821395,0.94911734164070616,0.94704049844236771,0.94392523364485992,0.94080996884735213,0.93769470404984434,0.93457943925233655,0.93250259605399799,0.9293873312564902,0.92627206645898241,0.92315680166147462,0.92004153686396684,0.91796469366562827,0.91484942886812048,0.9117341640706127,0.90861889927310491,0.90550363447559712,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856
PD2050,Wind_Offshore,0.79700000000000004,1,1,1,1,1,0.93726474278544536,0.87327478042659967,0.8092848180677541,0.74654956085319946,0.73400250941028855,0.72271016311166869,0.71141781681304883,0.69887076537013804,0.68757841907151818,0.67628607277289843,0.66373902132998741,0.65244667503136766,0.6411543287327478,0.6286072772898369,0.61731493099121704,0.60602258469259718,0.59347553324968627,0.58218318695106652,0.57089084065244666,0.55834378920953576,0.5470514429109159,0.53575909661229604,0.52321204516938513,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527,0.51191969887076527
PD2050,Battery,0.69199999999999995,1,1,1,1,1,0.93063583815028916,0.86271676300578037,0.79335260115606954,0.72398843930635848,0.71531791907514453,0.70520231213872842,0.69653179190751446,0.68786127167630062,0.6777456647398844,0.66907514450867056,0.66040462427745672,0.65173410404624288,0.64161849710982666,0.63294797687861282,0.62427745664739887,0.61560693641618502,0.6054913294797688,0.59682080924855496,0.58815028901734101,0.57947976878612728,0.56936416184971106,0.56069364161849722,0.55202312138728327,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943,0.54335260115606943
PD2050,Wind_Low_2,0.96299999999999997,1,1,1,1,1,0.98961578400830741,0.98026998961578404,0.97092419522326068,0.96157840083073731,0.95846313603322952,0.95534787123572174,0.95223260643821395,0.94911734164070616,0.94704049844236771,0.94392523364485992,0.94080996884735213,0.93769470404984434,0.93457943925233655,0.93250259605399799,0.9293873312564902,0.92627206645898241,0.92315680166147462,0.92004153686396684,0.91796469366562827,0.91484942886812048,0.9117341640706127,0.90861889927310491,0.90550363447559712,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856
PD2050,Geothermal,0.91500000000000004,1,1,1,1,1,0.97595628415300539,0.95300546448087431,0.93005464480874311,0.90601092896174851,0.90163934426229497,0.89726775956284144,0.8928961748633879,0.88852459016393437,0.88415300546448095,0.8797814207650273,0.87540983606557377,0.87103825136612023,0.8666666666666667,0.86229508196721316,0.85792349726775952,0.85355191256830598,0.84918032786885245,0.84480874316939891,0.84043715846994538,0.83606557377049173,0.8316939890710382,0.82841530054644807,0.82404371584699454,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101,0.81967213114754101
PD2050,Biomass,0.97399999999999998,1,1,1,1,1,0.99383983572895274,0.98767967145790558,0.98049281314168379,0.97433264887063653,0.96817248459958927,0.96098562628336759,0.95482546201232044,0.94866529774127317,0.94147843942505138,0.93531827515400412,0.92915811088295697,0.92197125256673518,0.91581108829568791,0.90862422997946612,0.90246406570841886,0.89630390143737171,0.88911704312114992,0.88295687885010266,0.87679671457905539,0.86960985626283371,0.86344969199178645,0.85728952772073919,0.8501026694045174,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024,0.84394250513347024
PD2050,GasCCS,0.94599999999999995,1,1,1,1,1,0.9767441860465117,0.95665961945031719,0.93551797040169138,0.91543340380549687,0.89640591966173366,0.87632135306553915,0.85729386892177595,0.83403805496828765,0.80972515856236793,0.78646934460887952,0.7621564482029598,0.73995771670190269,0.73361522198731499,0.72727272727272729,0.72093023255813959,0.7145877378435519,0.70824524312896409,0.70084566596194509,0.69450317124735739,0.68816067653276958,0.68181818181818188,0.67653276955602537,0.67019027484143767,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128,0.66490486257928128
PD2050,Wind_High,0.96299999999999997,1,1,1,1,1,0.98961578400830741,0.98026998961578404,0.97092419522326068,0.96157840083073731,0.95846313603322952,0.95534787123572174,0.95223260643821395,0.94911734164070616,0.94704049844236771,0.94392523364485992,0.94080996884735213,0.93769470404984434,0.93457943925233655,0.93250259605399799,0.9293873312564902,0.92627206645898241,0.92315680166147462,0.92004153686396684,0.91796469366562827,0.91484942886812048,0.9117341640706127,0.90861889927310491,0.90550363447559712,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856,0.90342679127725856
Egypt,Wind,0.94,1.0425531914893618,1,1,1,1,0.98936170212765973,0.97872340425531923,0.97872340425531923,0.96808510638297884,0.95744680851063835,0.95744680851063835,0.95744680851063835,0.94680851063829796,0.94680851063829796,0.94680851063829796,0.93617021276595747,0.93617021276595747,0.93617021276595747,0.92553191489361708,0.92553191489361708,0.92553191489361708,0.91489361702127658,0.91489361702127658,0.91489361702127658,0.9042553191489362,0.9042553191489362,0.9042553191489362,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581,0.89361702127659581
Egypt,Solar,0.71,1.267605633802817,1,1,1,1,0.94366197183098599,0.87323943661971837,0.80281690140845063,0.73239436619718312,0.73239436619718312,0.71830985915492962,0.70422535211267612,0.6901408450704225,0.676056338028169,0.6619718309859155,0.6619718309859155,0.647887323943662,0.63380281690140849,0.61971830985915499,0.60563380281690138,0.59154929577464788,0.59154929577464788,0.57746478873239437,0.56338028169014087,0.54929577464788737,0.53521126760563387,0.52112676056338025,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675,0.50704225352112675
Egypt,Battery,0.68,1.2941176470588234,1,1,1,1,0.95588235294117641,0.91176470588235292,0.88235294117647045,0.83823529411764697,0.83823529411764697,0.82352941176470595,0.80882352941176472,0.80882352941176472,0.79411764705882348,0.77941176470588236,0.77941176470588236,0.76470588235294112,0.75,0.73529411764705876,0.73529411764705876,0.72058823529411753,0.70588235294117641,0.70588235294117641,0.69117647058823517,0.67647058823529405,0.66176470588235292,0.66176470588235292,0.64705882352941169,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056,0.63235294117647056
Egypt,CSP,0.82,1.1463414634146341,1,1,1,1,0.96341463414634154,0.92682926829268297,0.8902439024390244,0.85365853658536583,0.85365853658536583,0.84146341463414631,0.8292682926829269,0.81707317073170738,0.80487804878048785,0.79268292682926833,0.78048780487804881,0.76829268292682928,0.75609756097560976,0.74390243902439024,0.74390243902439024,0.73170731707317072,0.71951219512195119,0.70731707317073167,0.69512195121951215,0.68292682926829273,0.67073170731707321,0.65853658536585369,0.64634146341463417,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464,0.63414634146341464
Egypt,Wind_Offshore,0.71,1.267605633802817,1,1,1,1,0.92957746478873249,0.85915492957746487,0.78873239436619724,0.73239436619718312,0.71830985915492962,0.70422535211267612,0.6901408450704225,0.6901408450704225,0.676056338028169,0.6619718309859155,0.647887323943662,0.647887323943662,0.63380281690140849,0.61971830985915499,0.60563380281690138,0.60563380281690138,0.59154929577464788,0.57746478873239437,0.56338028169014087,0.56338028169014087,0.54929577464788737,0.53521126760563387,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025,0.52112676056338025
Egypt,GasCCS,0.9,1.0777777777777777,1,1,1,1,0.98888888888888893,0.96666666666666667,0.95555555555555549,0.93333333333333324,0.92222222222222217,0.92222222222222217,0.91111111111111098,0.91111111111111098,0.9,0.9,0.88888888888888895,0.88888888888888895,0.87777777777777777,0.87777777777777777,0.8666666666666667,0.8666666666666667,0.85555555555555551,0.84444444444444444,0.84444444444444444,0.83333333333333326,0.83333333333333326,0.82222222222222219,0.82222222222222219,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112,0.81111111111111112
