country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2492.9,2492.9,2492.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2128.2,2128.2,2128.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2074.7,2074.7,2074.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1549.8,1549.8,1549.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1878.9,1878.9,1878.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2607.8,2607.8,2607.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2531.7,2531.7,2531.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2270.9,2270.9,2270.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,1684.1,1684.1,1684.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,1659.6,1659.6,1659.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,1136.1,1136.1,1136.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,690.4,690.4,690.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2026,7.7,7.7,7.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,60.6,60.6,60.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,74.6,74.6,74.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,183.8,183.8,183.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,70.8,70.8,70.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,100.8,100.8,100.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,353.7,353.7,353.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,556.9,556.9,556.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1355.1,1355.1,1355.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1498.3,1498.3,1498.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1937.2,1937.2,1937.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2410.3,2410.3,2410.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,2950.3,2950.3,2950.3
Benin,Benin,Capacity: MW,Battery,2027,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2028,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2029,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2030,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2031,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2032,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2033,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2034,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2035,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2040,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2045,20.8,20.8,20.8
Benin,Benin,Capacity: MW,Battery,2050,270.8,270.8,270.8
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2031,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2032,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2033,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2034,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2035,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2040,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2045,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2031,542.0,542.0,542.0
Benin,Benin,Capacity: MW,Gas,2032,661.3,661.3,661.3
Benin,Benin,Capacity: MW,Gas,2033,690.5,690.5,690.5
Benin,Benin,Capacity: MW,Gas,2034,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2035,748.9,748.9,748.9
Benin,Benin,Capacity: MW,Gas,2040,748.9,748.9,748.9
Benin,Benin,Capacity: MW,Gas,2045,865.8,865.8,865.8
Benin,Benin,Capacity: MW,Gas,2050,1079.8,1079.8,1079.8
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2031,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2032,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2033,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2034,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2035,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2040,762.0,762.0,762.0
Benin,Benin,Capacity: MW,PV,2045,1012.0,1012.0,1012.0
Benin,Benin,Capacity: MW,PV,2050,1250.0,1250.0,1250.0
Benin,Benin,Capacity: MW,Reservoir,2050,0.5,0.5,0.5
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
