country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2456.2,2456.2,2456.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2127.5,2127.5,2127.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2064.6,2064.6,2064.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1526.3,1526.3,1526.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1628.6,1628.6,1628.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,1943.0,1943.0,1943.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2197.4,2197.4,2197.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2321.5,2321.5,2321.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2499.9,2499.9,2499.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,2564.4,2564.4,2564.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,1511.4,1511.4,1511.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,1540.5,1540.5,1540.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,864.5,864.5,864.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,54.4,54.4,54.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,94.3,94.3,94.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,184.7,184.7,184.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,611.4,611.4,611.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,587.7,587.7,587.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,547.6,547.6,547.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,476.8,476.8,476.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,525.1,525.1,525.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,521.8,521.8,521.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1412.7,1412.7,1412.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,1621.7,1621.7,1621.7
