c,z,y,uni,value
Azerbaijan,Azerbaijan,2025,Total Demand: GWh,27170.0
Azerbaijan,Azerbaijan,2025,Total production: GWh,27169.999999999985
Azerbaijan,Azerbaijan,2026,Demand: GWh,27683.92
Azerbaijan,Azerbaijan,2026,Total Demand: GWh,27683.92
Azerbaijan,Azerbaijan,2026,Total production: GWh,27683.92
Azerbaijan,Azerbaijan,2027,Demand: GWh,28207.570000000072
Azerbaijan,Azerbaijan,2027,Total Demand: GWh,28207.570000000072
Azerbaijan,Azerbaijan,2027,Total production: GWh,28207.570000000025
Azerbaijan,Azerbaijan,2028,Demand: GWh,28741.11000000001
Azerbaijan,Azerbaijan,2028,Total Demand: GWh,28741.11000000001
Azerbaijan,Azerbaijan,2028,Total production: GWh,28741.11000000003
Azerbaijan,Azerbaijan,2029,Demand: GWh,29284.74999999991
Azerbaijan,Azerbaijan,2029,Total Demand: GWh,29284.74999999991
Azerbaijan,Azerbaijan,2029,Total production: GWh,29284.74999999997
Azerbaijan,Azerbaijan,2030,Demand: GWh,29838.679999999946
Azerbaijan,Azerbaijan,2030,Total Demand: GWh,29838.679999999946
Azerbaijan,Azerbaijan,2030,Total production: GWh,29838.67999999997
Azerbaijan,Azerbaijan,2031,Demand: GWh,30403.07999999996
Azerbaijan,Azerbaijan,2031,Total Demand: GWh,30403.07999999996
Azerbaijan,Azerbaijan,2031,Total production: GWh,30403.080000000005
Azerbaijan,Azerbaijan,2032,Demand: GWh,30978.16000000002
Azerbaijan,Azerbaijan,2032,Total Demand: GWh,30978.16000000002
Azerbaijan,Azerbaijan,2032,Total production: GWh,30978.160000000044
Azerbaijan,Azerbaijan,2033,Demand: GWh,31564.110000000022
Azerbaijan,Azerbaijan,2033,Total Demand: GWh,31564.110000000022
Azerbaijan,Azerbaijan,2033,Total production: GWh,31564.11
Azerbaijan,Azerbaijan,2034,Demand: GWh,32161.150000000005
Azerbaijan,Azerbaijan,2034,Total Demand: GWh,32161.150000000005
Azerbaijan,Azerbaijan,2034,Total production: GWh,32161.15000000001
Azerbaijan,Azerbaijan,2035,Demand: GWh,32769.48000000005
Azerbaijan,Azerbaijan,2035,Total Demand: GWh,32769.48000000005
Azerbaijan,Azerbaijan,2035,Total production: GWh,32769.480000000054
Azerbaijan,Azerbaijan,2036,Demand: GWh,33389.32000000002
Azerbaijan,Azerbaijan,2036,Total Demand: GWh,33389.32000000002
Azerbaijan,Azerbaijan,2036,Total production: GWh,33389.320000000065
Azerbaijan,Azerbaijan,2037,Demand: GWh,34020.87999999986
Azerbaijan,Azerbaijan,2037,Total Demand: GWh,34020.87999999986
Azerbaijan,Azerbaijan,2037,Total production: GWh,34020.87999999995
Azerbaijan,Azerbaijan,2038,Demand: GWh,34664.37999999993
Azerbaijan,Azerbaijan,2038,Total Demand: GWh,34664.37999999993
Azerbaijan,Azerbaijan,2038,Total production: GWh,34405.061391678006
Azerbaijan,Azerbaijan,2038,Unmet demand: GWh,259.3186083219897
Azerbaijan,Azerbaijan,2039,Demand: GWh,35320.059999999954
Azerbaijan,Azerbaijan,2039,Total Demand: GWh,35320.059999999954
Azerbaijan,Azerbaijan,2039,Total production: GWh,34004.98262293677
Azerbaijan,Azerbaijan,2039,Unmet demand: GWh,1315.0773770632684
Azerbaijan,Azerbaijan,2040,Demand: GWh,35988.14999999996
Azerbaijan,Azerbaijan,2040,Total Demand: GWh,35988.14999999996
Azerbaijan,Azerbaijan,2040,Total production: GWh,31967.552043262844
Azerbaijan,Azerbaijan,2040,Unmet demand: GWh,4020.597956737133
Georgia,Georgia,2025,Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Total Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Total production: GWh,15233.298178913625
Georgia,Georgia,2025,Unmet demand: GWh,542.3318210863516
Georgia,Georgia,2026,Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Total Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Total production: GWh,16091.860174918089
Georgia,Georgia,2026,Unmet demand: GWh,222.05982508193603
Georgia,Georgia,2027,Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Total Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Total production: GWh,16609.76119616757
Georgia,Georgia,2027,Unmet demand: GWh,274.5888038324138
Georgia,Georgia,2028,Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Total Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Total production: GWh,16214.028400218644
Georgia,Georgia,2028,Unmet demand: GWh,1273.9115997813742
Georgia,Georgia,2029,Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Total Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Total production: GWh,17134.443546317892
Georgia,Georgia,2029,Unmet demand: GWh,996.7664536821328
Georgia,Georgia,2030,Demand: GWh,18824.630000000016
Georgia,Georgia,2030,Total Demand: GWh,18824.630000000016
Georgia,Georgia,2030,Total production: GWh,18110.37584945043
Georgia,Georgia,2030,Unmet demand: GWh,714.2541505495927
Georgia,Georgia,2031,Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Total Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Total production: GWh,17510.379181683762
Georgia,Georgia,2031,Unmet demand: GWh,1661.2108183162145
Georgia,Georgia,2032,Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Total Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Total production: GWh,18053.20675179727
Georgia,Georgia,2032,Unmet demand: GWh,1665.073248202748
Georgia,Georgia,2033,Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Total Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Total production: GWh,18295.205764897084
Georgia,Georgia,2033,Unmet demand: GWh,1969.764235102919
Georgia,Georgia,2034,Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Total Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Total production: GWh,18543.95806102675
Georgia,Georgia,2034,Unmet demand: GWh,2267.7019389732613
Georgia,Georgia,2035,Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Total Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Total production: GWh,18792.71035715643
Georgia,Georgia,2035,Unmet demand: GWh,2565.6396428436087
Georgia,Georgia,2036,Demand: GWh,21905.039999999983
Georgia,Georgia,2036,Total Demand: GWh,21905.039999999983
Georgia,Georgia,2036,Total production: GWh,19049.665202806817
Georgia,Georgia,2036,Unmet demand: GWh,2855.374797193167
Georgia,Georgia,2037,Demand: GWh,22451.730000000032
Georgia,Georgia,2037,Total Demand: GWh,22451.730000000032
Georgia,Georgia,2037,Total production: GWh,19351.30708492036
Georgia,Georgia,2037,Unmet demand: GWh,3100.422915079675
Georgia,Georgia,2038,Demand: GWh,22998.42000000004
Georgia,Georgia,2038,Total Demand: GWh,22998.42000000004
Georgia,Georgia,2038,Total production: GWh,19533.89364233841
Georgia,Georgia,2038,Unmet demand: GWh,3464.5263576616185
Georgia,Georgia,2039,Demand: GWh,23545.10999999996
Georgia,Georgia,2039,Total Demand: GWh,23545.10999999996
Georgia,Georgia,2039,Total production: GWh,19822.68752811401
Georgia,Georgia,2039,Unmet demand: GWh,3722.422471885988
Georgia,Georgia,2040,Demand: GWh,24091.800000000003
Georgia,Georgia,2040,Total Demand: GWh,24091.800000000003
Georgia,Georgia,2040,Total production: GWh,20078.850506506493
Georgia,Georgia,2040,Unmet demand: GWh,4012.949493493488
Turkiye,CenterAna,2025,Demand: GWh,48004.993149999886
Turkiye,CenterAna,2025,Exports exchange: GWh,11569.869390325495
Turkiye,CenterAna,2025,Imports exchange: GWh,38158.64684870733
Turkiye,CenterAna,2025,Net interchange Ratio: GWh,0.5538752474206299
Turkiye,CenterAna,2025,Net interchange: GWh,26588.777458381832
Turkiye,CenterAna,2025,Total Demand: GWh,48004.993149999886
Turkiye,CenterAna,2025,Total production: GWh,22170.188311726462
Turkiye,CenterAna,2026,Demand: GWh,49709.53657000004
Turkiye,CenterAna,2026,Exports exchange: GWh,7938.866348854362
Turkiye,CenterAna,2026,Imports exchange: GWh,34102.99464336994
Turkiye,CenterAna,2026,Net interchange Ratio: GWh,0.5263402175892696
Turkiye,CenterAna,2026,Net interchange: GWh,26164.128294515576
Turkiye,CenterAna,2026,Total Demand: GWh,49709.53657000004
Turkiye,CenterAna,2026,Total production: GWh,24219.245697622377
Turkiye,CenterAna,2027,Demand: GWh,51414.079990000006
Turkiye,CenterAna,2027,Exports exchange: GWh,7963.770650021002
Turkiye,CenterAna,2027,Imports exchange: GWh,34630.54969247098
Turkiye,CenterAna,2027,Net interchange Ratio: GWh,0.5186668524971495
Turkiye,CenterAna,2027,Net interchange: GWh,26666.779042449976
Turkiye,CenterAna,2027,Total Demand: GWh,51414.079990000006
Turkiye,CenterAna,2027,Total production: GWh,25431.56227345468
Turkiye,CenterAna,2028,Demand: GWh,53118.62341000008
Turkiye,CenterAna,2028,Exports exchange: GWh,14257.258844227124
Turkiye,CenterAna,2028,Imports exchange: GWh,43305.38754305292
Turkiye,CenterAna,2028,Net interchange Ratio: GWh,0.546853943759341
Turkiye,CenterAna,2028,Net interchange: GWh,29048.1286988258
Turkiye,CenterAna,2028,Total Demand: GWh,53118.62341000008
Turkiye,CenterAna,2028,Total production: GWh,24926.16122996101
Turkiye,CenterAna,2029,Demand: GWh,54823.16683000004
Turkiye,CenterAna,2029,Exports exchange: GWh,17577.62999069111
Turkiye,CenterAna,2029,Imports exchange: GWh,48674.89795994134
Turkiye,CenterAna,2029,Net interchange Ratio: GWh,0.5672285963647279
Turkiye,CenterAna,2029,Net interchange: GWh,31097.26796925023
Turkiye,CenterAna,2029,Total Demand: GWh,54823.16683000004
Turkiye,CenterAna,2029,Total production: GWh,24687.660961326143
Turkiye,CenterAna,2030,Demand: GWh,56527.71024000001
Turkiye,CenterAna,2030,Exports exchange: GWh,21463.62304442648
Turkiye,CenterAna,2030,Imports exchange: GWh,56635.08531607616
Turkiye,CenterAna,2030,Net interchange Ratio: GWh,0.6221986017534059
Turkiye,CenterAna,2030,Net interchange: GWh,35171.46227164969
Turkiye,CenterAna,2030,Total Demand: GWh,56527.71024000001
Turkiye,CenterAna,2030,Total production: GWh,22475.2945591565
Turkiye,CenterAna,2031,Demand: GWh,57600.941289999966
Turkiye,CenterAna,2031,Exports exchange: GWh,22552.05429952784
Turkiye,CenterAna,2031,Imports exchange: GWh,60186.51790015562
Turkiye,CenterAna,2031,Net interchange Ratio: GWh,0.6533654269841154
Turkiye,CenterAna,2031,Net interchange: GWh,37634.46360062779
Turkiye,CenterAna,2031,Total Demand: GWh,57600.941289999966
Turkiye,CenterAna,2031,Total production: GWh,21155.696656603937
Turkiye,CenterAna,2032,Demand: GWh,58674.17232999998
Turkiye,CenterAna,2032,Exports exchange: GWh,20666.096814309803
Turkiye,CenterAna,2032,Imports exchange: GWh,59397.880603827
Turkiye,CenterAna,2032,Net interchange Ratio: GWh,0.6601164064433461
Turkiye,CenterAna,2032,Net interchange: GWh,38731.7837895172
Turkiye,CenterAna,2032,Total Demand: GWh,58674.17232999998
Turkiye,CenterAna,2032,Total production: GWh,21116.02490776052
Turkiye,CenterAna,2033,Demand: GWh,59747.403369999935
Turkiye,CenterAna,2033,Exports exchange: GWh,20297.528504508075
Turkiye,CenterAna,2033,Imports exchange: GWh,59876.69432787858
Turkiye,CenterAna,2033,Net interchange Ratio: GWh,0.6624416056756
Turkiye,CenterAna,2033,Net interchange: GWh,39579.16582337051
Turkiye,CenterAna,2033,Total Demand: GWh,59747.403369999935
Turkiye,CenterAna,2033,Total production: GWh,21351.334743047704
Turkiye,CenterAna,2034,Demand: GWh,60820.63440999997
Turkiye,CenterAna,2034,Exports exchange: GWh,19840.24509296832
Turkiye,CenterAna,2034,Imports exchange: GWh,60176.53006460967
Turkiye,CenterAna,2034,Net interchange Ratio: GWh,0.6632006614684269
Turkiye,CenterAna,2034,Net interchange: GWh,40336.28497164135
Turkiye,CenterAna,2034,Total Demand: GWh,60820.63440999997
Turkiye,CenterAna,2034,Total production: GWh,21673.371057016506
Turkiye,CenterAna,2035,Demand: GWh,61893.86545000003
Turkiye,CenterAna,2035,Exports exchange: GWh,18983.53104897309
Turkiye,CenterAna,2035,Imports exchange: GWh,59966.12208260841
Turkiye,CenterAna,2035,Net interchange Ratio: GWh,0.6621430207286446
Turkiye,CenterAna,2035,Net interchange: GWh,40982.59103363531
Turkiye,CenterAna,2035,Total Demand: GWh,61893.86545000003
Turkiye,CenterAna,2035,Total production: GWh,22096.138606219927
Turkiye,CenterAna,2036,Demand: GWh,65803.97593
Turkiye,CenterAna,2036,Exports exchange: GWh,17771.20918339059
Turkiye,CenterAna,2036,Imports exchange: GWh,62045.72167654802
Turkiye,CenterAna,2036,Net interchange Ratio: GWh,0.672824276457932
Turkiye,CenterAna,2036,Net interchange: GWh,44274.51249315743
Turkiye,CenterAna,2036,Total Demand: GWh,65803.97593
Turkiye,CenterAna,2036,Total production: GWh,22755.41821255717
Turkiye,CenterAna,2037,Demand: GWh,69714.08641000009
Turkiye,CenterAna,2037,Exports exchange: GWh,18263.150959057937
Turkiye,CenterAna,2037,Imports exchange: GWh,62169.45493180544
Turkiye,CenterAna,2037,Net interchange Ratio: GWh,0.6298053411261427
Turkiye,CenterAna,2037,Net interchange: GWh,43906.3039727475
Turkiye,CenterAna,2037,Total Demand: GWh,69714.08641000009
Turkiye,CenterAna,2037,Total production: GWh,27036.18204511832
Turkiye,CenterAna,2038,Demand: GWh,73624.19689
Turkiye,CenterAna,2038,Exports exchange: GWh,20839.477008800623
Turkiye,CenterAna,2038,Imports exchange: GWh,64424.2755256173
Turkiye,CenterAna,2038,Net interchange Ratio: GWh,0.5919901385401268
Turkiye,CenterAna,2038,Net interchange: GWh,43584.79851681668
Turkiye,CenterAna,2038,Total Demand: GWh,73624.19689
Turkiye,CenterAna,2038,Total production: GWh,31312.350739896538
Turkiye,CenterAna,2039,Demand: GWh,77534.30737000002
Turkiye,CenterAna,2039,Exports exchange: GWh,20705.67195380479
Turkiye,CenterAna,2039,Imports exchange: GWh,63988.321492774216
Turkiye,CenterAna,2039,Net interchange Ratio: GWh,0.558238681780197
Turkiye,CenterAna,2039,Net interchange: GWh,43282.64953896943
Turkiye,CenterAna,2039,Total Demand: GWh,77534.30737000002
Turkiye,CenterAna,2039,Total production: GWh,35565.18667432505
Turkiye,CenterAna,2040,Demand: GWh,81444.41785
Turkiye,CenterAna,2040,Exports exchange: GWh,21684.72673809235
Turkiye,CenterAna,2040,Imports exchange: GWh,64862.31716069415
Turkiye,CenterAna,2040,Net interchange Ratio: GWh,0.5301479409199534
Turkiye,CenterAna,2040,Net interchange: GWh,43177.5904226018
Turkiye,CenterAna,2040,Total Demand: GWh,81444.41785
Turkiye,CenterAna,2040,Total production: GWh,39935.290631108575
Turkiye,CenterBlack,2025,Demand: GWh,17087.905009999995
Turkiye,CenterBlack,2025,Exports exchange: GWh,39209.96294719004
Turkiye,CenterBlack,2025,Imports exchange: GWh,22092.72898169833
Turkiye,CenterBlack,2025,Net interchange Ratio: GWh,-1.0017163575917911
Turkiye,CenterBlack,2025,Net interchange: GWh,-17117.233965491712
Turkiye,CenterBlack,2025,Total Demand: GWh,17087.905009999995
Turkiye,CenterBlack,2025,Total production: GWh,34641.66684351919
Turkiye,CenterBlack,2026,Demand: GWh,17694.655980000007
Turkiye,CenterBlack,2026,Exports exchange: GWh,36689.12850875561
Turkiye,CenterBlack,2026,Imports exchange: GWh,18706.98943648528
Turkiye,CenterBlack,2026,Net interchange Ratio: GWh,-1.0162468879075846
Turkiye,CenterBlack,2026,Net interchange: GWh,-17982.139072270336
Turkiye,CenterBlack,2026,Total Demand: GWh,17694.655980000007
Turkiye,CenterBlack,2026,Total production: GWh,36046.42445489812
Turkiye,CenterBlack,2027,Demand: GWh,18301.406939999983
Turkiye,CenterBlack,2027,Exports exchange: GWh,38376.23371198926
Turkiye,CenterBlack,2027,Imports exchange: GWh,20159.157672658825
Turkiye,CenterBlack,2027,Net interchange Ratio: GWh,-0.99539210832555
Turkiye,CenterBlack,2027,Net interchange: GWh,-18217.07603933044
Turkiye,CenterBlack,2027,Total Demand: GWh,18301.406939999983
Turkiye,CenterBlack,2027,Total production: GWh,36916.80561875474
Turkiye,CenterBlack,2028,Demand: GWh,18908.15791000001
Turkiye,CenterBlack,2028,Exports exchange: GWh,40935.42720535971
Turkiye,CenterBlack,2028,Imports exchange: GWh,23954.46197932993
Turkiye,CenterBlack,2028,Net interchange Ratio: GWh,-0.8980761270799946
Turkiye,CenterBlack,2028,Net interchange: GWh,-16980.965226029773
Turkiye,CenterBlack,2028,Total Demand: GWh,18908.15791000001
Turkiye,CenterBlack,2028,Total production: GWh,36362.43678715193
Turkiye,CenterBlack,2029,Demand: GWh,19514.90888000001
Turkiye,CenterBlack,2029,Exports exchange: GWh,40115.33847829868
Turkiye,CenterBlack,2029,Imports exchange: GWh,23705.22534136412
Turkiye,CenterBlack,2029,Net interchange Ratio: GWh,-0.8409013456246563
Turkiye,CenterBlack,2029,Net interchange: GWh,-16410.113136934564
Turkiye,CenterBlack,2029,Total Demand: GWh,19514.90888000001
Turkiye,CenterBlack,2029,Total production: GWh,36393.41102799551
Turkiye,CenterBlack,2030,Demand: GWh,20121.659850000007
Turkiye,CenterBlack,2030,Exports exchange: GWh,38110.02837467873
Turkiye,CenterBlack,2030,Imports exchange: GWh,24183.130456882856
Turkiye,CenterBlack,2030,Net interchange Ratio: GWh,-0.6921346460290089
Turkiye,CenterBlack,2030,Net interchange: GWh,-13926.897917795875
Turkiye,CenterBlack,2030,Total Demand: GWh,20121.659850000007
Turkiye,CenterBlack,2030,Total production: GWh,34526.38965489864
Turkiye,CenterBlack,2031,Demand: GWh,20503.68823000002
Turkiye,CenterBlack,2031,Exports exchange: GWh,33429.130912747605
Turkiye,CenterBlack,2031,Imports exchange: GWh,21432.44351586711
Turkiye,CenterBlack,2031,Net interchange Ratio: GWh,-0.585098995961493
Turkiye,CenterBlack,2031,Net interchange: GWh,-11996.687396880494
Turkiye,CenterBlack,2031,Total Demand: GWh,20503.68823000002
Turkiye,CenterBlack,2031,Total production: GWh,32923.8569850392
Turkiye,CenterBlack,2032,Demand: GWh,20885.716619999977
Turkiye,CenterBlack,2032,Exports exchange: GWh,32108.944257657586
Turkiye,CenterBlack,2032,Imports exchange: GWh,20569.40199791464
Turkiye,CenterBlack,2032,Net interchange Ratio: GWh,-0.5525088015746027
Turkiye,CenterBlack,2032,Net interchange: GWh,-11539.54225974295
Turkiye,CenterBlack,2032,Total Demand: GWh,20885.716619999977
Turkiye,CenterBlack,2032,Total production: GWh,32831.68749289379
Turkiye,CenterBlack,2033,Demand: GWh,21267.745009999977
Turkiye,CenterBlack,2033,Exports exchange: GWh,30794.6554814252
Turkiye,CenterBlack,2033,Imports exchange: GWh,19260.63912978785
Turkiye,CenterBlack,2033,Net interchange Ratio: GWh,-0.5423243670739006
Turkiye,CenterBlack,2033,Net interchange: GWh,-11534.016351637349
Turkiye,CenterBlack,2033,Total Demand: GWh,21267.745009999977
Turkiye,CenterBlack,2033,Total production: GWh,33182.33026931453
Turkiye,CenterBlack,2034,Demand: GWh,21649.773390000024
Turkiye,CenterBlack,2034,Exports exchange: GWh,30447.680431895325
Turkiye,CenterBlack,2034,Imports exchange: GWh,19348.7151482196
Turkiye,CenterBlack,2034,Net interchange Ratio: GWh,-0.512659651615675
Turkiye,CenterBlack,2034,Net interchange: GWh,-11098.965283675723
Turkiye,CenterBlack,2034,Total Demand: GWh,21649.773390000024
Turkiye,CenterBlack,2034,Total production: GWh,33131.04786597696
Turkiye,CenterBlack,2035,Demand: GWh,22031.80178000003
Turkiye,CenterBlack,2035,Exports exchange: GWh,29072.63983278357
Turkiye,CenterBlack,2035,Imports exchange: GWh,18373.8050977944
Turkiye,CenterBlack,2035,Net interchange Ratio: GWh,-0.4856087051718726
Turkiye,CenterBlack,2035,Net interchange: GWh,-10698.834734989174
Turkiye,CenterBlack,2035,Total Demand: GWh,22031.80178000003
Turkiye,CenterBlack,2035,Total production: GWh,33093.68256391947
Turkiye,CenterBlack,2036,Demand: GWh,23423.64859
Turkiye,CenterBlack,2036,Exports exchange: GWh,27903.723102121345
Turkiye,CenterBlack,2036,Imports exchange: GWh,17571.311262781663
Turkiye,CenterBlack,2036,Net interchange Ratio: GWh,-0.441110265108348
Turkiye,CenterBlack,2036,Net interchange: GWh,-10332.411839339682
Turkiye,CenterBlack,2036,Total Demand: GWh,23423.64859
Turkiye,CenterBlack,2036,Total production: GWh,34103.250088450775
Turkiye,CenterBlack,2037,Demand: GWh,24815.49539
Turkiye,CenterBlack,2037,Exports exchange: GWh,27968.83383337754
Turkiye,CenterBlack,2037,Imports exchange: GWh,17771.354965874136
Turkiye,CenterBlack,2037,Net interchange Ratio: GWh,-0.4109319079567005
Turkiye,CenterBlack,2037,Net interchange: GWh,-10197.478867503403
Turkiye,CenterBlack,2037,Total Demand: GWh,24815.49539
Turkiye,CenterBlack,2037,Total production: GWh,35364.11655873924
