z,uni,y,value
Angola,Generation,2027,48210957.43921913
Angola,Generation,2028,165650957.43921912
Angola,Generation,2029,495271317.43643194
Angola,Generation,2030,1548776577.308282
Angola,Generation,2031,1795976577.308282
Angola,Generation,2032,2002269750.0141468
Angola,Generation,2033,5699060717.4885
Angola,Generation,2034,6371388422.163914
Angola,Generation,2035,6510588422.163914
Angola,StorageEnergy,2032,51756000.0
Angola,StorageEnergy,2033,102600000.0
Angola,StorageEnergy,2034,152456000.0
Angola,StorageEnergy,2035,201400000.0
Angola,Transmission,2030,452647843.0
Angola,Transmission,2033,699454243.0
Botswana,Generation,2026,174720000.0
Botswana,Generation,2027,570704000.0
Botswana,Generation,2028,875664000.0
Botswana,Generation,2029,1286704000.0
Botswana,Generation,2030,1686064000.0
Botswana,Generation,2031,2082864000.0
Botswana,Generation,2032,2477584000.0
Botswana,Generation,2033,2869744000.0
Botswana,Generation,2034,3259344000.0
Botswana,Generation,2035,3646544000.0
Botswana,StorageEnergy,2026,16302000.0
Botswana,StorageEnergy,2027,47462000.0
Botswana,StorageEnergy,2028,63700143.111111134
Botswana,StorageEnergy,2029,77195311.1111111
Botswana,StorageEnergy,2030,88624039.11111112
Botswana,StorageEnergy,2031,112974211.11111112
Botswana,StorageEnergy,2032,138852211.1111111
Botswana,StorageEnergy,2033,164274211.1111111
Botswana,StorageEnergy,2034,189202211.1111111
Botswana,StorageEnergy,2035,213674211.1111111
Botswana,Transmission,2033,64257499.99999999
Botswana,Transmission,2034,128514999.99999999
DRC,Generation,2025,1952597895.6117
DRC,Generation,2026,2035624539.5912867
DRC,Generation,2027,2127364683.4484777
DRC,Generation,2028,2201903337.4233713
DRC,Generation,2029,2272723196.9961467
DRC,Generation,2030,2336445382.2368603
DRC,Generation,2031,2669167149.6578603
DRC,Generation,2032,2715228240.5542116
DRC,Generation,2033,2753564240.5542116
DRC,Generation,2034,2791260240.5542116
DRC,Generation,2035,3975566286.984212
DRC,StorageEnergy,2027,15580000.0
DRC,StorageEnergy,2028,30438000.0
DRC,StorageEnergy,2029,44574000.0
DRC,StorageEnergy,2030,57988000.0
DRC,StorageEnergy,2031,71155000.0
DRC,StorageEnergy,2032,90223000.0
DRC,StorageEnergy,2033,96913000.0
DRC,StorageEnergy,2034,109377000.0
DRC,StorageEnergy,2035,121613000.0
DRC,Transmission,2030,442600000.0
DRC,Transmission,2033,689406400.0
DRC,Transmission,2035,1739406400.0
DRC_South,Generation,2025,71520000.0
DRC_South,Generation,2026,125280000.0
DRC_South,Generation,2027,175648000.0
DRC_South,Generation,2028,222624000.0
DRC_South,Generation,2029,266208000.0
