z,uni,y,value
Angola,Export revenues with internal zones: $m,2030,-31.044734299275465
Angola,Export revenues with internal zones: $m,2031,-58.30807388306241
Angola,Export revenues with internal zones: $m,2032,-80.18659192765665
Angola,Export revenues with internal zones: $m,2033,-218.9051841136877
Angola,Export revenues with internal zones: $m,2034,-358.3205420762823
Angola,Export revenues with internal zones: $m,2035,-478.7535436624156
Angola,Fixed O&M: $m,2025,185.573
Angola,Fixed O&M: $m,2026,365.81743133522457
Angola,Fixed O&M: $m,2027,536.9118268322587
Angola,Fixed O&M: $m,2028,700.9149567841349
Angola,Fixed O&M: $m,2029,861.8678047642211
Angola,Fixed O&M: $m,2030,1024.9669282976597
Angola,Fixed O&M: $m,2031,1184.2775357119829
Angola,Fixed O&M: $m,2032,1340.8175133497798
Angola,Fixed O&M: $m,2033,1513.5952109636494
Angola,Fixed O&M: $m,2034,1683.9007499817048
Angola,Fixed O&M: $m,2035,1848.747044605776
Angola,Fuel costs: $m,2027,8.69960245345295
Angola,Fuel costs: $m,2028,46.96756274926801
Angola,Fuel costs: $m,2029,83.62778600624966
Angola,Fuel costs: $m,2030,87.69996635990746
Angola,Fuel costs: $m,2031,91.86413302299765
Angola,Fuel costs: $m,2032,95.29968669671511
Angola,Fuel costs: $m,2033,97.6971985682177
Angola,Fuel costs: $m,2034,99.9725526371596
Angola,Fuel costs: $m,2035,101.43626734502976
Angola,Generation costs: $m,2027,3.4557480328820938
Angola,Generation costs: $m,2028,14.657459919553974
Angola,Generation costs: $m,2029,45.32690269590735
Angola,Generation costs: $m,2030,128.53965828997673
Angola,Generation costs: $m,2031,221.07754557724445
Angola,Generation costs: $m,2032,322.5168440659753
Angola,Generation costs: $m,2033,573.9542259181768
Angola,Generation costs: $m,2034,841.0756076352883
Angola,Generation costs: $m,2035,1101.7903191373775
Angola,Import costs with internal zones: $m,2030,8.571673174296796
Angola,Import costs with internal zones: $m,2031,20.02143161265203
Angola,Import costs with internal zones: $m,2032,37.499968583313674
Angola,Import costs with internal zones: $m,2033,45.82192747518755
Angola,Import costs with internal zones: $m,2034,53.139171675882714
Angola,Import costs with internal zones: $m,2035,61.33652173201309
Angola,Trade shared benefits: $m,2030,-1.4683587766645188
Angola,Trade shared benefits: $m,2031,-2.950895158658775
Angola,Trade shared benefits: $m,2032,-5.895752191220719
Angola,Trade shared benefits: $m,2033,-18.138505654787174
Angola,Trade shared benefits: $m,2034,-31.289470846880263
Angola,Trade shared benefits: $m,2035,-39.977742190371174
Angola,Transmission costs: $m,2030,21.00552803088039
Angola,Transmission costs: $m,2031,40.82206390906944
Angola,Transmission costs: $m,2032,59.516909077172315
Angola,Transmission costs: $m,2033,86.76994327815659
Angola,Transmission costs: $m,2034,112.48035290172666
Angola,Transmission costs: $m,2035,136.73545632018897
Angola,Unmet system planning reserve costs: $m,2033,0.9016994179444318
Angola,Unmet system planning reserve costs: $m,2034,4.455135173086173
Angola,Unmet system planning reserve costs: $m,2035,6.578898701316104
Angola,Variable O&M: $m,2025,9.280096930500006
Angola,Variable O&M: $m,2026,18.863162071138547
Angola,Variable O&M: $m,2027,30.181911499654582
Angola,Variable O&M: $m,2028,42.11815831938116
Angola,Variable O&M: $m,2029,53.511601815210945
Angola,Variable O&M: $m,2030,63.94589102487096
Angola,Variable O&M: $m,2031,73.79924438740983
Angola,Variable O&M: $m,2032,83.08005880192611
Angola,Variable O&M: $m,2033,93.60702405903703
Angola,Variable O&M: $m,2034,103.79919323933606
Angola,Variable O&M: $m,2035,113.35180018474476
Botswana,Export revenues with internal zones: $m,2025,-18.465381676546617
Botswana,Export revenues with internal zones: $m,2026,-35.24223316726162
Botswana,Export revenues with internal zones: $m,2027,-81.31439556066877
Botswana,Export revenues with internal zones: $m,2028,-151.99923695439492
Botswana,Export revenues with internal zones: $m,2029,-230.08180784434612
Botswana,Export revenues with internal zones: $m,2030,-397.4000667199877
Botswana,Export revenues with internal zones: $m,2031,-559.083312881436
Botswana,Export revenues with internal zones: $m,2032,-724.3687146541769
Botswana,Export revenues with internal zones: $m,2033,-913.8103202299213
Botswana,Export revenues with internal zones: $m,2034,-1127.9217873743305
Botswana,Export revenues with internal zones: $m,2035,-1346.694580267413
Botswana,Fixed O&M: $m,2025,29.924
Botswana,Fixed O&M: $m,2026,63.44987411098568
Botswana,Fixed O&M: $m,2027,102.8685028965962
Botswana,Fixed O&M: $m,2028,145.55146129646542
Botswana,Fixed O&M: $m,2029,188.5271892782265
Botswana,Fixed O&M: $m,2030,236.14098509246804
Botswana,Fixed O&M: $m,2031,288.2317297938818
Botswana,Fixed O&M: $m,2032,344.21153778594527
Botswana,Fixed O&M: $m,2033,403.4732396743048
Botswana,Fixed O&M: $m,2034,465.465941713517
Botswana,Fixed O&M: $m,2035,529.690600341828
Botswana,Fuel costs: $m,2025,232.57750702724732
Botswana,Fuel costs: $m,2026,449.32679157226477
Botswana,Fuel costs: $m,2027,645.5530460043906
Botswana,Fuel costs: $m,2028,823.2260156126226
Botswana,Fuel costs: $m,2029,955.8154568359382
Botswana,Fuel costs: $m,2030,1075.9064035832307
Botswana,Fuel costs: $m,2031,1184.6951616646797
Botswana,Fuel costs: $m,2032,1283.262464460228
Botswana,Fuel costs: $m,2033,1372.584700780978
Botswana,Fuel costs: $m,2034,1447.8767790657992
Botswana,Fuel costs: $m,2035,1521.05480694566
Botswana,Generation costs: $m,2026,14.655785655911888
Botswana,Generation costs: $m,2027,57.78196139790258
Botswana,Generation costs: $m,2028,118.84253503442167
Botswana,Generation costs: $m,2029,202.25443831710734
Botswana,Generation costs: $m,2030,304.46387424422625
Botswana,Generation costs: $m,2031,423.75175849212076
Botswana,Generation costs: $m,2032,557.8394433458782
Botswana,Generation costs: $m,2033,704.517700517233
Botswana,Generation costs: $m,2034,861.7865458533922
Botswana,Generation costs: $m,2035,1027.8493775111674
Botswana,Import costs with internal zones: $m,2025,26.381003785841425
Botswana,Import costs with internal zones: $m,2026,36.85400606461818
Botswana,Import costs with internal zones: $m,2027,40.28857353120619
Botswana,Import costs with internal zones: $m,2028,42.27701637181153
Botswana,Import costs with internal zones: $m,2029,47.06781894163513
Botswana,Import costs with internal zones: $m,2030,95.85557020651963
Botswana,Import costs with internal zones: $m,2031,112.75045568669927
Botswana,Import costs with internal zones: $m,2032,114.0541543331756
