z,uni,y,value
South_Africa,Generation costs: $m,2025,261.1186374993095
South_Africa,Generation costs: $m,2026,740.512396711542
South_Africa,Generation costs: $m,2027,1283.0395944333322
South_Africa,Generation costs: $m,2028,1846.1830855603275
South_Africa,Generation costs: $m,2029,2264.2156167370536
South_Africa,Generation costs: $m,2030,2602.991314418873
South_Africa,Generation costs: $m,2031,2936.212385052849
South_Africa,Generation costs: $m,2032,3244.4135291875314
South_Africa,Generation costs: $m,2033,3701.3871959582016
South_Africa,Generation costs: $m,2034,4267.977368051022
South_Africa,Generation costs: $m,2035,4559.680760070318
South_Africa,Fixed O&M: $m,2025,2366.448
South_Africa,Fixed O&M: $m,2026,2490.6749999999997
South_Africa,Fixed O&M: $m,2027,2615.81
South_Africa,Fixed O&M: $m,2028,2766.6259999999997
South_Africa,Fixed O&M: $m,2029,2885.4531641
South_Africa,Fixed O&M: $m,2030,2992.8131641
South_Africa,Fixed O&M: $m,2031,2961.1381641
South_Africa,Fixed O&M: $m,2032,2903.1681640999996
South_Africa,Fixed O&M: $m,2033,2752.606602673333
South_Africa,Fixed O&M: $m,2034,2767.6127985334947
South_Africa,Fixed O&M: $m,2035,2803.972798533495
South_Africa,Variable O&M: $m,2025,669.9673002178513
South_Africa,Variable O&M: $m,2026,645.0204552797046
South_Africa,Variable O&M: $m,2027,605.8405885443466
South_Africa,Variable O&M: $m,2028,560.012699883508
South_Africa,Variable O&M: $m,2029,531.0020918793812
South_Africa,Variable O&M: $m,2030,526.4981001389334
South_Africa,Variable O&M: $m,2031,508.57704659573403
South_Africa,Variable O&M: $m,2032,442.8452661377986
South_Africa,Variable O&M: $m,2033,412.3672020613486
South_Africa,Variable O&M: $m,2034,392.25403363370657
South_Africa,Variable O&M: $m,2035,393.52677929186046
South_Africa,Fuel costs: $m,2025,12217.61041728965
South_Africa,Fuel costs: $m,2026,11024.89616865853
South_Africa,Fuel costs: $m,2027,9809.845238503933
South_Africa,Fuel costs: $m,2028,8563.888710914953
South_Africa,Fuel costs: $m,2029,7722.509967424166
South_Africa,Fuel costs: $m,2030,7373.4027790006085
South_Africa,Fuel costs: $m,2031,6818.883293517429
South_Africa,Fuel costs: $m,2032,5657.010051246576
South_Africa,Fuel costs: $m,2033,5018.661603285017
South_Africa,Fuel costs: $m,2034,4583.665138944617
South_Africa,Fuel costs: $m,2035,4430.340593739164
South_Africa,Transmission costs: $m,2033,3.855453255875415
South_Africa,Transmission costs: $m,2034,7.71090651175083
South_Africa,Transmission costs: $m,2035,70.71095971439934
South_Africa,Unmet country spinning reserve costs: $m,2033,0.3709630789525888
South_Africa,Unmet country spinning reserve costs: $m,2034,0.11204825117890939
South_Africa,Unmet country spinning reserve costs: $m,2035,0.7932384052687581
South_Africa,Unmet country planning reserve costs: $m,2034,74.65753433999969
South_Africa,Unmet system planning reserve costs: $m,2033,13.399923274045518
South_Africa,Unmet system planning reserve costs: $m,2034,55.72167991594188
South_Africa,Unmet system planning reserve costs: $m,2035,35.14743022638876
South_Africa,Import costs with internal zones: $m,2025,19.23477257973605
South_Africa,Import costs with internal zones: $m,2026,18.670781650313106
South_Africa,Import costs with internal zones: $m,2027,56.924827522755784
South_Africa,Import costs with internal zones: $m,2028,94.57478935709636
South_Africa,Import costs with internal zones: $m,2029,86.49699281861139
South_Africa,Import costs with internal zones: $m,2030,19.07897423825484
South_Africa,Import costs with internal zones: $m,2031,43.76777621067542
South_Africa,Import costs with internal zones: $m,2032,248.45918472578705
South_Africa,Import costs with internal zones: $m,2033,390.24316845380076
South_Africa,Import costs with internal zones: $m,2034,455.3847060968686
South_Africa,Import costs with internal zones: $m,2035,463.6012539040894
South_Africa,Export revenues with internal zones: $m,2025,-502.51588601748546
South_Africa,Export revenues with internal zones: $m,2026,-528.0070242667003
South_Africa,Export revenues with internal zones: $m,2027,-682.9735874969687
South_Africa,Export revenues with internal zones: $m,2028,-651.8449559015837
South_Africa,Export revenues with internal zones: $m,2029,-675.8922925631878
South_Africa,Export revenues with internal zones: $m,2030,-898.1684988750897
South_Africa,Export revenues with internal zones: $m,2031,-932.0014086080472
South_Africa,Export revenues with internal zones: $m,2032,-254.91902243350305
South_Africa,Export revenues with internal zones: $m,2033,-216.84495958779928
South_Africa,Export revenues with internal zones: $m,2034,-233.36570897337083
South_Africa,Export revenues with internal zones: $m,2035,-273.15268716154145
South_Africa,Trade shared benefits: $m,2025,-9.463626258186967
South_Africa,Trade shared benefits: $m,2026,-7.673632114001374
South_Africa,Trade shared benefits: $m,2027,-20.543632458356036
South_Africa,Trade shared benefits: $m,2028,-7.741880311340438
South_Africa,Trade shared benefits: $m,2029,-9.711431685105138
South_Africa,Trade shared benefits: $m,2030,-16.726137325643254
South_Africa,Trade shared benefits: $m,2031,-15.02883103242251
South_Africa,Trade shared benefits: $m,2032,-10.350062594141288
South_Africa,Trade shared benefits: $m,2033,-16.608417550163946
South_Africa,Trade shared benefits: $m,2034,-20.701200728222982
South_Africa,Trade shared benefits: $m,2035,-20.078909482933252
Lesotho,Generation costs: $m,2026,3.942626597898607
Lesotho,Generation costs: $m,2027,8.820960698676013
Lesotho,Generation costs: $m,2028,12.266065368744558
Lesotho,Generation costs: $m,2029,14.290243593518719
Lesotho,Generation costs: $m,2030,17.597911102804566
Lesotho,Generation costs: $m,2031,18.396779795324814
Lesotho,Generation costs: $m,2032,19.605888123483624
Lesotho,Generation costs: $m,2033,23.58429658855991
Lesotho,Generation costs: $m,2034,25.21234495833475
Lesotho,Generation costs: $m,2035,27.673396189556197
Lesotho,Fixed O&M: $m,2025,3.38
Lesotho,Fixed O&M: $m,2026,4.505
Lesotho,Fixed O&M: $m,2027,6.234296
Lesotho,Fixed O&M: $m,2028,7.359296
Lesotho,Fixed O&M: $m,2029,8.086763669754486
Lesotho,Fixed O&M: $m,2030,9.288301735251657
Lesotho,Fixed O&M: $m,2031,10.056807199567752
Lesotho,Fixed O&M: $m,2032,10.90860449036033
Lesotho,Fixed O&M: $m,2033,12.264863861321581
Lesotho,Fixed O&M: $m,2034,13.204554399287687
Lesotho,Fixed O&M: $m,2035,14.302481907637302
Lesotho,Variable O&M: $m,2025,0.28214672640000027
Lesotho,Variable O&M: $m,2026,0.2821467264000001
Lesotho,Variable O&M: $m,2027,0.2821467264000005
Lesotho,Variable O&M: $m,2028,0.279986404532785
Lesotho,Variable O&M: $m,2029,0.27575900808870873
Lesotho,Variable O&M: $m,2030,0.2762673832040889
Lesotho,Variable O&M: $m,2031,0.2756822092103403
Lesotho,Variable O&M: $m,2032,0.27457515437433355
Lesotho,Variable O&M: $m,2033,0.27294997503054846
Lesotho,Variable O&M: $m,2034,0.2718773391428001
Lesotho,Variable O&M: $m,2035,0.2698157392846885
Lesotho,Unmet demand costs: $m,2025,0.7137855931629229
Lesotho,Unmet demand costs: $m,2026,0.9163456434225253
Lesotho,Unmet country spinning reserve costs: $m,2025,7.158719195999988
Lesotho,Unmet country spinning reserve costs: $m,2026,8.649816471000005
Lesotho,Unmet country spinning reserve costs: $m,2027,0.016334348052709693
Lesotho,Unmet country spinning reserve costs: $m,2028,0.1665789648658821
Lesotho,Unmet country spinning reserve costs: $m,2029,0.015770973684386954
Lesotho,Unmet country spinning reserve costs: $m,2033,0.0004964790045499344
Lesotho,Unmet country spinning reserve costs: $m,2034,0.016523948238367083
Lesotho,Unmet country spinning reserve costs: $m,2035,0.055692862507885986
Lesotho,Unmet country planning reserve costs: $m,2025,2.0220000000000007
Lesotho,Unmet country planning reserve costs: $m,2026,2.220000000000002
Lesotho,Unmet system planning reserve costs: $m,2033,0.06215803825296311
Lesotho,Unmet system planning reserve costs: $m,2034,0.25950665140248547
Lesotho,Unmet system planning reserve costs: $m,2035,0.16430511500294492
Lesotho,Import costs with internal zones: $m,2025,41.74084801965733
Lesotho,Import costs with internal zones: $m,2026,26.19985439722699
Lesotho,Import costs with internal zones: $m,2027,14.782297219491683
Lesotho,Import costs with internal zones: $m,2028,13.540243691365148
Lesotho,Import costs with internal zones: $m,2029,14.595544350576715
Lesotho,Import costs with internal zones: $m,2030,11.784250387783546
Lesotho,Import costs with internal zones: $m,2031,12.431071088779136
Lesotho,Import costs with internal zones: $m,2032,12.679441039455618
Lesotho,Import costs with internal zones: $m,2033,11.898883772063666
Lesotho,Import costs with internal zones: $m,2034,13.585463693150189
Lesotho,Import costs with internal zones: $m,2035,13.723563385963303
Lesotho,Export revenues with internal zones: $m,2026,-0.66468969219281
Lesotho,Export revenues with internal zones: $m,2027,-4.458579803824307
Lesotho,Export revenues with internal zones: $m,2028,-10.767149797460297
Lesotho,Export revenues with internal zones: $m,2029,-8.380921254647928
Lesotho,Export revenues with internal zones: $m,2030,-6.417164285987319
Lesotho,Export revenues with internal zones: $m,2031,-6.378975936622156
Lesotho,Export revenues with internal zones: $m,2032,-6.275270707543533
Lesotho,Export revenues with internal zones: $m,2033,-8.094846140931187
Lesotho,Export revenues with internal zones: $m,2034,-8.671638780959318
Lesotho,Export revenues with internal zones: $m,2035,-9.19897590608952
Lesotho,Trade shared benefits: $m,2025,-3.2948846793650484
Lesotho,Trade shared benefits: $m,2026,-3.243221259045577
Lesotho,Trade shared benefits: $m,2027,-0.42113240904307714
Lesotho,Trade shared benefits: $m,2028,-1.0422105340822856
Lesotho,Trade shared benefits: $m,2029,-3.454319402586097
Lesotho,Trade shared benefits: $m,2030,-4.06442343932924
Lesotho,Trade shared benefits: $m,2031,-3.724422448147876
Lesotho,Trade shared benefits: $m,2032,-3.498493933968645
Lesotho,Trade shared benefits: $m,2033,-3.5192535398073845
Lesotho,Trade shared benefits: $m,2034,-3.8909618289171624
Lesotho,Trade shared benefits: $m,2035,-3.9639950904941124
Eswatini,Generation costs: $m,2027,1.0027193811301052
Eswatini,Generation costs: $m,2028,1.977590625814325
Eswatini,Generation costs: $m,2029,6.280196019159902
Eswatini,Generation costs: $m,2030,10.0569050666145
Eswatini,Generation costs: $m,2031,13.250740522287424
Eswatini,Generation costs: $m,2032,17.237225788487397
Eswatini,Generation costs: $m,2033,21.156896944769276
Eswatini,Generation costs: $m,2034,25.008097484550515
Eswatini,Generation costs: $m,2035,28.797177517506405
Eswatini,Fixed O&M: $m,2025,2.622
Eswatini,Fixed O&M: $m,2026,2.622
Eswatini,Fixed O&M: $m,2027,2.9310243999999996
Eswatini,Fixed O&M: $m,2028,3.2610775
Eswatini,Fixed O&M: $m,2029,4.828847049999999
Eswatini,Fixed O&M: $m,2030,6.3208312
Eswatini,Fixed O&M: $m,2031,7.6228234
Eswatini,Fixed O&M: $m,2032,9.4408234
Eswatini,Fixed O&M: $m,2033,11.2588234
Eswatini,Fixed O&M: $m,2034,13.0768234
Eswatini,Fixed O&M: $m,2035,14.8948234
Eswatini,Variable O&M: $m,2025,0.08390546999999986
Eswatini,Variable O&M: $m,2026,0.08390547000000002
Eswatini,Variable O&M: $m,2027,0.08390546999999975
Eswatini,Variable O&M: $m,2028,0.08390546999999988
Eswatini,Variable O&M: $m,2029,0.08390546999999995
Eswatini,Variable O&M: $m,2030,0.08390546999999975
Eswatini,Variable O&M: $m,2031,0.08390546999999995
Eswatini,Variable O&M: $m,2032,0.0839054699999999
Eswatini,Variable O&M: $m,2033,0.08399762999999999
Eswatini,Variable O&M: $m,2034,0.08399762999999998
Eswatini,Variable O&M: $m,2035,0.08399763000000006
Eswatini,Fuel costs: $m,2033,0.0022445471506709626
Eswatini,Fuel costs: $m,2034,0.0022248606805999305
Eswatini,Fuel costs: $m,2035,0.002205174227425821
Eswatini,Unmet country spinning reserve costs: $m,2027,0.01611089999999999
Eswatini,Unmet country spinning reserve costs: $m,2028,0.025628399999999905
Eswatini,Unmet country spinning reserve costs: $m,2029,0.07092022499999982
Eswatini,Unmet country spinning reserve costs: $m,2030,0.09319747499999981
Eswatini,Unmet country spinning reserve costs: $m,2031,0.011291130000000012
Eswatini,Unmet country spinning reserve costs: $m,2033,0.008832
Eswatini,Unmet country spinning reserve costs: $m,2034,0.000768
Eswatini,Unmet country spinning reserve costs: $m,2035,0.0096
Eswatini,Unmet system planning reserve costs: $m,2033,0.1251388283227098
Eswatini,Unmet system planning reserve costs: $m,2034,0.520480428904233
Eswatini,Unmet system planning reserve costs: $m,2035,0.3283669951946353
Eswatini,Import costs with internal zones: $m,2025,164.05965890811856
Eswatini,Import costs with internal zones: $m,2026,138.01329919447332
Eswatini,Import costs with internal zones: $m,2027,126.84511598737858
Eswatini,Import costs with internal zones: $m,2028,121.02999168673752
Eswatini,Import costs with internal zones: $m,2029,107.96120882867046
Eswatini,Import costs with internal zones: $m,2030,98.29749114162236
Eswatini,Import costs with internal zones: $m,2031,91.33106741277392
Eswatini,Import costs with internal zones: $m,2032,85.10050758328686
Eswatini,Import costs with internal zones: $m,2033,80.81496417025494
Eswatini,Import costs with internal zones: $m,2034,79.3210142889032
Eswatini,Import costs with internal zones: $m,2035,73.22808243851897
Eswatini,Export revenues with internal zones: $m,2031,-0.45345284546482406
Eswatini,Export revenues with internal zones: $m,2032,-0.011210770124049602
Eswatini,Export revenues with internal zones: $m,2033,-0.09322137232933284
Eswatini,Export revenues with internal zones: $m,2034,-1.8702612201793543
Eswatini,Export revenues with internal zones: $m,2035,-1.050661883833156
Eswatini,Trade shared benefits: $m,2025,-3.3968403660128668
Eswatini,Trade shared benefits: $m,2026,-2.8467130644179917
Eswatini,Trade shared benefits: $m,2027,-2.622396575504592
Eswatini,Trade shared benefits: $m,2028,-2.3047894340083976
