country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2448.2,2448.2,2448.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2149.9,2149.9,2149.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2053.2,2053.2,2053.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1498.3,1498.3,1498.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1891.4,1891.4,1891.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2489.3,2489.3,2489.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2514.1,2514.1,2514.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2442.5,2442.5,2442.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2202.0,2202.0,2202.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,1772.4,1772.4,1772.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,1026.6,1026.6,1026.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,514.3,514.3,514.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,6.9,6.9,6.9
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,56.4,56.4,56.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,90.1,90.1,90.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,157.0,157.0,157.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,86.7,86.7,86.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,139.4,139.4,139.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,289.1,289.1,289.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,372.1,372.1,372.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,806.7,806.7,806.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1303.4,1303.4,1303.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1891.2,1891.2,1891.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2422.3,2422.3,2422.3
