country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2398.0,2398.0,2398.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2180.0,2180.0,2180.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2072.7,2072.7,2072.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1287.1,1287.1,1287.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1738.9,1738.9,1738.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2879.1,2879.1,2879.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2618.8,2618.8,2618.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2470.7,2470.7,2470.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,1345.8,1345.8,1345.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,1300.7,1300.7,1300.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,915.2,915.2,915.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,511.4,511.4,511.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,6.2,6.2,6.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,20.0,20.0,20.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,134.8,134.8,134.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,1.1,1.1,1.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,49.3,49.3,49.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,336.2,336.2,336.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,514.8,514.8,514.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,1545.3,1545.3,1545.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1615.3,1615.3,1615.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1904.0,1904.0,1904.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2384.7,2384.7,2384.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,2971.2,2971.2,2971.2
Benin,Benin,Capacity: MW,Battery,2027,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2028,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2029,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2030,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2031,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2032,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2033,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2034,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2035,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2040,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2045,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2050,255.0,255.0,255.0
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2031,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2032,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2033,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2034,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2035,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2040,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2045,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2031,542.0,542.0,542.0
Benin,Benin,Capacity: MW,Gas,2032,661.3,661.3,661.3
Benin,Benin,Capacity: MW,Gas,2033,690.5,690.5,690.5
Benin,Benin,Capacity: MW,Gas,2034,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2035,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2040,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2045,748.9,748.9,748.9
Benin,Benin,Capacity: MW,Gas,2050,839.1,839.1,839.1
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
