season,daytype,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
5,3,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005,15.000000000000005
6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,2,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986,8.999999999999986
6,3,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014,20.000000000000014
7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
7,3,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,2,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009,14.000000000000009
8,3,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991,15.999999999999991
9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998
9,3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,2,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002
10,3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,2,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998,13.999999999999998
11,3,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002
12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
12,3,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
