,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Guinea,PV,1,1,0,0,0,0,0,0,0,0.008,0.077,0.216,0.418,0.513,0.535,0.525,0.456,0.325,0.189,0.071,0.003,0,0,0,0,0
Guinea,PV,1,2,0,0,0,0,0,0,0,0.048,0.281,0.486,0.624,0.706,0.74,0.729,0.673,0.571,0.414,0.201,0.016,0,0,0,0,0
Guinea,PV,1,3,0,0,0,0,0,0,0,0.021,0.155,0.319,0.439,0.549,0.639,0.662,0.611,0.508,0.346,0.136,0.008,0,0,0,0,0
Guinea,PV,1,4,0,0,0,0,0,0,0,0.032,0.196,0.417,0.601,0.694,0.728,0.715,0.661,0.559,0.404,0.195,0.017,0,0,0,0,0
Guinea,PV,2,1,0,0,0,0,0,0,0,0.006,0.047,0.106,0.17,0.221,0.258,0.265,0.236,0.187,0.12,0.048,0.002,0,0,0,0,0
Guinea,PV,2,2,0,0,0,0,0,0,0,0.009,0.073,0.156,0.232,0.294,0.351,0.394,0.384,0.348,0.274,0.137,0.013,0,0,0,0,0
Guinea,PV,2,3,0,0,0,0,0,0,0,0.052,0.263,0.461,0.6,0.686,0.722,0.713,0.658,0.555,0.399,0.193,0.02,0,0,0,0,0
Guinea,PV,2,4,0,0,0,0,0,0,0,0.028,0.164,0.402,0.579,0.666,0.701,0.69,0.635,0.531,0.374,0.171,0.014,0,0,0,0,0
Guinea,PV,3,1,0,0,0,0,0,0,0,0.065,0.265,0.448,0.578,0.659,0.693,0.684,0.63,0.529,0.381,0.192,0.026,0,0,0,0,0
Guinea,PV,3,2,0,0,0,0,0,0,0,0.043,0.153,0.268,0.375,0.451,0.45,0.396,0.322,0.265,0.207,0.126,0.024,0,0,0,0,0
Guinea,PV,3,3,0,0,0,0,0,0,0,0.035,0.14,0.312,0.469,0.567,0.573,0.425,0.275,0.24,0.29,0.185,0.022,0,0,0,0,0
Guinea,PV,3,4,0,0,0,0,0,0,0,0.064,0.274,0.457,0.58,0.656,0.691,0.687,0.642,0.552,0.416,0.223,0.031,0,0,0,0,0
Guinea,PV,4,1,0,0,0,0,0,0,0,0.053,0.205,0.362,0.49,0.578,0.622,0.61,0.553,0.436,0.229,0.105,0.016,0,0,0,0,0
Guinea,PV,4,2,0,0,0,0,0,0,0,0.023,0.091,0.174,0.252,0.319,0.378,0.399,0.363,0.29,0.197,0.103,0.021,0,0,0,0,0
Guinea,PV,4,3,0,0,0,0,0,0,0,0.053,0.184,0.328,0.444,0.504,0.471,0.423,0.333,0.252,0.18,0.09,0.016,0,0,0,0,0
Guinea,PV,4,4,0,0,0,0,0,0,0,0.061,0.22,0.381,0.506,0.587,0.621,0.607,0.541,0.448,0.318,0.148,0.026,0,0,0,0,0
Guinea,PV,5,1,0,0,0,0,0,0,0,0.058,0.202,0.35,0.469,0.546,0.58,0.574,0.527,0.435,0.306,0.156,0.032,0,0,0,0,0
Guinea,PV,5,2,0,0,0,0,0,0,0,0.025,0.094,0.166,0.212,0.237,0.273,0.251,0.231,0.193,0.14,0.074,0.018,0,0,0,0,0
Guinea,PV,5,3,0,0,0,0,0,0,0,0.039,0.128,0.255,0.391,0.461,0.464,0.404,0.353,0.254,0.154,0.073,0.013,0,0,0,0,0
Guinea,PV,5,4,0,0,0,0,0,0,0,0.054,0.193,0.334,0.447,0.518,0.553,0.539,0.48,0.386,0.241,0.126,0.028,0,0,0,0,0
Guinea,PV,6,1,0,0,0,0,0,0,0,0.026,0.087,0.152,0.197,0.212,0.205,0.209,0.183,0.136,0.084,0.038,0.007,0,0,0,0,0
Guinea,PV,6,2,0,0,0,0,0,0,0,0.029,0.116,0.235,0.367,0.434,0.481,0.484,0.445,0.357,0.247,0.138,0.029,0,0,0,0,0
Guinea,PV,6,3,0,0,0,0,0,0,0,0.06,0.174,0.279,0.359,0.409,0.398,0.337,0.261,0.205,0.141,0.073,0.015,0,0,0,0,0
Guinea,PV,6,4,0,0,0,0,0,0,0,0.059,0.17,0.307,0.413,0.478,0.498,0.483,0.445,0.371,0.255,0.134,0.03,0,0,0,0,0
Guinea,PV,7,1,0,0,0,0,0,0,0,0.049,0.157,0.285,0.382,0.457,0.505,0.493,0.448,0.363,0.235,0.129,0.03,0,0,0,0,0
Guinea,PV,7,2,0,0,0,0,0,0,0,0.018,0.064,0.121,0.168,0.192,0.191,0.177,0.163,0.132,0.084,0.038,0.006,0,0,0,0,0
Guinea,PV,7,3,0,0,0,0,0,0,0,0.026,0.126,0.23,0.306,0.355,0.369,0.327,0.284,0.222,0.148,0.081,0.019,0,0,0,0,0
Guinea,PV,7,4,0,0,0,0,0,0,0,0.035,0.133,0.229,0.341,0.42,0.433,0.415,0.378,0.263,0.165,0.073,0.014,0,0,0,0,0
Guinea,PV,8,1,0,0,0,0,0,0,0,0.03,0.116,0.208,0.279,0.336,0.371,0.366,0.332,0.238,0.145,0.074,0.01,0,0,0,0,0
Guinea,PV,8,2,0,0,0,0,0,0,0,0.02,0.089,0.165,0.201,0.206,0.201,0.189,0.165,0.144,0.105,0.048,0.005,0,0,0,0,0
Guinea,PV,8,3,0,0,0,0,0,0,0,0.047,0.167,0.305,0.367,0.44,0.47,0.478,0.377,0.249,0.134,0.056,0.007,0,0,0,0,0
Guinea,PV,8,4,0,0,0,0,0,0,0,0.018,0.074,0.154,0.234,0.32,0.409,0.46,0.451,0.357,0.253,0.126,0.021,0,0,0,0,0
Guinea,PV,9,1,0,0,0,0,0,0,0,0.008,0.038,0.07,0.109,0.165,0.218,0.218,0.203,0.177,0.123,0.071,0.011,0,0,0,0,0
Guinea,PV,9,2,0,0,0,0,0,0,0,0.02,0.094,0.2,0.313,0.416,0.452,0.447,0.415,0.342,0.221,0.105,0.014,0,0,0,0,0
Guinea,PV,9,3,0,0,0,0,0,0,0,0.066,0.245,0.417,0.584,0.661,0.698,0.682,0.613,0.508,0.314,0.134,0.018,0,0,0,0,0
Guinea,PV,9,4,0,0,0,0,0,0,0,0.053,0.178,0.277,0.317,0.399,0.464,0.431,0.328,0.226,0.123,0.052,0.006,0,0,0,0,0
Guinea,PV,10,1,0,0,0,0,0,0,0,0.008,0.05,0.111,0.174,0.232,0.277,0.274,0.236,0.173,0.091,0.035,0.002,0,0,0,0,0
Guinea,PV,10,2,0,0,0,0,0,0,0,0.02,0.121,0.259,0.393,0.528,0.581,0.573,0.525,0.45,0.326,0.147,0.013,0,0,0,0,0
Guinea,PV,10,3,0,0,0,0,0,0,0,0.043,0.197,0.381,0.548,0.632,0.672,0.651,0.516,0.399,0.286,0.141,0.016,0,0,0,0,0
Guinea,PV,10,4,0,0,0,0,0,0,0,0.032,0.16,0.31,0.417,0.486,0.5,0.479,0.409,0.314,0.191,0.077,0.005,0,0,0,0,0
Guinea,PV,11,1,0,0,0,0,0,0,0,0.009,0.084,0.217,0.39,0.511,0.574,0.567,0.494,0.35,0.195,0.07,0.003,0,0,0,0,0
Guinea,PV,11,2,0,0,0,0,0,0,0,0.006,0.055,0.121,0.192,0.254,0.296,0.307,0.324,0.305,0.219,0.09,0.005,0,0,0,0,0
Guinea,PV,11,3,0,0,0,0,0,0,0,0.018,0.124,0.267,0.367,0.416,0.412,0.354,0.307,0.271,0.185,0.071,0.003,0,0,0,0,0
Guinea,PV,11,4,0,0,0,0,0,0,0,0.032,0.2,0.41,0.559,0.65,0.686,0.685,0.641,0.527,0.352,0.142,0.007,0,0,0,0,0
Guinea,PV,12,1,0,0,0,0,0,0,0,0.015,0.129,0.311,0.47,0.573,0.616,0.613,0.559,0.459,0.307,0.127,0.007,0,0,0,0,0
Guinea,PV,12,2,0,0,0,0,0,0,0,0.005,0.055,0.13,0.194,0.235,0.266,0.28,0.264,0.238,0.144,0.049,0.001,0,0,0,0,0
Guinea,PV,12,3,0,0,0,0,0,0,0,0.027,0.184,0.351,0.485,0.56,0.591,0.585,0.537,0.445,0.303,0.126,0.006,0,0,0,0,0
Guinea,PV,12,4,0,0,0,0,0,0,0,0.029,0.212,0.419,0.563,0.65,0.676,0.66,0.6,0.489,0.326,0.129,0.006,0,0,0,0,0
