,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Guinea,PV,1,1,0,0,0,0,0,0,0,0.008,0.077,0.216,0.418,0.513,0.535,0.525,0.456,0.325,0.189,0.071,0.003,0,0,0,0,0
Guinea,PV,1,2,0,0,0,0,0,0,0,0.027,0.156,0.318,0.464,0.588,0.647,0.622,0.514,0.409,0.299,0.12,0.007,0,0,0,0,0
Guinea,PV,1,3,0,0,0,0,0,0,0,0.032,0.196,0.417,0.601,0.694,0.728,0.715,0.661,0.559,0.404,0.195,0.017,0,0,0,0,0
Guinea,PV,2,1,0,0,0,0,0,0,0,0.006,0.047,0.106,0.17,0.221,0.258,0.265,0.236,0.187,0.12,0.048,0.002,0,0,0,0,0
Guinea,PV,2,2,0,0,0,0,0,0,0,0.009,0.073,0.156,0.232,0.294,0.351,0.394,0.384,0.348,0.274,0.137,0.013,0,0,0,0,0
Guinea,PV,2,3,0,0,0,0,0,0,0,0.048,0.25,0.438,0.574,0.654,0.688,0.683,0.632,0.533,0.383,0.183,0.012,0,0,0,0,0
Guinea,PV,3,1,0,0,0,0,0,0,0,0.043,0.153,0.268,0.375,0.451,0.45,0.396,0.322,0.265,0.207,0.126,0.024,0,0,0,0,0
Guinea,PV,3,2,0,0,0,0,0,0,0,0.063,0.253,0.431,0.564,0.647,0.682,0.673,0.62,0.491,0.343,0.174,0.025,0,0,0,0,0
Guinea,PV,3,3,0,0,0,0,0,0,0,0.04,0.177,0.303,0.381,0.512,0.6,0.613,0.561,0.423,0.232,0.095,0.018,0,0,0,0,0
Guinea,PV,4,1,0,0,0,0,0,0,0,0.023,0.091,0.174,0.252,0.319,0.378,0.399,0.363,0.29,0.197,0.103,0.021,0,0,0,0,0
Guinea,PV,4,2,0,0,0,0,0,0,0,0.041,0.156,0.289,0.395,0.462,0.494,0.48,0.409,0.298,0.17,0.068,0.011,0,0,0,0,0
Guinea,PV,4,3,0,0,0,0,0,0,0,0.059,0.211,0.367,0.492,0.572,0.607,0.598,0.546,0.452,0.319,0.164,0.029,0,0,0,0,0
Guinea,PV,5,1,0,0,0,0,0,0,0,0.025,0.094,0.166,0.212,0.237,0.273,0.251,0.231,0.193,0.14,0.074,0.018,0,0,0,0,0
Guinea,PV,5,2,0,0,0,0,0,0,0,0.045,0.146,0.247,0.342,0.392,0.411,0.364,0.271,0.189,0.124,0.064,0.012,0,0,0,0,0
Guinea,PV,5,3,0,0,0,0,0,0,0,0.056,0.179,0.317,0.432,0.503,0.531,0.524,0.471,0.38,0.259,0.124,0.029,0,0,0,0,0
Guinea,PV,6,1,0,0,0,0,0,0,0,0.026,0.087,0.152,0.197,0.212,0.205,0.209,0.183,0.136,0.084,0.038,0.007,0,0,0,0,0
Guinea,PV,6,2,0,0,0,0,0,0,0,0.03,0.096,0.17,0.247,0.372,0.401,0.394,0.363,0.301,0.187,0.103,0.026,0,0,0,0,0
Guinea,PV,6,3,0,0,0,0,0,0,0,0.058,0.16,0.209,0.279,0.418,0.493,0.48,0.426,0.349,0.245,0.128,0.034,0,0,0,0,0
Guinea,PV,7,1,0,0,0,0,0,0,0,0.018,0.064,0.121,0.168,0.192,0.191,0.177,0.163,0.132,0.084,0.038,0.006,0,0,0,0,0
Guinea,PV,7,2,0,0,0,0,0,0,0,0.019,0.06,0.104,0.155,0.192,0.229,0.229,0.196,0.138,0.085,0.041,0.007,0,0,0,0,0
Guinea,PV,7,3,0,0,0,0,0,0,0,0.053,0.163,0.279,0.365,0.439,0.456,0.441,0.4,0.317,0.219,0.109,0.023,0,0,0,0,0
Guinea,PV,8,1,0,0,0,0,0,0,0,0.02,0.089,0.165,0.201,0.206,0.201,0.189,0.165,0.144,0.105,0.048,0.005,0,0,0,0,0
Guinea,PV,8,2,0,0,0,0,0,0,0,0.042,0.17,0.32,0.402,0.478,0.51,0.467,0.413,0.293,0.209,0.106,0.022,0,0,0,0,0
Guinea,PV,8,3,0,0,0,0,0,0,0,0.026,0.101,0.181,0.262,0.341,0.355,0.35,0.302,0.229,0.153,0.075,0.01,0,0,0,0,0
Guinea,PV,9,1,0,0,0,0,0,0,0,0.008,0.038,0.07,0.109,0.165,0.218,0.218,0.203,0.177,0.123,0.071,0.011,0,0,0,0,0
Guinea,PV,9,2,0,0,0,0,0,0,0,0.013,0.078,0.157,0.222,0.272,0.307,0.322,0.316,0.286,0.24,0.154,0.03,0,0,0,0,0
Guinea,PV,9,3,0,0,0,0,0,0,0,0.015,0.078,0.166,0.281,0.361,0.461,0.508,0.485,0.437,0.319,0.156,0.025,0,0,0,0,0
Guinea,PV,10,1,0,0,0,0,0,0,0,0.008,0.05,0.111,0.174,0.232,0.277,0.274,0.236,0.173,0.091,0.035,0.002,0,0,0,0,0
Guinea,PV,10,2,0,0,0,0,0,0,0,0.023,0.13,0.235,0.342,0.407,0.435,0.403,0.323,0.234,0.13,0.054,0.004,0,0,0,0,0
Guinea,PV,10,3,0,0,0,0,0,0,0,0.036,0.19,0.363,0.511,0.582,0.628,0.613,0.531,0.419,0.311,0.151,0.011,0,0,0,0,0
Guinea,PV,11,1,0,0,0,0,0,0,0,0.006,0.055,0.121,0.192,0.254,0.296,0.307,0.324,0.305,0.219,0.09,0.005,0,0,0,0,0
Guinea,PV,11,2,0,0,0,0,0,0,0,0.013,0.091,0.167,0.236,0.285,0.342,0.408,0.459,0.391,0.267,0.119,0.007,0,0,0,0,0
Guinea,PV,11,3,0,0,0,0,0,0,0,0.027,0.192,0.39,0.538,0.633,0.673,0.667,0.61,0.501,0.355,0.161,0.008,0,0,0,0,0
Guinea,PV,12,1,0,0,0,0,0,0,0,0.005,0.055,0.13,0.194,0.235,0.266,0.28,0.264,0.238,0.144,0.049,0.001,0,0,0,0,0
Guinea,PV,12,2,0,0,0,0,0,0,0,0.017,0.125,0.281,0.424,0.525,0.579,0.588,0.553,0.466,0.324,0.142,0.008,0,0,0,0,0
Guinea,PV,12,3,0,0,0,0,0,0,0,0.03,0.206,0.408,0.555,0.647,0.686,0.676,0.618,0.512,0.353,0.151,0.007,0,0,0,0,0
