gen,Q1,Q2,Q3,Q4
Tutuka_TH_ZAF,0.65,0.65,0.65,0.65
Koeberg_NU_ZAF,0.9,0.9,0.9,0.9
Edwaleni1_HY_SWZ,0.304,0.304,0.304,0.304
Edwaleni2_HY_SWZ,0.304,0.304,0.304,0.304
Ezulwini_HY_SWZ,0.2,0.2,0.2,0.2
Maguduza_HY_SWZ,0.367,0.367,0.367,0.367
Maguga_HY_SWZ,0.351,0.351,0.351,0.351
EdwaleniThermal_TH_SWZ,0.85,0.85,0.85,0.85
Tanwat_Bio_TZA,0.85,0.85,0.85,0.85
TPC_BIO_TZA,0.85,0.85,0.85,0.85
Kidatu,0.574164851,0.512416505,0.473323387,0.510398906
Hale,0.229063609,0.26092694,0.212242387,0.217767064
EAPower&Mapembasi_HY_TZA,0.496385599,0.436293559,0.381132587,0.408400232
Kihansi,0.618370835,0.449288132,0.283689267,0.409654662
Mtera,0.439612543,0.487120505,0.58856897,0.484697983
Mwenga_HY_TZA,0.737044504,0.520870669,0.289463859,0.403305812
Nyumba_Ya_Mungu,0.634541602,0.581082074,0.495277869,0.507068134
New_Pangani_Falls,0.361345296,0.506093085,0.364596148,0.367965471
Kinyerezi_I,0.85,0.85,0.85,0.85
Nyakato,0.85,0.85,0.85,0.85
Songas,0.85,0.85,0.85,0.85
Mtwara,0.85,0.85,0.85,0.85
Somanga,0.85,0.85,0.85,0.85
Ubongo_I,0.85,0.85,0.85,0.85
Tegeta,0.85,0.85,0.85,0.85
TegetaIPTL_TH_TZA,0.85,0.85,0.85,0.85
Ubungo_II,0.85,0.85,0.85,0.85
Ubungo_III,0.85,0.85,0.85,0.85
ChishimbaFalls_HY_ZMB,0.213,0.235,0.186,0.225
ItheziThezi_HY_ZMB,0.64325706,0.64325706,0.514873881,0.514873881
KafueGorge_HY_ZMB,0.671255463,0.695346198,0.705201498,0.69581966
KaribaNB_HY_ZMB,0.490202948,0.507795876,0.514992983,0.508141635
KaribaNBE_HY_ZMB,0.490202948,0.507795876,0.514992983,0.508141635
Lunzua_HY_ZMB,0.228,0.25,0.234,0.228
CaculoCabaca_HY_AGO,0.48,0.48,0.48,0.48
Lusiwasi_HY_ZMB,0.177997632,0.210130222,0.097983257,0.153052596
LusiwasiUpper_HY_ZMB,0.178,0.21,0.098,0.153
Lunsemfwa+Mulungushi_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
MusondaFalls_HY_ZMB,0.377,0.383,0.297,0.388
VictoriaFalls_HY_ZMB,0.984125749,1,0.749202046,0.755846854
MaambaCoalI_TH_ZMB,0.85,0.85,0.85,0.85
KaribaSouth1_HY_ZWE,0.76,0.38,0.38,0.76
Bulawayo_TH_ZWE,0.65,0.65,0.65,0.65
DemaEmergency_TH_ZWE,0.85,0.85,0.85,0.85
Harare1_TH_ZWE,0.85,0.85,0.85,0.85
Harare2_TH_ZWE,0.65,0.65,0.65,0.65
Harare3_TH_ZWE,0.85,0.85,0.85,0.85
HwangeI_TH_ZWE,0.65,0.65,0.65,0.65
HwangeII_TH_ZWE,0.85,0.85,0.85,0.85
Munyati_TH_ZWE,0.65,0.65,0.65,0.65
AH_Cambambe_C2,0.35,0.35,0.35,0.35
SoyoII_TH_AGO,0.85,0.85,0.85,0.85
AH_Lauca,0.35,0.35,0.35,0.35
Ah_Lauca_ECO,0.35,0.35,0.35,0.35
CT_Soyo,0.85,0.85,0.85,0.85
CF_Biopio,1,1,1,1
AngolaCCGTNG_TH_AGO,0.85,0.85,0.85,0.85
AngolaDiesel_TH_AGO,0.85,0.85,0.85,0.85
Cutato1-3_HY_AGO,0.38,0.38,0.38,0.38
Calengue(Catumbela)_HY_AGO,0.683,0.683,0.683,0.683
Lomaum2_HY_AGO,0.38,0.38,0.38,0.38
Cafula(Keve)_HY_AGO,0.544,0.544,0.544,0.544
Quilengues_HY_AGO,0.38,0.38,0.38,0.38
NewPV_1_BWA,1,1,1,1
MorupuleBupgrade_TH_BWA,0.85,0.85,0.85,0.85
Baynes(Angola)_HY_AGO,0.38,0.38,0.38,0.38
TumulodoCacador_HY_AGO,0.695,0.695,0.695,0.695
Zenzo_HY_AGO,0.665,0.665,0.665,0.665
Inga3BC_HY_ZAR,0.9,0.9,0.9,0.9
BotswanaSolarCSP_REN_BWA,1,1,1,1
BotswanaCoal_TH_BWA,0.85,0.85,0.85,0.85
LesothoLetsengWind_REN_LSO,1,1,1,1
Monont'sa_HY_LSO,0.85,0.85,0.85,0.85
Muela2_HY_LSO,0.786,0.944,0.82,0.617
Oxbow_HY_LSO,0.557,0.557,0.557,0.557
Kanengo,0.85,0.85,0.85,0.85
Mapanga_ICE_MWI,0.85,0.85,0.85,0.85
Aggreko_IPP_ICE_MWI,0.85,0.85,0.85,0.85
"Tedzani_I,_II,_III_HY_MWI",0.619706705,0.684349392,0.680922219,0.615215007
NzongoII_HY_ZAR,0.87,0.87,0.87,0.87
"Nkula_(A,B)_+_upgrade_HY_MWI",0.619706705,0.684349392,0.680922219,0.615215007
Wovwe_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Kapichira_parts_HY_MWI,0.62,0.68,0.68,0.62
Kapichira_HY_MWI,0.62,0.68,0.68,0.62
Tedzani_IV_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Hamilton_Falls_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
CommittedSolar_REN_ZAR,1,1,1,1
Wovwe_additional_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Mbongozi_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Lower_Fufu_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Lower_Songwe_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
MozCCCGTNG_TH_MOZ,0.85,0.85,0.85,0.85
MozCEnginesNG_TH_MOZ,0.85,0.85,0.85,0.85
Massingir_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
MozNCCGTNG_TH_MOZ,0.85,0.85,0.85,0.85
MozCoal_TH_MOZ,0.85,0.85,0.85,0.85
MozENRC_TH_MOZ,0.85,0.85,0.85,0.85
Ncondezi_TH_MOZ,0.85,0.85,0.85,0.85
MozNEnginesNG_TH_MOZ,0.85,0.85,0.85,0.85
LubumbashiSolar_REN_ZAR,1,1,1,1
Busanga_HY_ZAR,0.386870345,0.386870345,0.386870345,0.386870345
Ruzizi3_HY_ZAR,0.62,0.62,0.62,0.62
Lurio_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
Sombwe_HY_ZAR,0.386870345,0.386870345,0.386870345,0.386870345
WanieRukula_HY_ZAR,0.386870345,0.386870345,0.386870345,0.386870345
GecaminesCoal(500)_TH_AGO,0.85,0.85,0.85,0.85
LowerMaguduza_HY_SWZ,0.367,0.367,0.367,0.367
Tsate_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
Quedas&Ocua_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
MozSEnginesNG_TH_MOZ,0.85,0.85,0.85,0.85
LesothoSolar_REN_LSO,1,1,1,1
Kholombizo_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Chizuma_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Kuvaninga_TH_MOZ,0.85,0.85,0.85,0.85
ZambiaCoal_TH_ZMB,0.85,0.85,0.85,0.85
Tete_TH_MOZ,0.85,0.85,0.85,0.85
MozCahoraBassaNorte_HY_MOZ,0.8,0.8,0.8,0.8
IndolaHFO_TH_ZMB,0.85,0.85,0.85,0.85
CandidateHydro_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
MocubaSolarPV_REN_MOZ,1,1,1,1
MetoroSolarPV_REN_MOZ,1,1,1,1
Luchenene_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
MoambaMajor_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
MphandaNkuwa_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
Lupata_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
MupataGorgeSouth_HY_ZWE,0.76,0.38,0.38,0.76
MupataGorgeNorth_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
MumbotutaFalls_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
ZambiaOCGTDiesel_TH_ZMB,0.85,0.85,0.85,0.85
Boroma_HY_MOZ,0.812880276,0.812880276,0.812880276,0.812880276
NacalaJICA_TH_MOZ,0.85,0.85,0.85,0.85
CandidateCoal_TH_ZWE,0.85,0.85,0.85,0.85
Chisumbanje_BIO_ZWE,0.85,0.85,0.85,0.85
ZimbabweNG_TH_ZWE,0.85,0.85,0.85,0.85
CTMJICA1_TH_MOZ,0.85,0.85,0.85,0.85
CTMJICA2_TH_MOZ,0.85,0.85,0.85,0.85
MozMGTPEDMSasolGT_TH_MOZ,0.85,0.85,0.85,0.85
GenTanzaniaCoastalCoal_TH_TZA,0.85,0.85,0.85,0.85
Mnyera_Taveta,0.823963845,0.957722833,0.471769324,0.428636128
Kakono,0.70775463,0.91632326,0.919384058,0.726336051
ZPCSolarCSP_TH_ZWE,1,1,1,1
SANuclear_NU_ZAF,0.9,0.9,0.9,0.9
SACCGTNG_TH_ZAF,0.85,0.85,0.85,0.85
SACoal(Large)_TH_ZAF,0.85,0.85,0.85,0.85
SACoal(Medium)_TH_ZAF,0.85,0.85,0.85,0.85
SAOCGTNG_TH_ZAF,0.85,0.85,0.85,0.85
SACSP_REN_ZAF,1,1,1,1
SACCGTNGcan_TH_ZAF,0.85,0.85,0.85,0.85
SACoal(Medium)can_TH_ZAF,0.85,0.85,0.85,0.85
MagugaII_HY_SWZ,0.427,0.427,0.427,0.427
Kikonge,0.737044504,0.520870669,0.289463859,0.403305812
SwazilandBiomass_BIO_SWZ,0.85,0.85,0.85,0.85
Lubhuku_TH_SWZ,0.85,0.85,0.85,0.85
TanzaniaBiomass_BIO_TZA,0.85,0.85,0.85,0.85
Kinyerezi_I_Ext,0.85,0.85,0.85,0.85
Kiejo_Mbaka_I,0.85,0.85,0.85,0.85
Kinyerezi_II,0.85,0.85,0.85,0.85
Kinyezeri_III_PH_I,0.85,0.85,0.85,0.85
Malagarasi,0.514403292,0.801050801,0.169265115,0.191223833
Masigira,0.831371626,0.830772335,0.490512159,0.423728814
Mpanga,0.932291667,1,0.533854167,0.485167572
Iringa_Nginayo,0.842236467,0.774866159,0.390189521,0.310932274
Iringa_Ibosa,0.933641975,0.917022792,0.334641707,0.186191626
TanzaniaSolarPV_REN_TZA,1,1,1,1
Singida_II,1,1,1,1
Ruhudji,1,0.902449506,0.318673589,0.306022792
Rumakali,0.823963845,0.957722833,0.471769324,0.428636128
Mnyera_Kwanini,0.677726337,0.790153134,0.389995974,0.348165761
Songwe_Sofre,0.67675399,0.786577921,0.387725345,0.352377165
JNHPP_1,0.485399702,1,0.300047967,0.206042074
Kinyezeri_III_PH_II,0.85,0.85,0.85,0.85
Rusumo_HY_TZA,0.426573904,0.374933212,0.327530081,0.350962803
JNHPP_2,0.485399702,1,0.300047967,0.206042074
Taveta_HY_TZA,0.67675399,0.786577921,0.387725345,0.352377165
Songwe_Manolo,1,0.923035298,0.211009552,0.281002964
Upper_Kihansi,0.238376675,0.355584132,0.210067838,0.1589963
LusiwasiLower_HY_ZMB,0.178,0.21,0.098,0.153
Devil'sGorgeNorth_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
KafueGorgeLower_HY_ZMB,0.671255463,0.695346198,0.705201498,0.69581966
KalungwishiI_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
Baynes(Namibia)_HY_NAM,0.35,0.35,0.35,0.35
NamibiaCCGTNG_TH_NAM,0.85,0.85,0.85,0.85
NamibiaCoal_TH_NAM,0.85,0.85,0.85,0.85
NamibiaOCGTNG_TH_NAM,0.85,0.85,0.85,0.85
LusiwasiLowerExts_HY_ZMB,0.178,0.21,0.098,0.153
MaambaCoalII_TH_ZMB,0.85,0.85,0.85,0.85
MambilimbaFallsI_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
BatokaGorgeNorth_HY_ZMB,0.567594269,0.567594269,0.54957494,0.54957494
Devil'sGorgeSouth_HY_ZWE,0.76,0.38,0.38,0.76
BatokaGorgeSouth_HY_ZWE,0.76,0.38,0.38,0.76
Gairezi_HY_ZWE,0.76,0.38,0.38,0.76
Hwange3Extension_TH_ZWE,0.85,0.85,0.85,0.85
Ruzizi4_HY_ZAR,0.62,0.62,0.62,0.62
KaribaSouthExtension_HY_ZWE,0.76,0.38,0.38,0.76
SouthernEnergy_TH_ZWE,0.85,0.85,0.85,0.85
SAGenericBiomass_BIO_ZAF,0.85,0.85,0.85,0.85
SAGenericSolarPV(Large)22_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)23_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)24_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)25_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)26_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)27_REN_ZAF,1,1,1,1
SAGenericWind21_REN_ZAF,1,1,1,1
SAGenericWind22_REN_ZAF,1,1,1,1
SAGenericWind23_REN_ZAF,1,1,1,1
SAGenericWind24_REN_ZAF,1,1,1,1
SAGenericWind25_REN_ZAF,1,1,1,1
SAGenericWind26_REN_ZAF,1,1,1,1
SAGenericWind27_REN_ZAF,1,1,1,1
SAGenericWind28_REN_ZAF,1,1,1,1
SAGenericWind29_REN_ZAF,1,1,1,1
SAGenericWind30_REN_ZAF,1,1,1,1
ExistingWind_REN_ZAF,1,1,1,1
ExistingSolarPV(PV)_REN_ZAF,1,1,1,1
ExistingCSP(CSP)_REN_ZAF,1,1,1,1
JohannesburgLandfillGas_TH_ZAF,0.85,0.85,0.85,0.85
MkuzeBiomass_BIO_ZAF,0.85,0.85,0.85,0.85
NgodwanaEnergyProject_BIO_ZAF,0.85,0.85,0.85,0.85
NamPowerWindFarm_2031,1,1,1,1
SolarRound(PV)_ZMB,1,1,1,1
Sto_ZAF,1,1,1,1
Sto_LSO,1,1,1,1
Sto_SWZ,1,1,1,1
Sto_MOZ,1,1,1,1
Sto_SWE,1,1,1,1
Sto_BWA,1,1,1,1
Sto_NAM,1,1,1,1
Sto_ZMB,1,1,1,1
Sto_AGO,1,1,1,1
Sto_TZA,1,1,1,1
Sto_DRC,1,1,1,1
Chasombo_HY_MWI,0.619706705,0.684349392,0.680922219,0.615215007
Sto_DRCSouth,1,1,1,1
New_CSP_ZAF,1,1,1,1
New_CSP_LSO,1,1,1,1
New_CSP_SWZ,1,1,1,1
New_CSP_BWA,1,1,1,1
New_CSP_NAM,1,1,1,1
New_CSP_ZMB,1,1,1,1
New_CSP_AGO,1,1,1,1
New_CSP_TZA,1,1,1,1
Salima_PV_MWI,1,1,1,1
New_PV_ZAF,1,1,1,1
New_PV_LSO,1,1,1,1
New_PV_SWZ,1,1,1,1
New_PV_MOZ,1,1,1,1
New_PV_ZWE_2026,1,1,1,1
New_PV_BWA,1,1,1,1
New_PV_NAM_2026,1,1,1,1
New_PV_ZMB_2026,1,1,1,1
New_PV_AGO,1,1,1,1
Kishapu_I,1,1,1,1
New_PV_DRC,1,1,1,1
PV_2027_MWI,1,1,1,1
New_PV_DRCSouth,1,1,1,1
New_OnshoreWind_ZAF,1,1,1,1
New_OnshoreWind_LSO,1,1,1,1
New_OnshoreWind_SWZ,1,1,1,1
New_OnshoreWind_MOZ,1,1,1,1
New_OnshoreWind_ZWE,1,1,1,1
New_OnshoreWind_BWA,1,1,1,1
New_OnshoreWind_NAM_2027,1,1,1,1
New_OnshoreWind_ZMB,1,1,1,1
New_OnshoreWind_AGO,1,1,1,1
Wind_Tanzania,1,1,1,1
New_OnshoreWind_DRC_2026,1,1,1,1
Golomoti_PV_MWI,1,1,1,1
New_OnshoreWind_DRCSouth_2026,1,1,1,1
CT_OnGrid_Diesel,0.85,0.85,0.85,0.85
Agg_THICE1_ZAR,0.85,0.85,0.85,0.85
Agg_THICE2_ZAR,0.85,0.85,0.85,0.85
CT_OffGrid_Diesel,0.85,0.85,0.85,0.85
PowerAfrica_TH_BWA,0.85,0.85,0.85,0.85
SA_CahoraBassa29_HY_MOZ,0.8,0.8,0.8,0.8
MozMGTPEDMSasolCTTemane_TH_MOZ,0.85,0.85,0.85,0.85
SA_CahoraBassa30_HY_MOZ,0.8,0.8,0.8,0.8
Maragra_biomass_MOZ,0.85,0.85,0.85,0.85
Inga3BC_ext_HY_ZAR,0.9,0.9,0.9,0.9
Arnot2_TH_ZAF,0.65,0.65,0.65,0.65
Duynefontein_NU_ZAF,0.9,0.9,0.9,0.9
Existing _PV_NAM,1,1,1,1
Otikojoto_Biomass_NAM,0.85,0.85,0.85,0.85
New_CBM_Bot_gas_2031,0.85,0.85,0.85,0.85
SACoal(Medium)new_TH_ZAF,0.85,0.85,0.85,0.85
NewCCGTNG_TH_SWZ,0.85,0.85,0.85,0.85
Diaz_Wind_NAM,1,1,1,1
Omburru_Wind_Nam,1,1,1,1
IPP_Wind_NAM,1,1,1,1
CommittedCSP1_NAM,1,1,1,1
RoshPinah_PV_NAM,1,1,1,1
CommittedWind1-4_NAM,1,1,1,1
CommittedWind1-5_NAM,1,1,1,1
Khan_PV_NAM,1,1,1,1
CommittedPV2-2_NAM,1,1,1,1
CommittedPV2-3_NAM,1,1,1,1
CommittedPV2-4_NAM,1,1,1,1
Lithops_BESS_NAM,1,1,1,1
Omburru_BESS_NAM,1,1,1,1
CommittedStorage2-2_NAM,1,1,1,1
CommittedStorage2-3_NAM,1,1,1,1
CommittedStorage2-4_NAM,1,1,1,1
New_Coal_1_BWA,0.85,0.85,0.85,0.85
New_Coal_2_BWA,0.85,0.85,0.85,0.85
Committed_PV1-1_BWA,1,1,1,1
Committed_PV1-2_BWA,1,1,1,1
Committed_PV1-3_BWA,1,1,1,1
Committed_Wind1-1_BWA,1,1,1,1
Committed_Wind1-2_BWA,1,1,1,1
Committed_Wind1-3_BWA,1,1,1,1
Committed_Wind1-4_BWA,1,1,1,1
Committed_Wind1-5_BWA,1,1,1,1
NEWSto_BWA,1,1,1,1
Committed_Storage1-1_BWA,1,1,1,1
Committed_Storage1-2_BWA,1,1,1,1
Committed_Storage1-3_BWA,1,1,1,1
Existing_AusWind_NAM,1,1,1,1
New_OffshoreWind_ZAF,1,1,1,1
New_OffshoreWind_MOZ,1,1,1,1
New_OffshoreWind_NAM,1,1,1,1
New_OffshoreWind_AGO,1,1,1,1
New_OffshoreWind_TZA,1,1,1,1
AggDiesel_TH_MOZ,0.85,0.85,0.85,0.85
NewCCGTNG_TH_AGO,0.85,0.85,0.85,0.85
GenericDieselCan_ZAF,0.85,0.85,0.85,0.85
GenericDieselCan_NAM,0.85,0.85,0.85,0.85
GenericDieselCan_BWA,0.85,0.85,0.85,0.85
GenericDieselCan_TZA,0.85,0.85,0.85,0.85
GenericDieselCan_DRC,0.85,0.85,0.85,0.85
GenericDieselCan_SWL,0.85,0.85,0.85,0.85
GenericDieselCan_LSO,0.85,0.85,0.85,0.85
GenericDieselCan_ZMB,0.85,0.85,0.85,0.85
NewCCGTNG_TH_LSO,0.85,0.85,0.85,0.85
GasTurbine_TH_AGO,0.85,0.85,0.85,0.85
GasTurbine_TH_SWL,0.85,0.85,0.85,0.85
GasTurbine_TH_LSO,0.85,0.85,0.85,0.85
GecaminesCoal(100)_TH_AGO,0.85,0.85,0.85,0.85
Mzimba_I_WIND_MWI,1,1,1,1
Mzimba_II_WIND_MWI,1,1,1,1
Dedza_WIND_MWI,1,1,1,1
Chitipa_WIND_MWI,1,1,1,1
Kasitu_GT_MWI,0.85,0.85,0.85,0.85
Chiweta_GT_MWI,0.85,0.85,0.85,0.85
Kam'mwamba_C_MWI,0.85,0.85,0.85,0.85
Rukuru_C_MWI,0.85,0.85,0.85,0.85
Mota_Engil_C_MWI,0.85,0.85,0.85,0.85
Bagasse_co-generation_BM_MWI,0.85,0.85,0.85,0.85
Waste_to_energy_(Blantyre)_BM_MWI,0.85,0.85,0.85,0.85
Ethanol_project_BM_MWI,0.85,0.85,0.85,0.85
Near_Salima_Nanjoka_LNG_MWI,0.85,0.85,0.85,0.85
Li-ion_storage_A_MWI,1,1,1,1
Golomoti_BESS,1,1,1,1
Li-ion_storage_C_MWI,1,1,1,1
Sto_MWI_2027,1,1,1,1
SolarRound(PV)New_ZMB,1,1,1,1
NewSolar2025_PV_ZMB,1,1,1,1
ChishimbaFallsExt_HY_ZMB,0.213,0.235,0.186,0.225
EEC_Solar_PV,1,1,1,1
Existing _PV_ZIM,1,1,1,1
CF_Bafia_Farta,1,1,1,1
Kusile_II_TH_ZAF,0.85,0.85,0.85,0.85
Kusile_III_TH_ZAF,0.85,0.85,0.85,0.85
SAGenericSolarPV(Medium)28_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)29_REN_ZAF,1,1,1,1
SAGenericSolarPV(Medium)30_REN_ZAF,1,1,1,1
Mnyera_Mnyera,0.679237632,0.790085827,0.388765471,0.353393103
Mnyera_Pumbwe,0.67675399,0.786577921,0.387725345,0.352377165
Mnyera_Kisingo,0.676311728,0.786401099,0.386850845,0.352128623
Mnyera_Ruaha,0.564814815,1,0.254378019,0.296648551
Kidunda,0.490740741,0.929487179,0.215126812,0.37817029
SingidaWind2_REN_TZA,1,1,1,1
LobitoI_TH_AGO,0.85,0.85,0.85,0.85
LobitoII_TH_AGO,0.85,0.85,0.85,0.85
LobitoIII_TH_AGO,0.85,0.85,0.85,0.85
Namibe_TH_AGO,0.85,0.85,0.85,0.85
SoyoIII_TH_AGO,0.85,0.85,0.85,0.85
Vuka_HY_AGO,0.38,0.38,0.38,0.38
JambaMina_HY_AGO,0.38,0.38,0.38,0.38
JambaOma_HY_AGO,0.38,0.38,0.38,0.38
Genga_HY_AGO,0.38,0.38,0.38,0.38
Committed1_PV_AGO,1,1,1,1
Committed2_PV_AGO,1,1,1,1
Committed3_PV_AGO,1,1,1,1
SACCGTNG2025_TH_ZAF,0.85,0.85,0.85,0.85
SACCGTNG2027_TH_ZAF,0.85,0.85,0.85,0.85
SACCGTNG2028_TH_ZAF,0.85,0.85,0.85,0.85
SACCGTNG2029_TH_ZAF,0.85,0.85,0.85,0.85
New_CSP_ZAF_2024,1,1,1,1
Sto_ZAF_2024,1,1,1,1
Sto_ZAF_2025,1,1,1,1
Sto_ZAF_2027,1,1,1,1
Sto_ZAF_2028,1,1,1,1
SACCGTNG2035_TH_ZAF,0.85,0.85,0.85,0.85
SACCGTNG2040_TH_ZAF,0.85,0.85,0.85,0.85
