country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2444.7,2444.7,2444.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2145.4,2145.4,2145.4
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2079.5,2079.5,2079.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1531.1,1531.1,1531.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1625.3,1625.3,1625.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,1956.7,1956.7,1956.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2203.7,2203.7,2203.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2310.1,2310.1,2310.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2546.1,2546.1,2546.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,2564.7,2564.7,2564.7
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,1543.9,1543.9,1543.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,1564.2,1564.2,1564.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2050,880.8,880.8,880.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,54.3,54.3,54.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,94.4,94.4,94.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,183.4,183.4,183.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,611.4,611.4,611.4
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,541.3,541.3,541.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,510.3,510.3,510.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,437.8,437.8,437.8
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,469.6,469.6,469.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,502.7,502.7,502.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1350.0,1350.0,1350.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,1599.0,1599.0,1599.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,1456.8,1456.8,1456.8
Benin,Benin,Capacity: MW,Battery,2027,85.0,85.0,85.0
Benin,Benin,Capacity: MW,Battery,2028,165.0,165.0,165.0
Benin,Benin,Capacity: MW,Battery,2029,245.0,245.0,245.0
Benin,Benin,Capacity: MW,Battery,2030,325.0,325.0,325.0
Benin,Benin,Capacity: MW,Battery,2031,405.0,405.0,405.0
Benin,Benin,Capacity: MW,Battery,2032,485.0,485.0,485.0
Benin,Benin,Capacity: MW,Battery,2033,565.0,565.0,565.0
Benin,Benin,Capacity: MW,Battery,2034,645.0,645.0,645.0
Benin,Benin,Capacity: MW,Battery,2035,725.0,725.0,725.0
Benin,Benin,Capacity: MW,Battery,2040,1125.0,1125.0,1125.0
