country,zone,attribute,resolution,year,NoTransmission,TransmissionOptimal,baseline
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2026,2963.3,2963.3,2963.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2027,2829.5,2829.5,2829.5
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2028,2764.3,2764.3,2764.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2029,1857.2,1857.2,1857.2
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2030,1890.9,1890.9,1890.9
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2031,2531.6,2531.6,2531.6
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2032,2654.8,2654.8,2654.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2033,2385.3,2385.3,2385.3
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2034,2236.0,2236.0,2236.0
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2035,1827.1,1827.1,1827.1
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2040,1255.8,1255.8,1255.8
Benin,Benin,Annual Energy Exchanges: GWh,Nigeria,2045,673.7,673.7,673.7
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2026,389.6,389.6,389.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2027,382.2,382.2,382.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2028,597.1,597.1,597.1
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2029,598.3,598.3,598.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2030,81.3,81.3,81.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2031,152.6,152.6,152.6
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2032,369.5,369.5,369.5
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2033,539.0,539.0,539.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2034,883.3,883.3,883.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2035,1345.0,1345.0,1345.0
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2040,1936.2,1936.2,1936.2
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2045,2396.3,2396.3,2396.3
Benin,Benin,Annual Energy Exchanges: GWh,Togo,2050,2950.3,2950.3,2950.3
Benin,Benin,Capacity: MW,Battery,2027,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2028,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2029,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2030,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2031,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2032,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2033,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2034,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2035,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2040,5.0,5.0,5.0
Benin,Benin,Capacity: MW,Battery,2045,81.2,81.2,81.2
Benin,Benin,Capacity: MW,Battery,2050,331.2,331.2,331.2
Benin,Benin,Capacity: MW,Diesel,2026,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2028,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2029,137.0,137.0,137.0
Benin,Benin,Capacity: MW,Diesel,2030,97.0,97.0,97.0
Benin,Benin,Capacity: MW,Gas,2027,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2028,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2029,42.0,42.0,42.0
Benin,Benin,Capacity: MW,Gas,2030,292.0,292.0,292.0
Benin,Benin,Capacity: MW,Gas,2031,542.0,542.0,542.0
Benin,Benin,Capacity: MW,Gas,2032,661.3,661.3,661.3
Benin,Benin,Capacity: MW,Gas,2033,690.5,690.5,690.5
Benin,Benin,Capacity: MW,Gas,2034,719.7,719.7,719.7
Benin,Benin,Capacity: MW,Gas,2035,748.9,748.9,748.9
Benin,Benin,Capacity: MW,Gas,2040,855.9,855.9,855.9
Benin,Benin,Capacity: MW,Gas,2045,855.9,855.9,855.9
Benin,Benin,Capacity: MW,Gas,2050,1020.8,1020.8,1020.8
Benin,Benin,Capacity: MW,PV,2026,87.0,87.0,87.0
Benin,Benin,Capacity: MW,PV,2027,137.0,137.0,137.0
Benin,Benin,Capacity: MW,PV,2028,362.0,362.0,362.0
Benin,Benin,Capacity: MW,PV,2029,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2030,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2031,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2032,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2033,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2034,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2035,512.0,512.0,512.0
Benin,Benin,Capacity: MW,PV,2040,762.0,762.0,762.0
Benin,Benin,Capacity: MW,PV,2045,1000.0,1000.0,1000.0
Benin,Benin,Capacity: MW,PV,2050,1225.0,1225.0,1225.0
Benin,Benin,Capacity: MW,Reservoir,2050,0.5,0.5,0.5
Benin,Benin,Demand: GWh,,2026,2294.4,2294.4,2294.4
Benin,Benin,Demand: GWh,,2027,2454.9,2454.9,2454.9
Benin,Benin,Demand: GWh,,2028,2624.1,2624.1,2624.1
Benin,Benin,Demand: GWh,,2029,2814.9,2814.9,2814.9
Benin,Benin,Demand: GWh,,2030,3049.1,3049.1,3049.1
Benin,Benin,Demand: GWh,,2031,3226.9,3226.9,3226.9
Benin,Benin,Demand: GWh,,2032,3413.4,3413.4,3413.4
Benin,Benin,Demand: GWh,,2033,3578.3,3578.3,3578.3
Benin,Benin,Demand: GWh,,2034,3738.7,3738.7,3738.7
Benin,Benin,Demand: GWh,,2035,3907.9,3907.9,3907.9
Benin,Benin,Demand: GWh,,2040,4740.7,4740.7,4740.7
Benin,Benin,Demand: GWh,,2045,5635.7,5635.7,5635.7
Benin,Benin,Demand: GWh,,2050,6583.5,6583.5,6583.5
Benin,Benin,Emissions: MtCO2,,2026,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2027,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2028,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2029,0.9,0.9,0.9
Benin,Benin,Emissions: MtCO2,,2030,0.8,0.8,0.8
Benin,Benin,Emissions: MtCO2,,2031,1.5,1.5,1.5
Benin,Benin,Emissions: MtCO2,,2032,1.9,1.9,1.9
Benin,Benin,Emissions: MtCO2,,2033,1.9,1.9,1.9
Benin,Benin,Emissions: MtCO2,,2034,2.0,2.0,2.0
Benin,Benin,Emissions: MtCO2,,2035,2.1,2.1,2.1
Benin,Benin,Emissions: MtCO2,,2040,2.1,2.1,2.1
Benin,Benin,Emissions: MtCO2,,2045,2.1,2.1,2.1
Benin,Benin,Emissions: MtCO2,,2050,2.1,2.1,2.1
Benin,Benin,Energy: GWh,Battery,2030,2.1,2.1,2.1
Benin,Benin,Energy: GWh,Battery,2035,0.2,0.2,0.2
Benin,Benin,Energy: GWh,Battery,2040,0.2,0.2,0.2
Benin,Benin,Energy: GWh,Battery,2045,59.5,59.5,59.5
Benin,Benin,Energy: GWh,Battery,2050,128.9,128.9,128.9
Benin,Benin,Energy: GWh,Diesel,2026,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2027,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2028,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2029,1020.1,1020.1,1020.1
Benin,Benin,Energy: GWh,Diesel,2030,5.7,5.7,5.7
Benin,Benin,Energy: GWh,Gas,2027,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2028,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2029,312.7,312.7,312.7
Benin,Benin,Energy: GWh,Gas,2030,2174.2,2174.2,2174.2
Benin,Benin,Energy: GWh,Gas,2031,4035.7,4035.7,4035.7
Benin,Benin,Energy: GWh,Gas,2032,4923.8,4923.8,4923.8
Benin,Benin,Energy: GWh,Gas,2033,5141.2,5141.2,5141.2
Benin,Benin,Energy: GWh,Gas,2034,5358.7,5358.7,5358.7
Benin,Benin,Energy: GWh,Gas,2035,5576.2,5576.2,5576.2
Benin,Benin,Energy: GWh,Gas,2040,5576.2,5576.2,5576.2
Benin,Benin,Energy: GWh,Gas,2045,5576.2,5576.2,5576.2
Benin,Benin,Energy: GWh,Gas,2050,5576.2,5576.2,5576.2
Benin,Benin,Energy: GWh,PV,2026,114.9,114.9,114.9
Benin,Benin,Energy: GWh,PV,2027,181.0,181.0,181.0
Benin,Benin,Energy: GWh,PV,2028,478.2,478.2,478.2
Benin,Benin,Energy: GWh,PV,2029,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2030,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2031,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2032,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2033,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2034,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2035,676.3,676.3,676.3
Benin,Benin,Energy: GWh,PV,2040,1006.5,1006.5,1006.5
Benin,Benin,Energy: GWh,PV,2045,1320.9,1320.9,1320.9
Benin,Benin,Energy: GWh,PV,2050,1618.1,1618.1,1618.1
Benin,Benin,Energy: GWh,Reservoir,2050,2.2,2.2,2.2
Benin,Benin,Export revenues with internal zones: $/MWh,,,-449.9,-449.9,-449.9
Benin,Benin,Exports exchange: GWh,,2026,3352.9,3352.9,3352.9
Benin,Benin,Exports exchange: GWh,,2027,3211.7,3211.7,3211.7
Benin,Benin,Exports exchange: GWh,,2028,3361.4,3361.4,3361.4
Benin,Benin,Exports exchange: GWh,,2029,2455.5,2455.5,2455.5
Benin,Benin,Exports exchange: GWh,,2030,1972.2,1972.2,1972.2
Benin,Benin,Exports exchange: GWh,,2031,2684.2,2684.2,2684.2
Benin,Benin,Exports exchange: GWh,,2032,3024.3,3024.3,3024.3
Benin,Benin,Exports exchange: GWh,,2033,2924.3,2924.3,2924.3
Benin,Benin,Exports exchange: GWh,,2034,3119.3,3119.3,3119.3
