country,zone,attribute,resolution,year,baseline
Armenia,Armenia,Capacity: MW,Gas,2025,945.6
Armenia,Armenia,Capacity: MW,Gas,2026,945.6
Armenia,Armenia,Capacity: MW,Gas,2027,945.6
Armenia,Armenia,Capacity: MW,Gas,2028,945.6
Armenia,Armenia,Capacity: MW,Gas,2029,945.6
Armenia,Armenia,Capacity: MW,Gas,2030,945.6
Armenia,Armenia,Capacity: MW,Gas,2031,945.6
Armenia,Armenia,Capacity: MW,Gas,2032,945.6
Armenia,Armenia,Capacity: MW,Gas,2033,945.6
Armenia,Armenia,Capacity: MW,Gas,2034,945.6
Armenia,Armenia,Capacity: MW,Gas,2035,945.6
Armenia,Armenia,Capacity: MW,Gas,2036,945.6
Armenia,Armenia,Capacity: MW,Gas,2037,945.6
Armenia,Armenia,Capacity: MW,Gas,2038,945.6
Armenia,Armenia,Capacity: MW,Gas,2039,945.6
Armenia,Armenia,Capacity: MW,Gas,2040,945.6
Armenia,Armenia,Capacity: MW,Nuclear,2025,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2026,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2027,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2028,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2029,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2030,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2031,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2032,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2033,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2034,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2035,407.5
Armenia,Armenia,Capacity: MW,Nuclear,2036,407.5
Armenia,Armenia,Capacity: MW,Onshore Wind,2025,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2026,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2027,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2028,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2029,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2030,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2031,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2032,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2033,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2034,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2035,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2036,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2037,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2038,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2039,4.0
Armenia,Armenia,Capacity: MW,Onshore Wind,2040,4.0
Armenia,Armenia,Capacity: MW,PV,2025,452.0
Armenia,Armenia,Capacity: MW,PV,2026,452.0
Armenia,Armenia,Capacity: MW,PV,2027,887.0
Armenia,Armenia,Capacity: MW,PV,2028,887.0
Armenia,Armenia,Capacity: MW,PV,2029,887.0
Armenia,Armenia,Capacity: MW,PV,2030,887.0
Armenia,Armenia,Capacity: MW,PV,2031,887.0
Armenia,Armenia,Capacity: MW,PV,2032,887.0
Armenia,Armenia,Capacity: MW,PV,2033,887.0
Armenia,Armenia,Capacity: MW,PV,2034,887.0
Armenia,Armenia,Capacity: MW,PV,2035,887.0
Armenia,Armenia,Capacity: MW,PV,2036,887.0
Armenia,Armenia,Capacity: MW,PV,2037,887.0
Armenia,Armenia,Capacity: MW,PV,2038,887.0
Armenia,Armenia,Capacity: MW,PV,2039,887.0
Armenia,Armenia,Capacity: MW,PV,2040,887.0
Armenia,Armenia,Capacity: MW,ROR,2025,430.0
Armenia,Armenia,Capacity: MW,ROR,2026,430.0
Armenia,Armenia,Capacity: MW,ROR,2027,430.0
Armenia,Armenia,Capacity: MW,ROR,2028,430.0
Armenia,Armenia,Capacity: MW,ROR,2029,430.0
Armenia,Armenia,Capacity: MW,ROR,2030,430.0
Armenia,Armenia,Capacity: MW,ROR,2031,430.0
Armenia,Armenia,Capacity: MW,ROR,2032,430.0
Armenia,Armenia,Capacity: MW,ROR,2033,430.0
Armenia,Armenia,Capacity: MW,ROR,2034,430.0
Armenia,Armenia,Capacity: MW,ROR,2035,430.0
Armenia,Armenia,Capacity: MW,ROR,2036,430.0
Armenia,Armenia,Capacity: MW,ROR,2037,430.0
Armenia,Armenia,Capacity: MW,ROR,2038,430.0
Armenia,Armenia,Capacity: MW,ROR,2039,430.0
Armenia,Armenia,Capacity: MW,ROR,2040,430.0
Armenia,Armenia,Capacity: MW,Reservoir,2025,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2026,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2027,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2028,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2029,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2030,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2031,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2032,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2033,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2034,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2035,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2036,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2037,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2038,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2039,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2040,561.4
Armenia,Armenia,Demand: GWh,,2025,6721.0
Armenia,Armenia,Demand: GWh,,2026,6792.0
Armenia,Armenia,Demand: GWh,,2027,6862.0
Armenia,Armenia,Demand: GWh,,2028,6933.0
Armenia,Armenia,Demand: GWh,,2029,7004.0
Armenia,Armenia,Demand: GWh,,2030,7075.0
Armenia,Armenia,Demand: GWh,,2031,7155.0
Armenia,Armenia,Demand: GWh,,2032,7235.0
Armenia,Armenia,Demand: GWh,,2033,7315.0
Armenia,Armenia,Demand: GWh,,2034,7394.0
Armenia,Armenia,Demand: GWh,,2035,7474.0
Armenia,Armenia,Demand: GWh,,2036,7560.0
Armenia,Armenia,Demand: GWh,,2037,7645.0
Armenia,Armenia,Demand: GWh,,2038,7731.0
Armenia,Armenia,Demand: GWh,,2039,7816.0
Armenia,Armenia,Demand: GWh,,2040,7902.0
Armenia,Armenia,Emissions: MtCO2,,2037,0.0
Armenia,Armenia,Emissions: MtCO2,,2038,0.0
Armenia,Armenia,Emissions: MtCO2,,2039,0.0
Armenia,Armenia,Emissions: MtCO2,,2040,0.2
Armenia,Armenia,Energy: GWh,Gas,2037,51.0
Armenia,Armenia,Energy: GWh,Gas,2038,55.6
Armenia,Armenia,Energy: GWh,Gas,2039,60.8
Armenia,Armenia,Energy: GWh,Gas,2040,568.7
Armenia,Armenia,Energy: GWh,Nuclear,2025,0.1
Armenia,Armenia,Energy: GWh,Nuclear,2026,0.6
Armenia,Armenia,Energy: GWh,Nuclear,2027,3.9
Armenia,Armenia,Energy: GWh,Nuclear,2028,9.9
Armenia,Armenia,Energy: GWh,Nuclear,2029,16.9
Armenia,Armenia,Energy: GWh,Nuclear,2030,24.5
Armenia,Armenia,Energy: GWh,Nuclear,2031,27.1
Armenia,Armenia,Energy: GWh,Nuclear,2032,30.2
Armenia,Armenia,Energy: GWh,Nuclear,2033,33.7
Armenia,Armenia,Energy: GWh,Nuclear,2034,37.1
Armenia,Armenia,Energy: GWh,Nuclear,2035,41.4
Armenia,Armenia,Energy: GWh,Nuclear,2036,46.2
Armenia,Armenia,Energy: GWh,Onshore Wind,2025,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2026,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2027,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2028,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2029,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2030,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2031,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2032,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2033,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2034,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2035,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2036,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2037,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2038,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2039,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2040,5.4
Armenia,Armenia,Energy: GWh,PV,2025,804.5
Armenia,Armenia,Energy: GWh,PV,2026,804.5
Armenia,Armenia,Energy: GWh,PV,2027,1578.7
Armenia,Armenia,Energy: GWh,PV,2028,1578.7
Armenia,Armenia,Energy: GWh,PV,2029,1578.7
Armenia,Armenia,Energy: GWh,PV,2030,1578.7
Armenia,Armenia,Energy: GWh,PV,2031,1578.7
Armenia,Armenia,Energy: GWh,PV,2032,1578.7
